,Meteo,Vento,Gioca
63,Soleggiato,Assente,Sì
64,Piovoso,Assente,No
65,Soleggiato,Assente,Sì
66,Nuvoloso,Debole,No
67,Soleggiato,Assente,Sì
68,Soleggiato,Forte,Sì
69,Nuvoloso,Debole,No
70,Nuvoloso,Debole,Sì
71,Soleggiato,Assente,Sì
72,Soleggiato,Assente,Sì
73,Piovoso,Forte,No
74,Soleggiato,Assente,Sì
75,Nuvoloso,Debole,No
76,Soleggiato,Assente,Sì
77,Nuvoloso,Assente,No
78,Soleggiato,Assente,Sì
79,Piovoso,Debole,No
80,Soleggiato,Assente,Sì
81,Soleggiato,Assente,Sì
82,Soleggiato,Assente,No
83,Piovoso,Debole,No
84,Soleggiato,Assente,No
85,Piovoso,Forte,No
86,Soleggiato,Assente,Sì
87,Piovoso,Forte,No
88,Soleggiato,Assente,Sì
89,Nuvoloso,Debole,No
90,Soleggiato,Assente,No
91,Soleggiato,Assente,Sì
92,Soleggiato,Assente,No
93,Soleggiato,Assente,Sì
94,Soleggiato,Debole,Sì
95,Soleggiato,Assente,No
96,Soleggiato,Assente,Sì
97,Piovoso,Assente,Sì
98,Nuvoloso,Debole,No
99,Nuvoloso,Assente,No
100,Nuvoloso,Assente,No
101,Piovoso,Debole,No
102,Piovoso,Debole,No
103,Soleggiato,Forte,Sì
104,Soleggiato,Assente,Sì
105,Soleggiato,Forte,Sì
106,Soleggiato,Assente,Sì
107,Piovoso,Assente,No
108,Soleggiato,Assente,Sì
109,Nuvoloso,Debole,No
110,Piovoso,Forte,No
111,Soleggiato,Assente,Sì
112,Nuvoloso,Debole,Sì
113,Soleggiato,Assente,Sì
114,Soleggiato,Assente,Sì
115,Nuvoloso,Assente,No
116,Soleggiato,Assente,Sì
117,Piovoso,Debole,No
118,Soleggiato,Debole,Sì
119,Nuvoloso,Debole,No
120,Nuvoloso,Debole,No
121,Soleggiato,Assente,Sì
122,Nuvoloso,Debole,No
123,Nuvoloso,Assente,No
124,Nuvoloso,Debole,No
125,Soleggiato,Debole,Sì
126,Nuvoloso,Debole,No
127,Nuvoloso,Debole,No
128,Nuvoloso,Assente,No
129,Nuvoloso,Assente,Sì
130,Piovoso,Assente,Sì
131,Soleggiato,Assente,No
132,Soleggiato,Debole,No
133,Soleggiato,Assente,Sì
134,Nuvoloso,Debole,No
135,Piovoso,Forte,No
136,Soleggiato,Assente,Sì
137,Piovoso,Forte,No
138,Soleggiato,Assente,Sì
139,Soleggiato,Assente,No
140,Soleggiato,Assente,Sì
141,Nuvoloso,Debole,No
142,Piovoso,Assente,No
143,Soleggiato,Assente,Sì
144,Piovoso,Debole,No
145,Piovoso,Assente,Sì
146,Nuvoloso,Debole,Sì
147,Soleggiato,Assente,Sì
148,Soleggiato,Assente,Sì
149,Nuvoloso,Assente,No
150,Nuvoloso,Assente,No
151,Nuvoloso,Debole,No
152,Piovoso,Debole,Sì
153,Nuvoloso,Debole,No
154,Soleggiato,Assente,Sì
155,Soleggiato,Debole,Sì
156,Nuvoloso,Debole,Sì
157,Soleggiato,Assente,No
158,Soleggiato,Assente,Sì
159,Nuvoloso,Debole,No
160,Soleggiato,Assente,Sì
161,Soleggiato,Debole,Sì
162,Soleggiato,Assente,Sì
163,Nuvoloso,Debole,No
164,Piovoso,Forte,No
165,Soleggiato,Debole,No
166,Soleggiato,Assente,Sì
167,Soleggiato,Debole,Sì
168,Nuvoloso,Forte,Sì
169,Nuvoloso,Forte,Sì
170,Soleggiato,Assente,Sì
171,Nuvoloso,Forte,Sì
172,Soleggiato,Assente,Sì
173,Soleggiato,Assente,Sì
174,Piovoso,Forte,No
175,Piovoso,Assente,No
176,Soleggiato,Assente,Sì
177,Soleggiato,Forte,No
178,Nuvoloso,Assente,Sì
179,Soleggiato,Assente,Sì
180,Soleggiato,Assente,No
181,Nuvoloso,Forte,Sì
182,Nuvoloso,Forte,No
183,Nuvoloso,Debole,No
184,Nuvoloso,Debole,No
185,Soleggiato,Assente,Sì
186,Soleggiato,Assente,No
187,Piovoso,Forte,No
188,Nuvoloso,Forte,Sì
189,Soleggiato,Assente,No
190,Nuvoloso,Debole,Sì
191,Nuvoloso,Debole,No
192,Nuvoloso,Assente,No
193,Nuvoloso,Debole,No
194,Nuvoloso,Debole,Sì
195,Nuvoloso,Debole,No
196,Soleggiato,Forte,No
197,Nuvoloso,Debole,Sì
198,Soleggiato,Assente,No
199,Nuvoloso,Assente,No
200,Soleggiato,Assente,Sì
201,Piovoso,Forte,No
202,Soleggiato,Forte,No
203,Soleggiato,Assente,Sì
204,Soleggiato,Debole,Sì
205,Soleggiato,Assente,No
206,Nuvoloso,Debole,No
207,Soleggiato,Assente,Sì
208,Piovoso,Forte,Sì
209,Nuvoloso,Debole,Sì
210,Nuvoloso,Assente,No
211,Nuvoloso,Debole,Sì
212,Nuvoloso,Forte,No
213,Piovoso,Forte,No
214,Piovoso,Assente,No
215,Piovoso,Debole,Sì
216,Piovoso,Forte,No
217,Nuvoloso,Debole,No
218,Piovoso,Assente,No
219,Nuvoloso,Debole,Sì
220,Soleggiato,Assente,No
221,Nuvoloso,Debole,Sì
222,Nuvoloso,Debole,Sì
223,Soleggiato,Assente,Sì
224,Nuvoloso,Assente,No
225,Piovoso,Assente,Sì
226,Piovoso,Assente,No
227,Nuvoloso,Debole,No
228,Soleggiato,Assente,Sì
229,Soleggiato,Assente,Sì
230,Soleggiato,Assente,Sì
231,Nuvoloso,Debole,No
232,Piovoso,Debole,No
233,Nuvoloso,Debole,No
234,Nuvoloso,Assente,Sì
235,Piovoso,Forte,Sì
236,Soleggiato,Assente,No
237,Nuvoloso,Debole,Sì
238,Nuvoloso,Assente,Sì
239,Nuvoloso,Assente,No
240,Soleggiato,Assente,No
241,Nuvoloso,Debole,No
242,Soleggiato,Debole,No
243,Nuvoloso,Forte,No
244,Piovoso,Forte,No
245,Soleggiato,Debole,No
246,Nuvoloso,Debole,Sì
247,Nuvoloso,Debole,No
248,Nuvoloso,Debole,No
249,Soleggiato,Assente,Sì
250,Piovoso,Assente,Sì
251,Soleggiato,Assente,Sì
252,Nuvoloso,Debole,Sì
253,Piovoso,Assente,No
254,Piovoso,Forte,No
255,Nuvoloso,Debole,Sì
256,Piovoso,Assente,No
257,Soleggiato,Assente,Sì
258,Piovoso,Assente,No
259,Nuvoloso,Assente,No
260,Soleggiato,Assente,Sì
261,Piovoso,Forte,No
262,Nuvoloso,Forte,No
263,Nuvoloso,Debole,No
264,Soleggiato,Debole,Sì
265,Soleggiato,Assente,Sì
266,Nuvoloso,Debole,Sì
267,Soleggiato,Assente,Sì
268,Soleggiato,Debole,Sì
269,Nuvoloso,Debole,No
270,Nuvoloso,Assente,No
271,Nuvoloso,Debole,Sì
272,Piovoso,Forte,No
273,Nuvoloso,Debole,Sì
274,Piovoso,Assente,No
275,Soleggiato,Assente,Sì
276,Soleggiato,Debole,Sì
277,Piovoso,Forte,No
278,Nuvoloso,Debole,No
279,Nuvoloso,Assente,Sì
280,Piovoso,Forte,No
281,Soleggiato,Assente,Sì
282,Piovoso,Forte,No
283,Piovoso,Forte,No
284,Soleggiato,Debole,Sì
285,Soleggiato,Assente,Sì
286,Piovoso,Assente,Sì
287,Soleggiato,Assente,Sì
288,Soleggiato,Assente,Sì
289,Soleggiato,Assente,Sì
290,Soleggiato,Assente,Sì
291,Soleggiato,Forte,Sì
292,Soleggiato,Assente,Sì
293,Piovoso,Assente,No
294,Piovoso,Debole,Sì
295,Soleggiato,Assente,Sì
296,Soleggiato,Assente,Sì
297,Soleggiato,Debole,Sì
298,Soleggiato,Assente,No
299,Nuvoloso,Assente,Sì
300,Nuvoloso,Assente,Sì
301,Soleggiato,Debole,Sì
302,Nuvoloso,Forte,No
303,Soleggiato,Assente,Sì
304,Piovoso,Forte,Sì
305,Nuvoloso,Debole,No
306,Nuvoloso,Assente,Sì
307,Soleggiato,Forte,No
308,Piovoso,Assente,No
309,Nuvoloso,Forte,No
310,Soleggiato,Assente,Sì
311,Piovoso,Forte,No
312,Nuvoloso,Assente,No
313,Soleggiato,Assente,Sì
314,Piovoso,Forte,No
315,Piovoso,Assente,No
316,Nuvoloso,Assente,Sì
317,Soleggiato,Forte,No
318,Nuvoloso,Debole,No
319,Nuvoloso,Assente,Sì
320,Piovoso,Assente,No
321,Soleggiato,Debole,Sì
322,Nuvoloso,Assente,No
323,Soleggiato,Assente,Sì
324,Nuvoloso,Debole,No
325,Soleggiato,Assente,Sì
326,Soleggiato,Assente,No
327,Piovoso,Assente,Sì
328,Soleggiato,Assente,Sì
329,Soleggiato,Assente,Sì
330,Nuvoloso,Forte,Sì
331,Piovoso,Forte,No
332,Nuvoloso,Debole,No
333,Piovoso,Forte,Sì
334,Piovoso,Assente,Sì
335,Soleggiato,Assente,No
336,Soleggiato,Assente,Sì
337,Piovoso,Assente,Sì
338,Piovoso,Assente,No
339,Piovoso,Forte,No
340,Nuvoloso,Forte,No
341,Soleggiato,Debole,No
342,Nuvoloso,Assente,No
343,Soleggiato,Assente,Sì
344,Piovoso,Assente,Sì
345,Soleggiato,Forte,Sì
346,Nuvoloso,Debole,Sì
347,Soleggiato,Forte,Sì
348,Soleggiato,Assente,Sì
349,Nuvoloso,Debole,No
350,Nuvoloso,Assente,No
351,Soleggiato,Debole,No
352,Piovoso,Debole,No
353,Piovoso,Forte,No
354,Nuvoloso,Debole,No
355,Piovoso,Forte,No
356,Piovoso,Assente,Sì
357,Soleggiato,Assente,Sì
358,Soleggiato,Assente,No
359,Piovoso,Forte,Sì
360,Nuvoloso,Assente,No
361,Nuvoloso,Debole,No
362,Soleggiato,Forte,No
363,Soleggiato,Assente,Sì
364,Soleggiato,Forte,Sì
365,Soleggiato,Assente,Sì
366,Nuvoloso,Assente,No
367,Soleggiato,Assente,Sì
368,Nuvoloso,Assente,Sì
369,Nuvoloso,Debole,Sì
370,Soleggiato,Assente,Sì
371,Nuvoloso,Debole,No
372,Soleggiato,Debole,Sì
373,Soleggiato,Assente,Sì
374,Nuvoloso,Assente,Sì
375,Nuvoloso,Debole,Sì
376,Soleggiato,Assente,No
377,Piovoso,Forte,No
378,Soleggiato,Forte,No
379,Nuvoloso,Debole,No
380,Nuvoloso,Debole,Sì
381,Piovoso,Assente,Sì
382,Soleggiato,Assente,Sì
383,Nuvoloso,Assente,Sì
384,Nuvoloso,Debole,No
385,Nuvoloso,Debole,No
386,Soleggiato,Assente,No
387,Soleggiato,Assente,Sì
388,Nuvoloso,Debole,No
389,Soleggiato,Debole,No
390,Piovoso,Forte,No
391,Soleggiato,Assente,Sì
392,Nuvoloso,Debole,No
393,Piovoso,Assente,No
394,Piovoso,Debole,No
395,Nuvoloso,Debole,No
396,Nuvoloso,Debole,No
397,Soleggiato,Assente,No
398,Nuvoloso,Assente,No
399,Soleggiato,Assente,Sì
400,Soleggiato,Assente,No
401,Nuvoloso,Forte,Sì
402,Nuvoloso,Assente,No
403,Nuvoloso,Assente,No
404,Soleggiato,Assente,Sì
405,Nuvoloso,Debole,No
406,Soleggiato,Assente,Sì
407,Nuvoloso,Debole,Sì
408,Nuvoloso,Forte,No
409,Nuvoloso,Assente,No
410,Nuvoloso,Debole,Sì
411,Soleggiato,Assente,Sì
412,Nuvoloso,Debole,No
413,Nuvoloso,Assente,No
414,Nuvoloso,Assente,Sì
415,Soleggiato,Assente,Sì
416,Soleggiato,Assente,Sì
417,Nuvoloso,Assente,Sì
418,Soleggiato,Assente,Sì
419,Piovoso,Assente,No
420,Piovoso,Forte,No
421,Nuvoloso,Assente,No
422,Soleggiato,Assente,Sì
423,Piovoso,Debole,No
424,Soleggiato,Assente,No
425,Soleggiato,Assente,No
426,Soleggiato,Assente,No
427,Piovoso,Forte,No
428,Soleggiato,Assente,No
429,Nuvoloso,Assente,Sì
430,Soleggiato,Assente,Sì
431,Piovoso,Assente,Sì
432,Nuvoloso,Debole,Sì
433,Soleggiato,Debole,No
434,Piovoso,Debole,No
435,Nuvoloso,Assente,Sì
436,Piovoso,Forte,No
437,Soleggiato,Debole,Sì
438,Nuvoloso,Debole,No
439,Nuvoloso,Forte,Sì
440,Soleggiato,Assente,Sì
441,Soleggiato,Assente,Sì
442,Soleggiato,Assente,Sì
443,Soleggiato,Assente,Sì
444,Nuvoloso,Debole,No
445,Soleggiato,Assente,Sì
446,Soleggiato,Assente,Sì
447,Nuvoloso,Assente,No
448,Nuvoloso,Debole,No
449,Soleggiato,Assente,Sì
450,Piovoso,Forte,No
451,Nuvoloso,Debole,Sì
452,Piovoso,Forte,No
453,Nuvoloso,Debole,No
454,Nuvoloso,Assente,Sì
455,Nuvoloso,Debole,Sì
456,Soleggiato,Assente,Sì
457,Piovoso,Assente,No
458,Soleggiato,Assente,Sì
459,Soleggiato,Debole,Sì
460,Soleggiato,Debole,Sì
461,Soleggiato,Assente,Sì
462,Nuvoloso,Forte,No
463,Nuvoloso,Forte,Sì
464,Soleggiato,Assente,Sì
465,Soleggiato,Assente,No
466,Nuvoloso,Debole,No
467,Soleggiato,Assente,Sì
468,Soleggiato,Assente,Sì
469,Nuvoloso,Debole,No
470,Nuvoloso,Assente,Sì
471,Nuvoloso,Debole,No
472,Nuvoloso,Debole,No
473,Soleggiato,Assente,No
474,Nuvoloso,Debole,No
475,Soleggiato,Assente,Sì
476,Piovoso,Forte,No
477,Soleggiato,Assente,Sì
478,Nuvoloso,Debole,Sì
479,Soleggiato,Assente,Sì
480,Soleggiato,Assente,No
481,Piovoso,Assente,No
482,Soleggiato,Assente,Sì
483,Nuvoloso,Debole,No
484,Nuvoloso,Debole,No
485,Nuvoloso,Debole,Sì
486,Soleggiato,Assente,Sì
487,Nuvoloso,Assente,No
488,Piovoso,Forte,No
489,Soleggiato,Assente,Sì
490,Soleggiato,Forte,Sì
491,Soleggiato,Assente,Sì
492,Piovoso,Debole,Sì
493,Soleggiato,Assente,No
494,Piovoso,Assente,No
495,Soleggiato,Assente,Sì
496,Soleggiato,Assente,Sì
497,Soleggiato,Assente,Sì
498,Soleggiato,Assente,Sì
499,Nuvoloso,Assente,Sì
500,Soleggiato,Assente,Sì
501,Nuvoloso,Debole,No
502,Soleggiato,Assente,Sì
503,Piovoso,Assente,No
504,Soleggiato,Assente,No
505,Piovoso,Assente,Sì
506,Soleggiato,Assente,No
507,Soleggiato,Assente,No
508,Soleggiato,Assente,Sì
509,Piovoso,Debole,No
510,Soleggiato,Assente,Sì
511,Nuvoloso,Assente,No
512,Nuvoloso,Debole,No
513,Piovoso,Debole,No
514,Piovoso,Forte,No
515,Nuvoloso,Forte,Sì
516,Soleggiato,Assente,No
517,Piovoso,Forte,No
518,Soleggiato,Assente,Sì
519,Soleggiato,Debole,No
520,Piovoso,Assente,Sì
521,Piovoso,Assente,No
522,Nuvoloso,Forte,Sì
523,Soleggiato,Assente,Sì
524,Nuvoloso,Assente,No
525,Soleggiato,Forte,No
526,Soleggiato,Assente,Sì
527,Soleggiato,Assente,Sì
528,Soleggiato,Assente,Sì
529,Nuvoloso,Forte,Sì
530,Soleggiato,Debole,No
531,Nuvoloso,Debole,No
532,Nuvoloso,Debole,Sì
533,Soleggiato,Assente,Sì
534,Nuvoloso,Debole,No
535,Piovoso,Forte,No
536,Piovoso,Forte,No
537,Soleggiato,Assente,No
538,Soleggiato,Debole,Sì
539,Soleggiato,Assente,Sì
540,Nuvoloso,Debole,No
541,Piovoso,Assente,No
542,Nuvoloso,Debole,No
543,Soleggiato,Assente,Sì
544,Soleggiato,Assente,Sì
545,Piovoso,Forte,No
546,Nuvoloso,Forte,Sì
547,Soleggiato,Debole,No
548,Soleggiato,Forte,No
549,Soleggiato,Assente,No
550,Nuvoloso,Forte,No
551,Soleggiato,Assente,No
552,Piovoso,Forte,No
553,Nuvoloso,Forte,No
554,Nuvoloso,Assente,Sì
555,Nuvoloso,Assente,Sì
556,Soleggiato,Assente,Sì
557,Soleggiato,Assente,Sì
558,Soleggiato,Debole,No
559,Soleggiato,Assente,Sì
560,Nuvoloso,Assente,Sì
561,Piovoso,Forte,No
562,Nuvoloso,Debole,No
563,Nuvoloso,Assente,Sì
564,Soleggiato,Assente,Sì
565,Nuvoloso,Debole,No
566,Nuvoloso,Assente,No
567,Nuvoloso,Debole,Sì
568,Soleggiato,Debole,No
569,Nuvoloso,Debole,No
570,Nuvoloso,Debole,No
571,Piovoso,Forte,No
572,Nuvoloso,Debole,Sì
573,Nuvoloso,Debole,No
574,Soleggiato,Assente,Sì
575,Nuvoloso,Assente,Sì
576,Piovoso,Debole,No
577,Nuvoloso,Debole,No
578,Nuvoloso,Assente,Sì
579,Nuvoloso,Debole,No
580,Soleggiato,Assente,Sì
581,Nuvoloso,Debole,No
582,Nuvoloso,Debole,No
583,Piovoso,Debole,Sì
584,Soleggiato,Assente,Sì
585,Nuvoloso,Debole,Sì
586,Soleggiato,Assente,Sì
587,Piovoso,Assente,No
588,Soleggiato,Assente,Sì
589,Soleggiato,Assente,Sì
590,Soleggiato,Assente,Sì
591,Soleggiato,Assente,No
592,Nuvoloso,Debole,No
593,Nuvoloso,Assente,Sì
594,Piovoso,Assente,Sì
595,Nuvoloso,Assente,Sì
596,Nuvoloso,Assente,Sì
597,Piovoso,Assente,No
598,Nuvoloso,Debole,Sì
599,Nuvoloso,Debole,Sì
600,Piovoso,Assente,No
601,Nuvoloso,Forte,No
602,Nuvoloso,Debole,No
603,Soleggiato,Assente,Sì
604,Soleggiato,Assente,Sì
605,Soleggiato,Assente,Sì
606,Nuvoloso,Debole,No
607,Soleggiato,Assente,Sì
608,Nuvoloso,Debole,No
609,Nuvoloso,Debole,Sì
610,Soleggiato,Assente,No
611,Soleggiato,Assente,Sì
612,Nuvoloso,Assente,Sì
613,Nuvoloso,Assente,Sì
614,Soleggiato,Assente,Sì
615,Piovoso,Assente,No
616,Piovoso,Forte,No
617,Nuvoloso,Debole,No
618,Nuvoloso,Debole,Sì
619,Piovoso,Forte,No
620,Soleggiato,Assente,No
621,Soleggiato,Assente,Sì
622,Nuvoloso,Debole,Sì
623,Soleggiato,Debole,No
624,Piovoso,Forte,No
625,Nuvoloso,Assente,No
626,Nuvoloso,Forte,No
627,Piovoso,Assente,No
628,Piovoso,Assente,No
629,Nuvoloso,Debole,No
630,Nuvoloso,Debole,Sì
631,Soleggiato,Debole,No
632,Piovoso,Forte,Sì
633,Nuvoloso,Assente,Sì
634,Soleggiato,Assente,Sì
635,Soleggiato,Assente,No
636,Soleggiato,Assente,Sì
637,Soleggiato,Assente,Sì
638,Nuvoloso,Assente,No
639,Soleggiato,Assente,Sì
640,Nuvoloso,Forte,Sì
641,Nuvoloso,Debole,No
642,Nuvoloso,Debole,No
643,Soleggiato,Assente,Sì
644,Nuvoloso,Assente,Sì
645,Soleggiato,Assente,Sì
646,Nuvoloso,Debole,No
647,Nuvoloso,Debole,Sì
648,Soleggiato,Forte,No
649,Nuvoloso,Assente,No
650,Soleggiato,Assente,Sì
651,Nuvoloso,Debole,No
652,Soleggiato,Assente,No
653,Nuvoloso,Debole,No
654,Piovoso,Forte,No
655,Nuvoloso,Debole,Sì
656,Nuvoloso,Assente,Sì
657,Nuvoloso,Debole,No
658,Nuvoloso,Assente,No
659,Nuvoloso,Assente,No
660,Piovoso,Forte,No
661,Soleggiato,Assente,Sì
662,Nuvoloso,Debole,Sì
663,Piovoso,Assente,No
664,Piovoso,Assente,Sì
665,Nuvoloso,Debole,Sì
666,Soleggiato,Assente,Sì
667,Nuvoloso,Assente,No
668,Piovoso,Forte,Sì
669,Piovoso,Forte,No
670,Nuvoloso,Debole,No
671,Piovoso,Debole,No
672,Soleggiato,Assente,No
673,Soleggiato,Assente,Sì
674,Soleggiato,Assente,Sì
675,Soleggiato,Assente,No
676,Soleggiato,Assente,Sì
677,Soleggiato,Assente,Sì
678,Nuvoloso,Assente,Sì
679,Nuvoloso,Assente,No
680,Soleggiato,Assente,Sì
681,Piovoso,Debole,Sì
682,Nuvoloso,Assente,No
683,Soleggiato,Assente,Sì
684,Soleggiato,Assente,Sì
685,Piovoso,Debole,Sì
686,Nuvoloso,Assente,No
687,Soleggiato,Assente,Sì
688,Nuvoloso,Debole,No
689,Soleggiato,Assente,Sì
690,Nuvoloso,Assente,No
691,Nuvoloso,Debole,Sì
692,Soleggiato,Debole,No
693,Nuvoloso,Forte,Sì
694,Piovoso,Debole,Sì
695,Nuvoloso,Assente,No
696,Soleggiato,Assente,No
697,Nuvoloso,Assente,No
698,Soleggiato,Assente,Sì
699,Soleggiato,Assente,Sì
700,Nuvoloso,Assente,No
701,Piovoso,Assente,No
702,Soleggiato,Forte,No
703,Nuvoloso,Forte,Sì
704,Nuvoloso,Debole,Sì
705,Piovoso,Assente,Sì
706,Soleggiato,Assente,Sì
707,Soleggiato,Assente,Sì
708,Soleggiato,Assente,Sì
709,Piovoso,Assente,No
710,Piovoso,Forte,No
711,Piovoso,Assente,No
712,Piovoso,Assente,No
713,Soleggiato,Assente,Sì
714,Nuvoloso,Debole,No
715,Nuvoloso,Forte,Sì
716,Nuvoloso,Assente,Sì
717,Piovoso,Forte,No
718,Nuvoloso,Forte,No
719,Piovoso,Forte,No
720,Nuvoloso,Debole,No
721,Nuvoloso,Debole,No
722,Piovoso,Forte,Sì
723,Piovoso,Forte,No
724,Soleggiato,Assente,Sì
725,Nuvoloso,Debole,No
726,Soleggiato,Assente,Sì
727,Soleggiato,Assente,Sì
728,Nuvoloso,Forte,No
729,Soleggiato,Assente,No
730,Soleggiato,Assente,Sì
731,Nuvoloso,Assente,No
732,Piovoso,Forte,No
733,Nuvoloso,Debole,No
734,Piovoso,Assente,No
735,Soleggiato,Assente,Sì
736,Piovoso,Forte,No
737,Piovoso,Assente,No
738,Soleggiato,Debole,No
739,Piovoso,Forte,No
740,Piovoso,Assente,No
741,Soleggiato,Assente,Sì
742,Nuvoloso,Debole,No
743,Nuvoloso,Debole,No
744,Soleggiato,Assente,Sì
745,Nuvoloso,Debole,No
746,Piovoso,Assente,No
747,Piovoso,Debole,No
748,Soleggiato,Assente,No
749,Soleggiato,Assente,Sì
750,Piovoso,Debole,Sì
751,Nuvoloso,Debole,Sì
752,Nuvoloso,Debole,Sì
753,Nuvoloso,Forte,No
754,Piovoso,Assente,Sì
755,Nuvoloso,Assente,No
756,Soleggiato,Assente,Sì
757,Piovoso,Forte,No
758,Nuvoloso,Debole,No
759,Soleggiato,Assente,No
760,Soleggiato,Assente,Sì
761,Soleggiato,Assente,Sì
762,Soleggiato,Assente,No
763,Nuvoloso,Debole,Sì
764,Soleggiato,Debole,No
765,Soleggiato,Assente,Sì
766,Soleggiato,Assente,Sì
767,Soleggiato,Debole,Sì
768,Nuvoloso,Assente,No
769,Piovoso,Debole,No
770,Soleggiato,Assente,Sì
771,Nuvoloso,Assente,No
772,Nuvoloso,Debole,No
773,Nuvoloso,Debole,No
774,Soleggiato,Debole,Sì
775,Soleggiato,Debole,Sì
776,Nuvoloso,Assente,Sì
777,Soleggiato,Assente,Sì
778,Nuvoloso,Assente,No
779,Nuvoloso,Debole,No
780,Soleggiato,Assente,Sì
781,Soleggiato,Assente,Sì
782,Piovoso,Forte,No
783,Nuvoloso,Forte,Sì
784,Nuvoloso,Debole,Sì
785,Piovoso,Debole,No
786,Nuvoloso,Debole,Sì
787,Nuvoloso,Debole,No
788,Nuvoloso,Assente,Sì
789,Soleggiato,Assente,No
790,Soleggiato,Assente,Sì
791,Soleggiato,Assente,Sì
792,Nuvoloso,Debole,Sì
793,Soleggiato,Assente,Sì
794,Piovoso,Assente,No
795,Nuvoloso,Debole,No
796,Soleggiato,Assente,Sì
797,Soleggiato,Assente,Sì
798,Soleggiato,Assente,No
799,Piovoso,Assente,Sì
800,Nuvoloso,Debole,No
801,Piovoso,Forte,No
802,Nuvoloso,Debole,No
803,Soleggiato,Assente,Sì
804,Nuvoloso,Assente,No
805,Nuvoloso,Debole,No
806,Piovoso,Forte,No
807,Soleggiato,Debole,No
808,Soleggiato,Assente,Sì
809,Nuvoloso,Assente,No
810,Soleggiato,Assente,Sì
811,Soleggiato,Assente,Sì
812,Soleggiato,Assente,No
813,Soleggiato,Assente,No
814,Soleggiato,Assente,Sì
815,Soleggiato,Assente,Sì
816,Soleggiato,Assente,Sì
817,Nuvoloso,Debole,No
818,Soleggiato,Assente,No
819,Nuvoloso,Assente,Sì
820,Nuvoloso,Debole,No
821,Nuvoloso,Debole,No
822,Soleggiato,Assente,Sì
823,Piovoso,Forte,No
824,Nuvoloso,Debole,No
825,Soleggiato,Assente,Sì
826,Nuvoloso,Debole,No
827,Soleggiato,Assente,Sì
828,Nuvoloso,Forte,Sì
829,Nuvoloso,Debole,Sì
830,Nuvoloso,Assente,Sì
831,Piovoso,Assente,No
832,Nuvoloso,Forte,No
833,Nuvoloso,Debole,No
834,Soleggiato,Assente,Sì
835,Nuvoloso,Assente,No
836,Soleggiato,Forte,No
837,Nuvoloso,Forte,No
838,Soleggiato,Assente,Sì
839,Piovoso,Forte,Sì
840,Soleggiato,Assente,No
841,Nuvoloso,Debole,No
842,Soleggiato,Assente,Sì
843,Nuvoloso,Debole,No
844,Nuvoloso,Debole,Sì
845,Piovoso,Debole,No
846,Nuvoloso,Assente,Sì
847,Nuvoloso,Debole,No
848,Piovoso,Forte,No
849,Nuvoloso,Assente,Sì
850,Nuvoloso,Debole,No
851,Soleggiato,Assente,Sì
852,Soleggiato,Assente,Sì
853,Piovoso,Forte,No
854,Soleggiato,Forte,Sì
855,Soleggiato,Assente,No
856,Soleggiato,Assente,No
857,Nuvoloso,Assente,No
858,Piovoso,Debole,No
859,Nuvoloso,Debole,Sì
860,Soleggiato,Assente,Sì
861,Soleggiato,Assente,Sì
