,Meteo,Vento,Gioca
154,Soleggiato,Assente,Sì
155,Nuvoloso,Forte,Sì
156,Soleggiato,Assente,Sì
157,Piovoso,Forte,No
158,Soleggiato,Assente,No
159,Piovoso,Assente,Sì
160,Soleggiato,Assente,Sì
161,Piovoso,Forte,No
162,Nuvoloso,Debole,Sì
163,Nuvoloso,Debole,Sì
164,Soleggiato,Assente,Sì
165,Nuvoloso,Assente,No
166,Nuvoloso,Assente,No
167,Soleggiato,Assente,Sì
168,Nuvoloso,Assente,No
169,Soleggiato,Forte,No
170,Nuvoloso,Forte,Sì
171,Soleggiato,Assente,Sì
172,Nuvoloso,Debole,No
173,Nuvoloso,Debole,No
174,Nuvoloso,Debole,No
175,Soleggiato,Assente,Sì
176,Nuvoloso,Debole,No
177,Soleggiato,Assente,Sì
178,Nuvoloso,Debole,Sì
179,Soleggiato,Assente,Sì
180,Soleggiato,Assente,No
181,Soleggiato,Assente,Sì
182,Nuvoloso,Assente,No
183,Soleggiato,Assente,No
184,Piovoso,Debole,Sì
185,Nuvoloso,Debole,No
186,Soleggiato,Assente,No
187,Nuvoloso,Debole,Sì
188,Piovoso,Forte,No
189,Nuvoloso,Assente,No
190,Soleggiato,Debole,Sì
191,Piovoso,Debole,No
192,Soleggiato,Assente,Sì
193,Piovoso,Forte,No
194,Soleggiato,Debole,No
195,Nuvoloso,Debole,No
196,Piovoso,Forte,No
197,Piovoso,Debole,Sì
198,Soleggiato,Assente,Sì
199,Nuvoloso,Assente,Sì
200,Soleggiato,Assente,Sì
201,Piovoso,Forte,Sì
202,Nuvoloso,Assente,Sì
203,Piovoso,Debole,No
204,Soleggiato,Assente,Sì
205,Nuvoloso,Debole,No
206,Nuvoloso,Debole,No
207,Soleggiato,Assente,No
208,Soleggiato,Debole,Sì
209,Soleggiato,Assente,Sì
210,Soleggiato,Assente,Sì
211,Nuvoloso,Assente,No
212,Nuvoloso,Assente,Sì
213,Soleggiato,Assente,No
214,Soleggiato,Debole,Sì
215,Soleggiato,Assente,Sì
216,Nuvoloso,Debole,No
217,Piovoso,Assente,Sì
218,Soleggiato,Debole,Sì
219,Soleggiato,Debole,Sì
220,Nuvoloso,Assente,Sì
221,Soleggiato,Assente,No
222,Soleggiato,Assente,No
223,Soleggiato,Assente,Sì
224,Soleggiato,Assente,Sì
225,Soleggiato,Assente,Sì
226,Nuvoloso,Assente,No
227,Nuvoloso,Debole,No
228,Nuvoloso,Assente,Sì
229,Nuvoloso,Assente,No
230,Nuvoloso,Debole,Sì
231,Soleggiato,Assente,Sì
232,Soleggiato,Assente,Sì
233,Piovoso,Forte,No
234,Soleggiato,Assente,No
235,Nuvoloso,Assente,Sì
236,Soleggiato,Assente,Sì
237,Nuvoloso,Debole,Sì
238,Soleggiato,Debole,No
239,Piovoso,Assente,No
240,Soleggiato,Debole,No
241,Piovoso,Assente,Sì
242,Soleggiato,Assente,Sì
243,Soleggiato,Assente,Sì
244,Nuvoloso,Assente,No
245,Nuvoloso,Debole,No
246,Piovoso,Debole,No
247,Soleggiato,Assente,No
248,Soleggiato,Assente,Sì
249,Nuvoloso,Debole,No
250,Nuvoloso,Forte,Sì
251,Nuvoloso,Assente,No
252,Nuvoloso,Assente,No
253,Soleggiato,Debole,Sì
254,Piovoso,Assente,No
255,Piovoso,Assente,No
256,Soleggiato,Assente,No
257,Piovoso,Assente,No
258,Piovoso,Assente,No
259,Soleggiato,Debole,No
260,Piovoso,Assente,No
261,Soleggiato,Debole,Sì
262,Piovoso,Forte,No
263,Nuvoloso,Assente,Sì
264,Soleggiato,Assente,Sì
265,Nuvoloso,Debole,Sì
266,Soleggiato,Assente,Sì
267,Soleggiato,Assente,Sì
268,Nuvoloso,Debole,No
269,Soleggiato,Assente,Sì
270,Nuvoloso,Assente,No
271,Soleggiato,Assente,Sì
272,Nuvoloso,Assente,Sì
273,Nuvoloso,Assente,No
274,Nuvoloso,Debole,Sì
275,Nuvoloso,Assente,Sì
276,Piovoso,Assente,No
277,Nuvoloso,Assente,Sì
278,Nuvoloso,Debole,No
279,Soleggiato,Assente,Sì
280,Piovoso,Forte,No
281,Nuvoloso,Debole,Sì
282,Nuvoloso,Assente,No
283,Soleggiato,Debole,No
284,Soleggiato,Assente,No
285,Nuvoloso,Debole,No
286,Soleggiato,Forte,No
287,Nuvoloso,Forte,Sì
288,Piovoso,Assente,No
289,Piovoso,Forte,No
290,Piovoso,Assente,No
291,Soleggiato,Assente,Sì
292,Nuvoloso,Forte,No
293,Piovoso,Forte,No
294,Piovoso,Assente,No
295,Piovoso,Assente,Sì
296,Piovoso,Assente,No
297,Piovoso,Forte,No
298,Nuvoloso,Debole,No
299,Nuvoloso,Debole,No
300,Piovoso,Forte,No
301,Piovoso,Forte,No
302,Soleggiato,Assente,No
303,Nuvoloso,Debole,No
304,Soleggiato,Assente,No
305,Soleggiato,Assente,No
306,Soleggiato,Assente,Sì
307,Nuvoloso,Forte,No
308,Nuvoloso,Forte,Sì
309,Piovoso,Debole,No
310,Soleggiato,Debole,Sì
311,Soleggiato,Assente,No
312,Piovoso,Forte,No
313,Soleggiato,Assente,Sì
314,Soleggiato,Forte,No
315,Soleggiato,Assente,Sì
316,Soleggiato,Assente,Sì
317,Soleggiato,Assente,No
318,Soleggiato,Assente,Sì
319,Piovoso,Debole,No
320,Piovoso,Assente,No
321,Soleggiato,Assente,Sì
322,Nuvoloso,Assente,Sì
323,Piovoso,Forte,No
324,Soleggiato,Assente,Sì
325,Nuvoloso,Debole,No
326,Soleggiato,Assente,No
327,Piovoso,Forte,No
328,Soleggiato,Assente,Sì
329,Soleggiato,Debole,Sì
330,Nuvoloso,Assente,Sì
331,Soleggiato,Assente,No
332,Piovoso,Assente,Sì
333,Piovoso,Forte,No
334,Soleggiato,Assente,No
335,Soleggiato,Assente,Sì
336,Piovoso,Forte,No
337,Nuvoloso,Debole,Sì
338,Nuvoloso,Assente,No
339,Nuvoloso,Debole,No
340,Nuvoloso,Debole,Sì
341,Nuvoloso,Debole,No
342,Soleggiato,Assente,Sì
343,Soleggiato,Assente,Sì
344,Nuvoloso,Debole,No
345,Nuvoloso,Debole,Sì
346,Soleggiato,Assente,Sì
347,Nuvoloso,Assente,Sì
348,Nuvoloso,Debole,No
349,Soleggiato,Forte,No
350,Soleggiato,Assente,Sì
351,Soleggiato,Assente,Sì
352,Soleggiato,Assente,No
353,Nuvoloso,Forte,No
354,Nuvoloso,Forte,Sì
355,Soleggiato,Assente,Sì
356,Nuvoloso,Assente,Sì
357,Piovoso,Forte,No
358,Soleggiato,Assente,Sì
359,Nuvoloso,Debole,No
360,Nuvoloso,Debole,Sì
361,Soleggiato,Assente,Sì
362,Soleggiato,Assente,Sì
363,Soleggiato,Assente,Sì
364,Soleggiato,Assente,Sì
365,Piovoso,Assente,Sì
366,Piovoso,Debole,No
367,Nuvoloso,Debole,No
368,Piovoso,Assente,No
369,Soleggiato,Assente,Sì
370,Soleggiato,Assente,Sì
371,Nuvoloso,Assente,Sì
372,Soleggiato,Assente,Sì
373,Nuvoloso,Debole,Sì
374,Nuvoloso,Debole,Sì
375,Soleggiato,Assente,Sì
376,Piovoso,Forte,No
377,Soleggiato,Assente,Sì
378,Soleggiato,Assente,No
379,Soleggiato,Assente,Sì
380,Nuvoloso,Debole,Sì
381,Nuvoloso,Debole,Sì
382,Nuvoloso,Assente,Sì
383,Piovoso,Debole,No
384,Piovoso,Forte,No
385,Nuvoloso,Debole,Sì
386,Soleggiato,Assente,Sì
387,Soleggiato,Assente,No
388,Soleggiato,Assente,Sì
389,Soleggiato,Assente,Sì
390,Nuvoloso,Forte,Sì
391,Nuvoloso,Debole,Sì
392,Nuvoloso,Assente,No
393,Soleggiato,Assente,Sì
394,Soleggiato,Assente,Sì
395,Soleggiato,Assente,Sì
396,Soleggiato,Assente,Sì
397,Nuvoloso,Forte,No
398,Soleggiato,Assente,Sì
399,Nuvoloso,Debole,No
400,Piovoso,Debole,Sì
401,Nuvoloso,Assente,Sì
402,Piovoso,Assente,Sì
403,Nuvoloso,Assente,No
404,Piovoso,Debole,No
405,Nuvoloso,Debole,No
406,Nuvoloso,Debole,Sì
407,Piovoso,Assente,No
408,Nuvoloso,Debole,Sì
409,Soleggiato,Debole,Sì
410,Nuvoloso,Assente,No
411,Soleggiato,Assente,No
412,Nuvoloso,Assente,Sì
413,Nuvoloso,Debole,No
414,Soleggiato,Assente,Sì
415,Soleggiato,Assente,Sì
416,Soleggiato,Assente,Sì
417,Nuvoloso,Assente,Sì
418,Soleggiato,Forte,Sì
419,Soleggiato,Debole,Sì
420,Nuvoloso,Debole,Sì
421,Nuvoloso,Forte,No
422,Nuvoloso,Assente,No
423,Nuvoloso,Forte,No
424,Soleggiato,Debole,Sì
425,Nuvoloso,Debole,No
426,Nuvoloso,Debole,No
427,Soleggiato,Assente,Sì
428,Piovoso,Assente,No
429,Piovoso,Assente,No
430,Nuvoloso,Assente,No
431,Piovoso,Debole,No
432,Nuvoloso,Debole,No
433,Piovoso,Forte,No
434,Piovoso,Debole,No
435,Soleggiato,Assente,Sì
436,Soleggiato,Debole,Sì
437,Piovoso,Forte,No
438,Soleggiato,Assente,Sì
439,Soleggiato,Assente,Sì
440,Nuvoloso,Assente,No
441,Nuvoloso,Assente,Sì
442,Soleggiato,Assente,Sì
443,Soleggiato,Assente,Sì
444,Soleggiato,Assente,No
445,Piovoso,Debole,No
446,Soleggiato,Assente,Sì
447,Nuvoloso,Debole,No
448,Soleggiato,Debole,Sì
449,Nuvoloso,Debole,No
450,Nuvoloso,Assente,No
451,Nuvoloso,Debole,No
452,Soleggiato,Assente,Sì
453,Soleggiato,Assente,Sì
454,Nuvoloso,Debole,No
455,Soleggiato,Assente,No
456,Soleggiato,Assente,Sì
457,Soleggiato,Assente,Sì
458,Soleggiato,Assente,Sì
459,Soleggiato,Assente,Sì
460,Soleggiato,Assente,No
461,Nuvoloso,Assente,No
462,Nuvoloso,Debole,No
463,Nuvoloso,Debole,No
464,Piovoso,Debole,Sì
465,Nuvoloso,Assente,No
466,Nuvoloso,Forte,Sì
467,Soleggiato,Debole,Sì
468,Nuvoloso,Debole,No
469,Soleggiato,Debole,No
470,Nuvoloso,Debole,Sì
471,Nuvoloso,Assente,Sì
472,Nuvoloso,Debole,Sì
473,Soleggiato,Assente,No
474,Soleggiato,Assente,Sì
475,Nuvoloso,Debole,Sì
476,Nuvoloso,Forte,No
477,Soleggiato,Assente,Sì
478,Nuvoloso,Assente,No
479,Piovoso,Debole,No
480,Nuvoloso,Assente,No
481,Soleggiato,Assente,Sì
482,Nuvoloso,Assente,No
483,Nuvoloso,Forte,Sì
484,Nuvoloso,Debole,No
485,Piovoso,Assente,No
486,Piovoso,Assente,No
487,Nuvoloso,Debole,No
488,Nuvoloso,Assente,Sì
489,Soleggiato,Assente,Sì
490,Soleggiato,Assente,Sì
491,Nuvoloso,Assente,No
492,Soleggiato,Assente,No
493,Soleggiato,Assente,Sì
494,Soleggiato,Assente,No
495,Soleggiato,Assente,Sì
496,Nuvoloso,Assente,Sì
497,Soleggiato,Assente,Sì
498,Soleggiato,Assente,Sì
499,Nuvoloso,Debole,No
500,Nuvoloso,Assente,Sì
501,Soleggiato,Assente,Sì
502,Nuvoloso,Forte,No
503,Soleggiato,Assente,No
504,Nuvoloso,Debole,No
505,Nuvoloso,Debole,No
506,Nuvoloso,Forte,Sì
507,Piovoso,Forte,Sì
508,Piovoso,Debole,Sì
509,Soleggiato,Assente,No
510,Nuvoloso,Debole,No
511,Piovoso,Debole,No
512,Nuvoloso,Forte,No
513,Soleggiato,Assente,Sì
514,Nuvoloso,Debole,No
515,Nuvoloso,Debole,No
516,Soleggiato,Assente,No
517,Nuvoloso,Debole,Sì
518,Nuvoloso,Debole,No
519,Nuvoloso,Debole,Sì
520,Soleggiato,Assente,No
521,Nuvoloso,Debole,No
522,Soleggiato,Debole,No
523,Nuvoloso,Assente,Sì
524,Soleggiato,Assente,Sì
525,Soleggiato,Assente,Sì
526,Soleggiato,Assente,No
527,Nuvoloso,Assente,Sì
528,Soleggiato,Debole,Sì
529,Piovoso,Forte,No
530,Piovoso,Forte,No
531,Soleggiato,Assente,Sì
532,Piovoso,Assente,No
533,Nuvoloso,Debole,No
534,Soleggiato,Assente,No
535,Soleggiato,Assente,No
536,Nuvoloso,Assente,No
537,Nuvoloso,Forte,Sì
538,Soleggiato,Forte,Sì
539,Nuvoloso,Forte,Sì
540,Nuvoloso,Assente,No
541,Nuvoloso,Assente,Sì
542,Nuvoloso,Debole,No
543,Piovoso,Forte,No
544,Soleggiato,Assente,Sì
545,Piovoso,Assente,Sì
546,Soleggiato,Assente,Sì
547,Nuvoloso,Assente,No
548,Soleggiato,Assente,No
549,Soleggiato,Assente,Sì
550,Soleggiato,Assente,Sì
551,Soleggiato,Forte,No
552,Soleggiato,Debole,No
553,Nuvoloso,Assente,No
554,Nuvoloso,Assente,Sì
555,Nuvoloso,Forte,Sì
556,Nuvoloso,Debole,Sì
557,Soleggiato,Assente,Sì
558,Piovoso,Forte,No
559,Soleggiato,Assente,Sì
560,Nuvoloso,Forte,No
561,Piovoso,Assente,Sì
562,Soleggiato,Assente,Sì
563,Nuvoloso,Debole,No
564,Nuvoloso,Forte,Sì
565,Nuvoloso,Assente,Sì
566,Nuvoloso,Debole,Sì
567,Nuvoloso,Forte,No
568,Nuvoloso,Forte,No
569,Nuvoloso,Assente,Sì
570,Nuvoloso,Debole,No
571,Nuvoloso,Debole,No
572,Soleggiato,Assente,Sì
573,Soleggiato,Assente,Sì
574,Nuvoloso,Forte,No
575,Piovoso,Debole,No
576,Soleggiato,Assente,No
577,Soleggiato,Forte,No
578,Nuvoloso,Debole,No
579,Piovoso,Assente,No
580,Nuvoloso,Debole,No
581,Soleggiato,Assente,No
582,Nuvoloso,Forte,Sì
583,Piovoso,Assente,No
584,Nuvoloso,Forte,Sì
585,Piovoso,Assente,No
586,Nuvoloso,Debole,No
587,Nuvoloso,Forte,Sì
588,Piovoso,Forte,Sì
589,Nuvoloso,Forte,No
590,Nuvoloso,Debole,No
591,Nuvoloso,Debole,No
592,Piovoso,Assente,No
593,Soleggiato,Assente,Sì
594,Soleggiato,Debole,Sì
595,Soleggiato,Assente,No
596,Piovoso,Assente,No
597,Soleggiato,Assente,Sì
598,Soleggiato,Assente,No
599,Piovoso,Forte,No
600,Piovoso,Assente,No
601,Nuvoloso,Forte,No
602,Soleggiato,Assente,Sì
603,Soleggiato,Assente,Sì
604,Piovoso,Forte,No
605,Nuvoloso,Debole,No
606,Piovoso,Forte,No
607,Piovoso,Debole,No
608,Soleggiato,Assente,Sì
609,Soleggiato,Assente,Sì
610,Soleggiato,Assente,Sì
611,Nuvoloso,Debole,No
612,Piovoso,Debole,No
613,Piovoso,Forte,No
614,Nuvoloso,Forte,Sì
615,Nuvoloso,Debole,No
616,Nuvoloso,Assente,No
617,Nuvoloso,Assente,No
618,Piovoso,Forte,No
619,Soleggiato,Assente,Sì
620,Soleggiato,Debole,Sì
621,Nuvoloso,Debole,No
622,Nuvoloso,Debole,No
623,Piovoso,Forte,No
624,Soleggiato,Assente,Sì
625,Nuvoloso,Debole,Sì
626,Nuvoloso,Assente,No
627,Soleggiato,Forte,No
628,Nuvoloso,Debole,No
629,Nuvoloso,Debole,No
630,Nuvoloso,Assente,Sì
631,Soleggiato,Assente,Sì
632,Piovoso,Assente,No
633,Piovoso,Assente,No
634,Piovoso,Forte,Sì
635,Nuvoloso,Debole,No
636,Soleggiato,Debole,No
637,Nuvoloso,Debole,No
638,Soleggiato,Assente,Sì
639,Piovoso,Assente,Sì
640,Soleggiato,Debole,Sì
641,Nuvoloso,Assente,No
642,Piovoso,Debole,No
643,Piovoso,Forte,No
644,Nuvoloso,Debole,Sì
645,Soleggiato,Assente,No
646,Nuvoloso,Forte,Sì
647,Nuvoloso,Assente,Sì
648,Nuvoloso,Debole,Sì
649,Nuvoloso,Debole,No
650,Nuvoloso,Debole,No
651,Nuvoloso,Assente,Sì
652,Nuvoloso,Assente,Sì
653,Soleggiato,Assente,Sì
654,Nuvoloso,Debole,No
655,Soleggiato,Forte,Sì
656,Soleggiato,Debole,No
657,Soleggiato,Debole,No
658,Soleggiato,Debole,No
659,Piovoso,Debole,No
660,Nuvoloso,Debole,No
661,Nuvoloso,Assente,Sì
662,Nuvoloso,Debole,No
663,Piovoso,Debole,No
664,Soleggiato,Debole,Sì
665,Piovoso,Assente,Sì
666,Nuvoloso,Debole,No
667,Soleggiato,Assente,Sì
668,Nuvoloso,Debole,No
669,Soleggiato,Debole,No
670,Soleggiato,Assente,Sì
671,Soleggiato,Assente,Sì
672,Soleggiato,Assente,Sì
673,Soleggiato,Assente,Sì
674,Soleggiato,Assente,Sì
675,Soleggiato,Debole,Sì
676,Nuvoloso,Assente,Sì
677,Soleggiato,Assente,No
678,Soleggiato,Assente,No
679,Soleggiato,Debole,No
680,Nuvoloso,Debole,No
681,Soleggiato,Assente,Sì
682,Piovoso,Forte,Sì
683,Nuvoloso,Forte,Sì
684,Nuvoloso,Assente,Sì
685,Soleggiato,Assente,Sì
686,Soleggiato,Debole,No
687,Nuvoloso,Debole,No
688,Nuvoloso,Debole,No
689,Nuvoloso,Debole,No
690,Soleggiato,Assente,No
691,Nuvoloso,Debole,No
692,Soleggiato,Assente,Sì
693,Soleggiato,Assente,Sì
694,Nuvoloso,Assente,Sì
695,Nuvoloso,Debole,No
696,Nuvoloso,Assente,No
697,Nuvoloso,Debole,No
698,Soleggiato,Assente,Sì
699,Soleggiato,Forte,Sì
700,Nuvoloso,Debole,No
701,Soleggiato,Forte,No
702,Piovoso,Forte,No
703,Soleggiato,Assente,Sì
704,Soleggiato,Assente,Sì
705,Nuvoloso,Forte,Sì
706,Nuvoloso,Assente,Sì
707,Nuvoloso,Assente,Sì
708,Soleggiato,Assente,Sì
709,Soleggiato,Assente,Sì
710,Nuvoloso,Assente,Sì
711,Nuvoloso,Debole,No
712,Nuvoloso,Assente,No
713,Soleggiato,Debole,No
714,Soleggiato,Assente,Sì
715,Piovoso,Assente,Sì
716,Soleggiato,Forte,No
717,Soleggiato,Assente,Sì
718,Nuvoloso,Debole,Sì
719,Soleggiato,Assente,Sì
720,Nuvoloso,Assente,No
721,Piovoso,Debole,Sì
722,Soleggiato,Assente,Sì
723,Soleggiato,Forte,Sì
724,Nuvoloso,Assente,No
725,Soleggiato,Assente,Sì
726,Nuvoloso,Assente,No
727,Soleggiato,Assente,Sì
728,Soleggiato,Assente,Sì
729,Nuvoloso,Debole,No
730,Nuvoloso,Debole,No
731,Soleggiato,Assente,Sì
732,Soleggiato,Debole,Sì
733,Soleggiato,Assente,Sì
734,Nuvoloso,Debole,No
735,Nuvoloso,Debole,No
736,Nuvoloso,Debole,No
737,Nuvoloso,Debole,No
738,Piovoso,Assente,No
739,Soleggiato,Forte,No
740,Nuvoloso,Debole,No
741,Soleggiato,Assente,Sì
742,Soleggiato,Assente,Sì
743,Nuvoloso,Assente,Sì
744,Nuvoloso,Forte,No
745,Nuvoloso,Debole,Sì
746,Soleggiato,Assente,No
747,Nuvoloso,Debole,No
748,Nuvoloso,Assente,No
749,Piovoso,Forte,Sì
750,Nuvoloso,Debole,Sì
751,Soleggiato,Assente,Sì
752,Nuvoloso,Assente,No
753,Nuvoloso,Debole,No
754,Soleggiato,Assente,No
755,Soleggiato,Assente,Sì
756,Soleggiato,Assente,Sì
757,Nuvoloso,Debole,Sì
758,Piovoso,Debole,No
759,Soleggiato,Assente,Sì
760,Piovoso,Assente,Sì
761,Soleggiato,Debole,Sì
762,Nuvoloso,Assente,No
763,Soleggiato,Assente,Sì
764,Soleggiato,Assente,Sì
765,Nuvoloso,Assente,No
766,Soleggiato,Assente,Sì
767,Piovoso,Forte,No
768,Soleggiato,Assente,No
769,Nuvoloso,Forte,Sì
770,Soleggiato,Assente,Sì
771,Soleggiato,Assente,Sì
772,Nuvoloso,Debole,No
773,Nuvoloso,Debole,No
774,Soleggiato,Assente,Sì
775,Nuvoloso,Debole,Sì
776,Soleggiato,Debole,Sì
777,Nuvoloso,Debole,No
778,Piovoso,Debole,No
779,Soleggiato,Assente,Sì
780,Soleggiato,Assente,Sì
781,Nuvoloso,Assente,No
782,Nuvoloso,Debole,No
783,Soleggiato,Assente,Sì
784,Soleggiato,Assente,Sì
785,Nuvoloso,Debole,No
786,Nuvoloso,Forte,No
787,Soleggiato,Assente,Sì
788,Nuvoloso,Debole,No
789,Soleggiato,Assente,Sì
790,Piovoso,Forte,No
791,Nuvoloso,Forte,No
792,Nuvoloso,Assente,Sì
793,Piovoso,Debole,No
794,Nuvoloso,Assente,Sì
795,Soleggiato,Assente,Sì
796,Piovoso,Forte,Sì
797,Soleggiato,Assente,Sì
798,Soleggiato,Assente,Sì
799,Piovoso,Forte,No
800,Nuvoloso,Debole,No
801,Nuvoloso,Assente,No
802,Nuvoloso,Assente,Sì
803,Nuvoloso,Debole,Sì
804,Nuvoloso,Forte,Sì
805,Piovoso,Forte,Sì
806,Piovoso,Debole,No
807,Soleggiato,Assente,Sì
808,Piovoso,Debole,No
809,Piovoso,Assente,No
810,Soleggiato,Assente,Sì
811,Soleggiato,Debole,No
812,Soleggiato,Assente,Sì
813,Soleggiato,Debole,Sì
814,Nuvoloso,Debole,No
815,Nuvoloso,Debole,No
816,Nuvoloso,Debole,No
817,Soleggiato,Debole,Sì
818,Soleggiato,Assente,Sì
819,Soleggiato,Assente,Sì
820,Soleggiato,Assente,Sì
821,Nuvoloso,Debole,No
822,Nuvoloso,Forte,No
823,Soleggiato,Debole,Sì
824,Nuvoloso,Assente,Sì
825,Piovoso,Debole,No
826,Nuvoloso,Debole,Sì
827,Nuvoloso,Assente,Sì
828,Soleggiato,Assente,Sì
829,Soleggiato,Assente,Sì
830,Soleggiato,Assente,Sì
831,Soleggiato,Assente,Sì
832,Nuvoloso,Assente,No
833,Nuvoloso,Debole,Sì
834,Soleggiato,Assente,Sì
835,Piovoso,Debole,Sì
836,Soleggiato,Assente,Sì
837,Nuvoloso,Debole,No
838,Nuvoloso,Assente,No
839,Nuvoloso,Debole,Sì
840,Nuvoloso,Debole,Sì
841,Soleggiato,Assente,Sì
842,Piovoso,Debole,No
843,Soleggiato,Assente,No
844,Nuvoloso,Assente,No
845,Nuvoloso,Assente,Sì
846,Nuvoloso,Debole,Sì
847,Nuvoloso,Assente,Sì
848,Nuvoloso,Assente,No
849,Nuvoloso,Debole,Sì
850,Piovoso,Forte,No
851,Piovoso,Assente,Sì
852,Nuvoloso,Assente,No
853,Piovoso,Forte,No
854,Nuvoloso,Assente,Sì
855,Piovoso,Forte,Sì
856,Soleggiato,Assente,Sì
857,Soleggiato,Assente,No
858,Nuvoloso,Debole,No
