,Meteo,Vento,Gioca
762,Nuvoloso,Debole,Sì
763,Nuvoloso,Assente,Sì
764,Nuvoloso,Forte,Sì
765,Piovoso,Assente,No
766,Piovoso,Forte,No
767,Piovoso,Debole,No
768,Nuvoloso,Assente,No
769,Soleggiato,Assente,Sì
770,Nuvoloso,Forte,Sì
771,Nuvoloso,Forte,No
772,Nuvoloso,Assente,Sì
773,Soleggiato,Assente,Sì
774,Nuvoloso,Assente,Sì
775,Nuvoloso,Forte,No
776,Soleggiato,Assente,Sì
777,Nuvoloso,Assente,No
778,Soleggiato,Debole,Sì
779,Nuvoloso,Debole,No
780,Soleggiato,Forte,Sì
781,Nuvoloso,Forte,No
782,Nuvoloso,Debole,No
783,Nuvoloso,Debole,No
784,Piovoso,Debole,No
785,Piovoso,Assente,Sì
786,Nuvoloso,Debole,No
787,Soleggiato,Assente,Sì
788,Nuvoloso,Assente,No
789,Piovoso,Forte,No
790,Nuvoloso,Assente,No
791,Nuvoloso,Forte,No
792,Nuvoloso,Assente,Sì
793,Soleggiato,Assente,No
794,Soleggiato,Assente,Sì
795,Piovoso,Assente,No
796,Nuvoloso,Forte,No
797,Nuvoloso,Assente,Sì
798,Soleggiato,Assente,Sì
799,Soleggiato,Forte,Sì
800,Soleggiato,Forte,Sì
801,Piovoso,Debole,No
802,Soleggiato,Assente,Sì
803,Soleggiato,Forte,No
804,Nuvoloso,Assente,Sì
805,Piovoso,Assente,No
806,Piovoso,Assente,No
807,Nuvoloso,Assente,No
808,Soleggiato,Assente,Sì
809,Nuvoloso,Assente,No
810,Soleggiato,Assente,No
811,Piovoso,Assente,No
812,Soleggiato,Assente,Sì
813,Soleggiato,Assente,Sì
814,Nuvoloso,Assente,Sì
815,Piovoso,Forte,No
816,Soleggiato,Forte,Sì
817,Soleggiato,Assente,Sì
818,Soleggiato,Assente,Sì
819,Piovoso,Assente,Sì
820,Piovoso,Assente,No
821,Soleggiato,Forte,No
822,Soleggiato,Assente,Sì
823,Soleggiato,Assente,Sì
824,Soleggiato,Forte,Sì
825,Nuvoloso,Assente,No
826,Piovoso,Assente,Sì
827,Nuvoloso,Debole,No
828,Piovoso,Assente,No
829,Nuvoloso,Debole,No
830,Nuvoloso,Forte,No
831,Soleggiato,Debole,No
832,Nuvoloso,Forte,No
833,Soleggiato,Forte,Sì
834,Piovoso,Debole,No
835,Nuvoloso,Assente,No
836,Nuvoloso,Assente,Sì
837,Piovoso,Forte,Sì
838,Soleggiato,Forte,No
839,Soleggiato,Debole,No
840,Nuvoloso,Assente,No
841,Soleggiato,Forte,Sì
842,Soleggiato,Assente,Sì
843,Nuvoloso,Assente,Sì
844,Soleggiato,Assente,Sì
845,Piovoso,Debole,Sì
846,Piovoso,Debole,Sì
847,Piovoso,Forte,No
848,Soleggiato,Assente,Sì
849,Piovoso,Assente,No
850,Nuvoloso,Assente,No
851,Soleggiato,Debole,Sì
852,Soleggiato,Forte,Sì
853,Nuvoloso,Assente,No
854,Soleggiato,Debole,No
855,Nuvoloso,Assente,No
856,Piovoso,Debole,No
857,Soleggiato,Debole,Sì
858,Nuvoloso,Assente,Sì
859,Soleggiato,Assente,Sì
860,Nuvoloso,Assente,No
861,Soleggiato,Assente,Sì
862,Soleggiato,Debole,Sì
863,Nuvoloso,Assente,No
864,Nuvoloso,Assente,Sì
