,Meteo,Vento,Gioca
269,Soleggiato,Forte,Sì
270,Soleggiato,Debole,Sì
271,Nuvoloso,Forte,Sì
272,Nuvoloso,Debole,No
273,Soleggiato,Assente,No
274,Nuvoloso,Assente,No
275,Piovoso,Debole,No
276,Soleggiato,Assente,Sì
277,Nuvoloso,Debole,No
278,Nuvoloso,Assente,Sì
279,Soleggiato,Assente,Sì
280,Nuvoloso,Assente,Sì
281,Piovoso,Debole,No
282,Piovoso,Assente,No
283,Piovoso,Forte,Sì
284,Soleggiato,Assente,Sì
285,Nuvoloso,Debole,No
286,Nuvoloso,Assente,Sì
287,Nuvoloso,Assente,Sì
288,Nuvoloso,Debole,No
289,Nuvoloso,Assente,No
290,Piovoso,Assente,No
291,Nuvoloso,Assente,Sì
292,Nuvoloso,Assente,Sì
293,Nuvoloso,Assente,No
294,Soleggiato,Assente,Sì
295,Soleggiato,Assente,Sì
296,Nuvoloso,Forte,No
297,Piovoso,Assente,Sì
298,Nuvoloso,Forte,No
299,Nuvoloso,Forte,No
300,Nuvoloso,Assente,No
301,Piovoso,Forte,No
302,Nuvoloso,Assente,No
303,Nuvoloso,Forte,Sì
304,Nuvoloso,Assente,Sì
305,Soleggiato,Assente,Sì
306,Nuvoloso,Forte,No
307,Piovoso,Debole,No
308,Soleggiato,Debole,Sì
309,Soleggiato,Assente,No
310,Soleggiato,Assente,Sì
311,Nuvoloso,Debole,No
312,Piovoso,Assente,No
313,Nuvoloso,Forte,No
314,Nuvoloso,Forte,No
315,Soleggiato,Forte,Sì
316,Nuvoloso,Forte,No
317,Nuvoloso,Debole,Sì
318,Piovoso,Assente,Sì
319,Nuvoloso,Assente,Sì
320,Piovoso,Debole,Sì
321,Soleggiato,Assente,Sì
322,Piovoso,Debole,No
323,Soleggiato,Forte,Sì
324,Nuvoloso,Assente,No
325,Nuvoloso,Assente,No
326,Soleggiato,Assente,Sì
327,Piovoso,Debole,No
328,Soleggiato,Debole,Sì
329,Soleggiato,Assente,Sì
330,Soleggiato,Debole,Sì
331,Soleggiato,Assente,Sì
332,Nuvoloso,Debole,No
333,Soleggiato,Assente,No
334,Soleggiato,Assente,Sì
335,Nuvoloso,Forte,No
336,Soleggiato,Assente,No
337,Nuvoloso,Forte,No
338,Nuvoloso,Forte,No
339,Soleggiato,Forte,Sì
340,Nuvoloso,Assente,No
341,Piovoso,Assente,No
342,Nuvoloso,Forte,No
343,Soleggiato,Assente,No
344,Nuvoloso,Assente,No
345,Nuvoloso,Assente,No
346,Nuvoloso,Forte,No
347,Soleggiato,Debole,Sì
348,Soleggiato,Debole,Sì
349,Soleggiato,Assente,Sì
350,Nuvoloso,Assente,Sì
351,Nuvoloso,Forte,Sì
352,Piovoso,Assente,No
353,Nuvoloso,Assente,No
354,Nuvoloso,Assente,No
355,Piovoso,Assente,No
356,Nuvoloso,Debole,No
357,Soleggiato,Assente,Sì
358,Soleggiato,Debole,Sì
359,Piovoso,Assente,No
360,Nuvoloso,Forte,No
361,Soleggiato,Assente,No
362,Nuvoloso,Debole,Sì
363,Nuvoloso,Debole,No
364,Piovoso,Assente,Sì
365,Nuvoloso,Assente,Sì
366,Nuvoloso,Assente,No
367,Nuvoloso,Assente,Sì
368,Nuvoloso,Assente,No
369,Nuvoloso,Debole,No
370,Nuvoloso,Assente,No
371,Nuvoloso,Debole,Sì
372,Nuvoloso,Forte,No
373,Nuvoloso,Debole,No
374,Nuvoloso,Assente,Sì
375,Soleggiato,Assente,No
376,Nuvoloso,Assente,Sì
377,Soleggiato,Debole,No
378,Soleggiato,Assente,Sì
379,Piovoso,Forte,No
380,Piovoso,Assente,Sì
381,Nuvoloso,Assente,Sì
382,Nuvoloso,Assente,No
383,Soleggiato,Forte,No
384,Soleggiato,Assente,Sì
385,Soleggiato,Debole,Sì
386,Nuvoloso,Debole,No
387,Piovoso,Forte,No
388,Soleggiato,Forte,Sì
389,Soleggiato,Assente,No
390,Soleggiato,Assente,Sì
391,Nuvoloso,Debole,No
392,Soleggiato,Assente,Sì
393,Soleggiato,Debole,Sì
394,Nuvoloso,Forte,No
395,Soleggiato,Forte,No
396,Soleggiato,Debole,Sì
397,Nuvoloso,Forte,No
398,Soleggiato,Assente,Sì
399,Soleggiato,Debole,No
400,Soleggiato,Debole,No
401,Soleggiato,Assente,Sì
402,Soleggiato,Assente,Sì
403,Piovoso,Assente,No
404,Nuvoloso,Forte,No
405,Nuvoloso,Forte,Sì
406,Soleggiato,Debole,No
407,Piovoso,Assente,Sì
408,Nuvoloso,Forte,No
409,Soleggiato,Debole,Sì
410,Soleggiato,Debole,Sì
411,Piovoso,Assente,Sì
412,Nuvoloso,Forte,No
413,Nuvoloso,Forte,No
414,Nuvoloso,Assente,Sì
415,Nuvoloso,Assente,No
416,Soleggiato,Assente,Sì
417,Soleggiato,Assente,Sì
418,Nuvoloso,Assente,Sì
419,Soleggiato,Forte,Sì
420,Soleggiato,Forte,Sì
421,Piovoso,Debole,No
422,Piovoso,Assente,No
423,Soleggiato,Assente,Sì
424,Piovoso,Assente,No
425,Piovoso,Assente,No
426,Nuvoloso,Assente,Sì
427,Soleggiato,Forte,Sì
428,Nuvoloso,Debole,No
429,Nuvoloso,Assente,Sì
430,Piovoso,Debole,No
431,Nuvoloso,Forte,No
432,Soleggiato,Debole,Sì
433,Nuvoloso,Debole,No
434,Piovoso,Assente,No
435,Soleggiato,Assente,Sì
436,Nuvoloso,Forte,No
437,Nuvoloso,Assente,Sì
438,Nuvoloso,Assente,No
439,Soleggiato,Assente,Sì
440,Nuvoloso,Debole,Sì
441,Nuvoloso,Assente,Sì
442,Piovoso,Assente,No
443,Soleggiato,Debole,Sì
444,Soleggiato,Forte,Sì
445,Soleggiato,Assente,Sì
446,Nuvoloso,Assente,Sì
447,Nuvoloso,Assente,No
448,Soleggiato,Assente,Sì
449,Nuvoloso,Assente,No
450,Soleggiato,Debole,No
451,Soleggiato,Forte,Sì
452,Piovoso,Debole,No
453,Nuvoloso,Debole,No
454,Nuvoloso,Forte,Sì
455,Soleggiato,Assente,Sì
456,Nuvoloso,Assente,No
457,Soleggiato,Forte,Sì
458,Soleggiato,Debole,Sì
459,Nuvoloso,Debole,No
460,Soleggiato,Debole,Sì
461,Nuvoloso,Forte,No
462,Piovoso,Forte,No
463,Soleggiato,Forte,Sì
464,Piovoso,Forte,No
465,Soleggiato,Assente,Sì
466,Nuvoloso,Assente,Sì
467,Nuvoloso,Assente,No
468,Piovoso,Debole,No
469,Soleggiato,Debole,No
470,Piovoso,Debole,No
471,Soleggiato,Debole,Sì
472,Piovoso,Debole,No
473,Nuvoloso,Debole,Sì
474,Piovoso,Forte,No
475,Piovoso,Assente,No
476,Nuvoloso,Assente,No
477,Piovoso,Forte,Sì
478,Nuvoloso,Forte,No
479,Soleggiato,Assente,Sì
480,Nuvoloso,Assente,No
481,Nuvoloso,Forte,No
482,Piovoso,Debole,No
483,Soleggiato,Forte,Sì
484,Soleggiato,Forte,Sì
485,Piovoso,Forte,Sì
486,Soleggiato,Debole,Sì
487,Soleggiato,Assente,Sì
488,Nuvoloso,Assente,No
489,Soleggiato,Assente,Sì
490,Soleggiato,Assente,Sì
491,Piovoso,Debole,Sì
492,Soleggiato,Assente,No
493,Nuvoloso,Forte,Sì
494,Soleggiato,Assente,Sì
495,Soleggiato,Assente,Sì
496,Soleggiato,Debole,Sì
497,Nuvoloso,Debole,No
498,Nuvoloso,Assente,No
499,Nuvoloso,Assente,Sì
500,Nuvoloso,Assente,No
501,Nuvoloso,Debole,No
502,Piovoso,Assente,Sì
503,Nuvoloso,Debole,No
504,Soleggiato,Forte,Sì
505,Nuvoloso,Assente,Sì
506,Piovoso,Debole,No
507,Nuvoloso,Forte,No
508,Nuvoloso,Debole,No
509,Soleggiato,Forte,Sì
510,Soleggiato,Assente,No
511,Soleggiato,Forte,Sì
512,Piovoso,Assente,No
513,Nuvoloso,Forte,Sì
514,Soleggiato,Assente,Sì
515,Nuvoloso,Assente,No
516,Nuvoloso,Assente,No
517,Soleggiato,Debole,Sì
518,Piovoso,Debole,No
519,Piovoso,Assente,Sì
520,Soleggiato,Debole,No
521,Soleggiato,Forte,Sì
522,Nuvoloso,Forte,No
523,Nuvoloso,Assente,Sì
524,Piovoso,Forte,No
525,Soleggiato,Debole,Sì
526,Soleggiato,Assente,Sì
527,Nuvoloso,Assente,Sì
528,Nuvoloso,Debole,No
529,Piovoso,Assente,No
530,Piovoso,Debole,No
531,Piovoso,Assente,No
532,Nuvoloso,Debole,No
533,Nuvoloso,Forte,No
534,Soleggiato,Forte,Sì
535,Nuvoloso,Debole,No
536,Soleggiato,Forte,No
537,Nuvoloso,Assente,No
538,Piovoso,Debole,No
539,Piovoso,Assente,Sì
540,Soleggiato,Assente,Sì
541,Soleggiato,Assente,No
542,Soleggiato,Assente,Sì
543,Piovoso,Forte,No
544,Soleggiato,Debole,Sì
545,Piovoso,Debole,No
546,Soleggiato,Assente,Sì
547,Soleggiato,Debole,No
548,Soleggiato,Assente,No
549,Piovoso,Assente,No
550,Nuvoloso,Assente,No
551,Nuvoloso,Assente,No
552,Piovoso,Forte,No
553,Piovoso,Assente,No
554,Nuvoloso,Assente,Sì
555,Nuvoloso,Forte,No
556,Nuvoloso,Assente,Sì
557,Piovoso,Assente,No
558,Nuvoloso,Debole,No
559,Nuvoloso,Assente,Sì
560,Nuvoloso,Assente,No
561,Nuvoloso,Assente,Sì
562,Soleggiato,Debole,Sì
563,Piovoso,Debole,Sì
564,Nuvoloso,Debole,Sì
565,Soleggiato,Assente,Sì
566,Nuvoloso,Debole,No
567,Soleggiato,Assente,Sì
568,Nuvoloso,Assente,No
569,Soleggiato,Assente,Sì
570,Nuvoloso,Assente,No
571,Nuvoloso,Assente,No
572,Soleggiato,Assente,No
573,Nuvoloso,Assente,Sì
574,Soleggiato,Debole,No
575,Nuvoloso,Assente,No
576,Soleggiato,Assente,Sì
577,Soleggiato,Assente,Sì
578,Soleggiato,Assente,No
579,Soleggiato,Debole,Sì
580,Soleggiato,Assente,Sì
581,Nuvoloso,Assente,Sì
582,Piovoso,Assente,No
583,Nuvoloso,Debole,Sì
584,Soleggiato,Assente,No
585,Soleggiato,Debole,No
586,Soleggiato,Debole,Sì
587,Nuvoloso,Assente,No
588,Nuvoloso,Assente,Sì
589,Nuvoloso,Assente,No
590,Soleggiato,Forte,No
591,Nuvoloso,Forte,No
592,Nuvoloso,Debole,No
593,Piovoso,Debole,No
594,Soleggiato,Assente,Sì
595,Soleggiato,Debole,No
596,Nuvoloso,Assente,No
597,Soleggiato,Forte,Sì
598,Piovoso,Debole,No
599,Nuvoloso,Debole,Sì
600,Nuvoloso,Forte,No
601,Soleggiato,Debole,No
602,Nuvoloso,Assente,No
603,Soleggiato,Assente,Sì
604,Nuvoloso,Forte,Sì
605,Nuvoloso,Assente,No
606,Soleggiato,Forte,Sì
607,Piovoso,Forte,No
608,Nuvoloso,Assente,Sì
609,Piovoso,Assente,Sì
610,Piovoso,Forte,No
611,Soleggiato,Debole,Sì
612,Soleggiato,Forte,Sì
613,Piovoso,Assente,Sì
614,Nuvoloso,Assente,No
615,Nuvoloso,Debole,No
616,Soleggiato,Forte,No
617,Soleggiato,Forte,Sì
618,Piovoso,Debole,No
619,Nuvoloso,Forte,Sì
620,Soleggiato,Debole,Sì
621,Piovoso,Forte,No
622,Nuvoloso,Assente,No
623,Soleggiato,Debole,Sì
624,Soleggiato,Assente,Sì
625,Soleggiato,Forte,Sì
626,Piovoso,Debole,No
627,Piovoso,Debole,No
628,Soleggiato,Assente,Sì
629,Soleggiato,Assente,Sì
630,Nuvoloso,Forte,Sì
631,Nuvoloso,Assente,No
632,Soleggiato,Debole,Sì
633,Nuvoloso,Forte,No
634,Soleggiato,Assente,No
635,Soleggiato,Assente,Sì
636,Piovoso,Debole,No
637,Nuvoloso,Assente,No
638,Soleggiato,Assente,Sì
639,Soleggiato,Debole,Sì
640,Nuvoloso,Forte,Sì
641,Piovoso,Debole,Sì
642,Nuvoloso,Forte,No
643,Nuvoloso,Forte,Sì
644,Soleggiato,Debole,Sì
645,Nuvoloso,Debole,No
646,Nuvoloso,Forte,No
647,Nuvoloso,Assente,No
648,Soleggiato,Assente,No
649,Soleggiato,Assente,Sì
650,Nuvoloso,Assente,Sì
651,Soleggiato,Assente,Sì
652,Soleggiato,Debole,Sì
653,Piovoso,Debole,No
654,Nuvoloso,Assente,No
655,Soleggiato,Assente,Sì
656,Nuvoloso,Forte,No
657,Soleggiato,Forte,Sì
658,Piovoso,Assente,No
659,Nuvoloso,Debole,No
660,Soleggiato,Forte,Sì
661,Piovoso,Debole,Sì
662,Piovoso,Assente,No
663,Nuvoloso,Debole,Sì
664,Soleggiato,Debole,Sì
665,Nuvoloso,Assente,No
666,Piovoso,Debole,No
667,Soleggiato,Assente,No
668,Soleggiato,Forte,Sì
669,Soleggiato,Debole,Sì
670,Nuvoloso,Forte,No
671,Soleggiato,Debole,Sì
672,Nuvoloso,Debole,Sì
673,Nuvoloso,Assente,Sì
674,Soleggiato,Debole,Sì
675,Piovoso,Assente,No
676,Nuvoloso,Assente,Sì
677,Soleggiato,Forte,Sì
678,Piovoso,Forte,Sì
679,Nuvoloso,Assente,No
680,Piovoso,Assente,No
681,Piovoso,Debole,No
682,Nuvoloso,Assente,No
683,Nuvoloso,Debole,Sì
684,Piovoso,Debole,No
685,Soleggiato,Forte,No
686,Nuvoloso,Assente,No
687,Nuvoloso,Debole,Sì
688,Nuvoloso,Forte,Sì
689,Soleggiato,Debole,Sì
690,Soleggiato,Assente,Sì
691,Piovoso,Forte,No
692,Piovoso,Debole,No
693,Nuvoloso,Assente,No
694,Piovoso,Assente,No
695,Soleggiato,Assente,Sì
696,Soleggiato,Forte,Sì
697,Soleggiato,Assente,Sì
698,Piovoso,Assente,No
699,Soleggiato,Assente,Sì
700,Nuvoloso,Forte,Sì
701,Soleggiato,Forte,Sì
702,Soleggiato,Assente,Sì
703,Piovoso,Assente,Sì
704,Nuvoloso,Debole,No
705,Soleggiato,Forte,Sì
706,Soleggiato,Forte,Sì
707,Soleggiato,Forte,No
708,Nuvoloso,Assente,No
709,Soleggiato,Debole,Sì
710,Piovoso,Debole,No
711,Nuvoloso,Assente,No
712,Piovoso,Assente,Sì
713,Soleggiato,Debole,Sì
714,Nuvoloso,Assente,No
715,Nuvoloso,Forte,No
716,Nuvoloso,Assente,No
717,Soleggiato,Assente,Sì
718,Piovoso,Forte,No
719,Nuvoloso,Assente,Sì
720,Soleggiato,Forte,Sì
721,Nuvoloso,Debole,Sì
722,Piovoso,Assente,No
723,Nuvoloso,Assente,Sì
724,Nuvoloso,Assente,No
725,Nuvoloso,Debole,No
726,Piovoso,Debole,No
727,Nuvoloso,Assente,No
728,Nuvoloso,Forte,Sì
729,Soleggiato,Assente,Sì
730,Nuvoloso,Forte,No
731,Piovoso,Debole,No
732,Nuvoloso,Forte,Sì
733,Nuvoloso,Assente,No
734,Piovoso,Assente,No
735,Nuvoloso,Forte,No
736,Piovoso,Forte,Sì
737,Piovoso,Assente,Sì
738,Soleggiato,Forte,Sì
739,Nuvoloso,Assente,Sì
740,Nuvoloso,Assente,Sì
741,Piovoso,Debole,No
742,Soleggiato,Debole,Sì
743,Nuvoloso,Assente,No
744,Soleggiato,Assente,Sì
745,Piovoso,Assente,No
746,Soleggiato,Debole,No
747,Soleggiato,Assente,No
748,Piovoso,Assente,No
749,Soleggiato,Assente,No
750,Soleggiato,Debole,Sì
751,Soleggiato,Assente,No
752,Piovoso,Forte,No
753,Piovoso,Assente,No
754,Nuvoloso,Forte,Sì
755,Soleggiato,Forte,No
756,Soleggiato,Forte,Sì
757,Nuvoloso,Assente,No
758,Nuvoloso,Assente,No
759,Piovoso,Assente,No
760,Nuvoloso,Assente,No
761,Soleggiato,Forte,Sì
762,Soleggiato,Assente,Sì
763,Piovoso,Debole,No
764,Nuvoloso,Assente,Sì
765,Soleggiato,Forte,No
766,Soleggiato,Assente,Sì
767,Soleggiato,Assente,No
768,Soleggiato,Assente,No
769,Soleggiato,Assente,Sì
770,Soleggiato,Assente,Sì
771,Piovoso,Forte,No
772,Nuvoloso,Assente,Sì
773,Piovoso,Assente,No
774,Nuvoloso,Assente,Sì
775,Soleggiato,Debole,Sì
776,Nuvoloso,Forte,Sì
777,Piovoso,Assente,Sì
778,Soleggiato,Assente,Sì
779,Piovoso,Debole,No
780,Soleggiato,Assente,No
781,Soleggiato,Assente,Sì
782,Nuvoloso,Assente,No
783,Nuvoloso,Assente,No
784,Piovoso,Assente,No
785,Soleggiato,Forte,Sì
786,Soleggiato,Debole,No
787,Soleggiato,Assente,No
788,Soleggiato,Forte,No
789,Soleggiato,Assente,Sì
790,Piovoso,Assente,Sì
791,Nuvoloso,Assente,No
792,Piovoso,Assente,No
793,Nuvoloso,Forte,No
794,Soleggiato,Assente,Sì
795,Soleggiato,Debole,Sì
796,Nuvoloso,Assente,Sì
797,Soleggiato,Debole,No
798,Soleggiato,Forte,Sì
799,Soleggiato,Assente,No
800,Piovoso,Assente,No
801,Nuvoloso,Debole,No
802,Piovoso,Assente,No
803,Soleggiato,Debole,Sì
804,Soleggiato,Assente,Sì
805,Soleggiato,Assente,Sì
806,Nuvoloso,Assente,No
807,Soleggiato,Assente,Sì
808,Soleggiato,Assente,Sì
809,Nuvoloso,Forte,No
810,Soleggiato,Assente,Sì
811,Nuvoloso,Debole,No
812,Soleggiato,Debole,Sì
813,Nuvoloso,Forte,No
814,Soleggiato,Assente,Sì
815,Soleggiato,Debole,Sì
816,Nuvoloso,Forte,Sì
817,Nuvoloso,Assente,No
818,Soleggiato,Forte,Sì
819,Soleggiato,Assente,Sì
820,Nuvoloso,Assente,No
821,Soleggiato,Forte,Sì
822,Nuvoloso,Forte,No
823,Nuvoloso,Assente,Sì
824,Nuvoloso,Debole,No
825,Nuvoloso,Debole,No
826,Piovoso,Assente,No
827,Soleggiato,Assente,Sì
828,Soleggiato,Debole,Sì
829,Nuvoloso,Assente,No
830,Soleggiato,Forte,Sì
831,Soleggiato,Assente,Sì
832,Soleggiato,Forte,Sì
833,Nuvoloso,Assente,Sì
834,Soleggiato,Assente,Sì
835,Nuvoloso,Assente,No
836,Soleggiato,Debole,No
837,Nuvoloso,Forte,No
838,Nuvoloso,Assente,No
839,Soleggiato,Debole,Sì
840,Nuvoloso,Assente,Sì
841,Soleggiato,Debole,No
842,Piovoso,Assente,No
843,Soleggiato,Assente,No
844,Nuvoloso,Assente,Sì
845,Nuvoloso,Assente,Sì
846,Soleggiato,Assente,Sì
847,Soleggiato,Debole,Sì
848,Nuvoloso,Assente,Sì
849,Nuvoloso,Assente,Sì
850,Soleggiato,Forte,Sì
851,Piovoso,Assente,No
852,Nuvoloso,Assente,Sì
853,Soleggiato,Assente,No
854,Soleggiato,Assente,No
855,Nuvoloso,Assente,No
856,Piovoso,Debole,No
857,Nuvoloso,Assente,Sì
858,Soleggiato,Debole,Sì
859,Nuvoloso,Assente,Sì
860,Piovoso,Forte,No
861,Soleggiato,Forte,Sì
862,Piovoso,Forte,No
863,Soleggiato,Assente,Sì
