,Meteo,Vento,Gioca
137,Soleggiato,Debole,Sì
138,Nuvoloso,Forte,Sì
139,Soleggiato,Assente,Sì
140,Nuvoloso,Assente,Sì
141,Nuvoloso,Assente,No
142,Nuvoloso,Assente,Sì
143,Nuvoloso,Debole,Sì
144,Soleggiato,Assente,Sì
145,Nuvoloso,Forte,No
146,Nuvoloso,Assente,Sì
147,Piovoso,Debole,No
148,Nuvoloso,Assente,No
149,Piovoso,Debole,No
150,Soleggiato,Assente,Sì
151,Nuvoloso,Forte,No
152,Soleggiato,Debole,Sì
153,Nuvoloso,Assente,Sì
154,Soleggiato,Assente,Sì
155,Piovoso,Debole,No
156,Piovoso,Assente,No
157,Piovoso,Debole,No
158,Soleggiato,Assente,No
159,Soleggiato,Debole,Sì
160,Nuvoloso,Assente,No
161,Nuvoloso,Forte,No
162,Nuvoloso,Assente,No
163,Nuvoloso,Assente,Sì
164,Nuvoloso,Assente,No
165,Soleggiato,Debole,Sì
166,Nuvoloso,Assente,Sì
167,Soleggiato,Debole,No
168,Piovoso,Assente,No
169,Nuvoloso,Assente,No
170,Nuvoloso,Assente,Sì
171,Nuvoloso,Forte,Sì
172,Soleggiato,Debole,Sì
173,Soleggiato,Assente,Sì
174,Nuvoloso,Forte,Sì
175,Piovoso,Forte,No
176,Nuvoloso,Assente,Sì
177,Soleggiato,Debole,Sì
178,Nuvoloso,Assente,Sì
179,Soleggiato,Assente,No
180,Soleggiato,Debole,Sì
181,Soleggiato,Debole,No
182,Piovoso,Assente,No
183,Soleggiato,Forte,No
184,Soleggiato,Assente,No
185,Nuvoloso,Assente,Sì
186,Nuvoloso,Assente,No
187,Nuvoloso,Assente,Sì
188,Piovoso,Assente,No
189,Nuvoloso,Assente,Sì
190,Soleggiato,Debole,Sì
191,Nuvoloso,Forte,No
192,Soleggiato,Debole,Sì
193,Nuvoloso,Forte,No
194,Piovoso,Assente,No
195,Soleggiato,Debole,Sì
196,Piovoso,Debole,Sì
197,Piovoso,Debole,No
198,Nuvoloso,Forte,No
199,Soleggiato,Debole,Sì
200,Soleggiato,Forte,Sì
201,Soleggiato,Assente,Sì
202,Piovoso,Debole,No
203,Nuvoloso,Forte,No
204,Piovoso,Assente,Sì
205,Piovoso,Debole,Sì
206,Soleggiato,Assente,Sì
207,Nuvoloso,Assente,No
208,Piovoso,Assente,No
209,Soleggiato,Assente,Sì
210,Nuvoloso,Assente,Sì
211,Soleggiato,Assente,No
212,Soleggiato,Debole,Sì
213,Piovoso,Forte,No
214,Nuvoloso,Assente,No
215,Soleggiato,Debole,Sì
216,Soleggiato,Assente,No
217,Soleggiato,Assente,Sì
218,Soleggiato,Assente,Sì
219,Piovoso,Assente,Sì
220,Nuvoloso,Forte,Sì
221,Soleggiato,Assente,No
222,Piovoso,Debole,No
223,Soleggiato,Forte,Sì
224,Soleggiato,Debole,Sì
225,Piovoso,Debole,Sì
226,Piovoso,Assente,No
227,Soleggiato,Forte,Sì
228,Nuvoloso,Forte,No
229,Piovoso,Assente,No
230,Soleggiato,Forte,Sì
231,Nuvoloso,Assente,No
232,Piovoso,Assente,No
233,Soleggiato,Debole,Sì
234,Nuvoloso,Forte,No
235,Soleggiato,Assente,Sì
236,Nuvoloso,Debole,No
237,Piovoso,Assente,No
238,Piovoso,Assente,No
239,Soleggiato,Assente,Sì
240,Piovoso,Debole,Sì
241,Soleggiato,Assente,No
242,Piovoso,Debole,No
243,Nuvoloso,Assente,No
244,Piovoso,Debole,No
245,Nuvoloso,Forte,Sì
246,Piovoso,Assente,No
247,Nuvoloso,Assente,No
248,Nuvoloso,Debole,No
249,Nuvoloso,Forte,No
250,Nuvoloso,Assente,Sì
251,Nuvoloso,Debole,No
252,Soleggiato,Assente,Sì
253,Nuvoloso,Assente,Sì
254,Piovoso,Debole,No
255,Nuvoloso,Debole,No
256,Soleggiato,Assente,Sì
257,Soleggiato,Debole,Sì
258,Nuvoloso,Forte,No
259,Nuvoloso,Forte,No
260,Piovoso,Assente,Sì
261,Piovoso,Assente,No
262,Piovoso,Debole,Sì
263,Piovoso,Assente,No
264,Nuvoloso,Forte,Sì
265,Soleggiato,Forte,No
266,Nuvoloso,Forte,No
267,Soleggiato,Forte,No
268,Soleggiato,Assente,Sì
269,Nuvoloso,Assente,No
270,Soleggiato,Debole,No
271,Soleggiato,Debole,No
272,Soleggiato,Forte,Sì
273,Soleggiato,Assente,Sì
274,Soleggiato,Debole,No
275,Soleggiato,Debole,Sì
276,Piovoso,Assente,Sì
277,Soleggiato,Assente,No
278,Soleggiato,Assente,Sì
279,Nuvoloso,Assente,Sì
280,Soleggiato,Debole,Sì
281,Nuvoloso,Assente,No
282,Soleggiato,Debole,No
283,Nuvoloso,Assente,No
284,Soleggiato,Assente,No
285,Piovoso,Forte,Sì
286,Soleggiato,Assente,No
287,Soleggiato,Debole,Sì
288,Nuvoloso,Debole,Sì
289,Soleggiato,Assente,Sì
290,Nuvoloso,Assente,No
291,Nuvoloso,Assente,No
292,Nuvoloso,Assente,No
293,Soleggiato,Forte,Sì
294,Piovoso,Debole,No
295,Piovoso,Debole,No
296,Nuvoloso,Assente,No
297,Soleggiato,Debole,Sì
298,Soleggiato,Debole,Sì
299,Nuvoloso,Assente,No
300,Piovoso,Assente,No
301,Piovoso,Assente,No
302,Nuvoloso,Assente,No
303,Piovoso,Debole,Sì
304,Soleggiato,Debole,Sì
305,Soleggiato,Forte,Sì
306,Piovoso,Assente,Sì
307,Soleggiato,Debole,No
308,Soleggiato,Assente,No
309,Nuvoloso,Assente,Sì
310,Soleggiato,Assente,No
311,Soleggiato,Assente,No
312,Soleggiato,Assente,Sì
313,Soleggiato,Assente,Sì
314,Soleggiato,Debole,No
315,Soleggiato,Assente,Sì
316,Nuvoloso,Debole,Sì
317,Soleggiato,Assente,Sì
318,Soleggiato,Debole,No
319,Piovoso,Assente,No
320,Piovoso,Forte,No
321,Nuvoloso,Assente,No
322,Soleggiato,Assente,Sì
323,Nuvoloso,Debole,No
324,Nuvoloso,Assente,Sì
325,Soleggiato,Debole,No
326,Nuvoloso,Assente,No
327,Nuvoloso,Assente,Sì
328,Piovoso,Assente,Sì
329,Nuvoloso,Assente,No
330,Piovoso,Assente,No
331,Soleggiato,Assente,Sì
332,Soleggiato,Assente,Sì
333,Soleggiato,Assente,No
334,Nuvoloso,Assente,No
335,Nuvoloso,Assente,Sì
336,Nuvoloso,Assente,Sì
337,Soleggiato,Forte,Sì
338,Nuvoloso,Debole,Sì
339,Piovoso,Assente,No
340,Soleggiato,Debole,Sì
341,Piovoso,Assente,Sì
342,Soleggiato,Assente,Sì
343,Soleggiato,Forte,Sì
344,Soleggiato,Forte,Sì
345,Soleggiato,Assente,Sì
346,Piovoso,Assente,Sì
347,Nuvoloso,Debole,No
348,Piovoso,Debole,No
349,Nuvoloso,Forte,No
350,Soleggiato,Assente,Sì
351,Soleggiato,Assente,Sì
352,Piovoso,Assente,No
353,Soleggiato,Assente,No
354,Soleggiato,Forte,Sì
355,Nuvoloso,Forte,No
356,Piovoso,Debole,No
357,Soleggiato,Debole,No
358,Nuvoloso,Assente,Sì
359,Nuvoloso,Forte,Sì
360,Soleggiato,Debole,No
361,Piovoso,Debole,No
362,Nuvoloso,Forte,No
363,Soleggiato,Forte,No
364,Soleggiato,Debole,Sì
365,Nuvoloso,Assente,Sì
366,Piovoso,Assente,Sì
367,Soleggiato,Assente,Sì
368,Piovoso,Assente,No
369,Soleggiato,Forte,Sì
370,Soleggiato,Assente,Sì
371,Soleggiato,Debole,Sì
372,Soleggiato,Assente,Sì
373,Soleggiato,Forte,No
374,Nuvoloso,Debole,Sì
375,Piovoso,Assente,No
376,Soleggiato,Forte,No
377,Nuvoloso,Assente,No
378,Nuvoloso,Debole,Sì
379,Soleggiato,Forte,Sì
380,Nuvoloso,Forte,Sì
381,Piovoso,Assente,No
382,Piovoso,Assente,No
383,Nuvoloso,Forte,No
384,Nuvoloso,Assente,Sì
385,Nuvoloso,Forte,No
386,Piovoso,Forte,No
387,Soleggiato,Debole,Sì
388,Nuvoloso,Assente,Sì
389,Piovoso,Debole,No
390,Piovoso,Forte,Sì
391,Soleggiato,Debole,Sì
392,Nuvoloso,Assente,No
393,Nuvoloso,Forte,Sì
394,Piovoso,Assente,No
395,Nuvoloso,Assente,Sì
396,Piovoso,Assente,No
397,Soleggiato,Assente,No
398,Piovoso,Forte,No
399,Nuvoloso,Assente,No
400,Nuvoloso,Assente,Sì
401,Nuvoloso,Assente,No
402,Nuvoloso,Forte,No
403,Soleggiato,Debole,Sì
404,Piovoso,Assente,No
405,Soleggiato,Debole,No
406,Nuvoloso,Assente,Sì
407,Nuvoloso,Debole,No
408,Soleggiato,Debole,Sì
409,Nuvoloso,Assente,No
410,Piovoso,Assente,Sì
411,Soleggiato,Forte,Sì
412,Nuvoloso,Debole,Sì
413,Soleggiato,Assente,Sì
414,Soleggiato,Debole,Sì
415,Piovoso,Forte,No
416,Soleggiato,Assente,Sì
417,Nuvoloso,Assente,No
418,Nuvoloso,Debole,No
419,Nuvoloso,Assente,Sì
420,Nuvoloso,Debole,No
421,Soleggiato,Debole,Sì
422,Soleggiato,Assente,No
423,Soleggiato,Assente,No
424,Nuvoloso,Assente,No
425,Soleggiato,Assente,Sì
426,Soleggiato,Assente,Sì
427,Soleggiato,Forte,Sì
428,Soleggiato,Forte,Sì
429,Nuvoloso,Debole,No
430,Piovoso,Debole,No
431,Piovoso,Debole,No
432,Piovoso,Assente,No
433,Soleggiato,Assente,Sì
434,Soleggiato,Forte,Sì
435,Piovoso,Assente,Sì
436,Soleggiato,Assente,Sì
437,Nuvoloso,Forte,Sì
438,Soleggiato,Forte,Sì
439,Nuvoloso,Assente,No
440,Nuvoloso,Assente,Sì
441,Nuvoloso,Assente,No
442,Piovoso,Debole,No
443,Nuvoloso,Forte,Sì
444,Nuvoloso,Debole,No
445,Nuvoloso,Forte,Sì
446,Piovoso,Debole,No
447,Soleggiato,Assente,No
448,Nuvoloso,Forte,No
449,Nuvoloso,Debole,No
450,Piovoso,Debole,Sì
451,Nuvoloso,Assente,Sì
452,Nuvoloso,Assente,No
453,Soleggiato,Debole,Sì
454,Soleggiato,Assente,Sì
455,Soleggiato,Assente,Sì
456,Nuvoloso,Assente,No
457,Nuvoloso,Forte,No
458,Soleggiato,Forte,Sì
459,Soleggiato,Debole,No
460,Piovoso,Forte,Sì
461,Nuvoloso,Assente,Sì
462,Nuvoloso,Assente,No
463,Soleggiato,Debole,Sì
464,Soleggiato,Debole,Sì
465,Nuvoloso,Assente,No
466,Soleggiato,Assente,Sì
467,Soleggiato,Debole,Sì
468,Soleggiato,Debole,Sì
469,Soleggiato,Assente,Sì
470,Soleggiato,Forte,No
471,Soleggiato,Forte,Sì
472,Piovoso,Assente,Sì
473,Nuvoloso,Debole,No
474,Soleggiato,Assente,Sì
475,Nuvoloso,Debole,No
476,Soleggiato,Debole,No
477,Nuvoloso,Assente,Sì
478,Nuvoloso,Assente,No
479,Nuvoloso,Forte,Sì
480,Soleggiato,Debole,Sì
481,Nuvoloso,Debole,No
482,Nuvoloso,Assente,Sì
483,Nuvoloso,Assente,Sì
484,Nuvoloso,Forte,No
485,Nuvoloso,Assente,No
486,Soleggiato,Assente,No
487,Nuvoloso,Assente,No
488,Nuvoloso,Assente,No
489,Piovoso,Debole,No
490,Piovoso,Debole,No
491,Nuvoloso,Debole,No
492,Piovoso,Debole,No
493,Piovoso,Assente,No
494,Soleggiato,Debole,Sì
495,Nuvoloso,Forte,No
496,Soleggiato,Assente,Sì
497,Soleggiato,Debole,Sì
498,Soleggiato,Debole,Sì
499,Soleggiato,Forte,No
500,Soleggiato,Assente,No
501,Soleggiato,Debole,Sì
502,Soleggiato,Assente,Sì
503,Nuvoloso,Assente,No
504,Nuvoloso,Debole,No
505,Soleggiato,Forte,No
506,Soleggiato,Assente,Sì
507,Nuvoloso,Debole,Sì
508,Nuvoloso,Debole,Sì
509,Nuvoloso,Assente,No
510,Soleggiato,Forte,No
511,Piovoso,Debole,No
512,Nuvoloso,Assente,No
513,Nuvoloso,Assente,Sì
514,Soleggiato,Assente,No
515,Soleggiato,Assente,Sì
516,Soleggiato,Debole,No
517,Piovoso,Debole,No
518,Nuvoloso,Assente,No
519,Nuvoloso,Assente,No
520,Soleggiato,Debole,Sì
521,Nuvoloso,Assente,Sì
522,Soleggiato,Assente,Sì
523,Nuvoloso,Assente,No
524,Soleggiato,Assente,Sì
525,Nuvoloso,Assente,Sì
526,Soleggiato,Assente,Sì
527,Nuvoloso,Assente,No
528,Nuvoloso,Assente,No
529,Soleggiato,Assente,Sì
530,Soleggiato,Assente,Sì
531,Soleggiato,Debole,No
532,Nuvoloso,Debole,Sì
533,Nuvoloso,Assente,No
534,Soleggiato,Assente,Sì
535,Piovoso,Debole,No
536,Nuvoloso,Debole,No
537,Piovoso,Assente,No
538,Nuvoloso,Debole,No
539,Soleggiato,Debole,Sì
540,Nuvoloso,Forte,Sì
541,Soleggiato,Debole,Sì
542,Nuvoloso,Assente,Sì
543,Piovoso,Assente,No
544,Soleggiato,Assente,Sì
545,Nuvoloso,Assente,No
546,Nuvoloso,Assente,No
547,Nuvoloso,Forte,No
548,Nuvoloso,Debole,Sì
549,Nuvoloso,Assente,No
550,Piovoso,Assente,Sì
551,Piovoso,Assente,No
552,Soleggiato,Debole,Sì
553,Nuvoloso,Assente,Sì
554,Soleggiato,Forte,No
555,Piovoso,Debole,No
556,Piovoso,Debole,No
557,Piovoso,Debole,No
558,Nuvoloso,Debole,No
559,Soleggiato,Assente,No
560,Nuvoloso,Forte,Sì
561,Soleggiato,Assente,No
562,Nuvoloso,Forte,No
563,Piovoso,Forte,No
564,Piovoso,Forte,No
565,Nuvoloso,Assente,No
566,Piovoso,Assente,No
567,Piovoso,Assente,No
568,Soleggiato,Debole,Sì
569,Nuvoloso,Debole,No
570,Nuvoloso,Forte,No
571,Nuvoloso,Assente,Sì
572,Soleggiato,Assente,Sì
573,Piovoso,Debole,No
574,Soleggiato,Assente,Sì
575,Piovoso,Assente,No
576,Nuvoloso,Forte,No
577,Nuvoloso,Assente,Sì
578,Piovoso,Debole,Sì
579,Piovoso,Debole,No
580,Nuvoloso,Forte,Sì
581,Soleggiato,Forte,Sì
582,Soleggiato,Assente,Sì
583,Nuvoloso,Debole,No
584,Soleggiato,Debole,Sì
585,Nuvoloso,Assente,No
586,Nuvoloso,Debole,No
587,Soleggiato,Forte,Sì
588,Soleggiato,Assente,Sì
589,Piovoso,Assente,No
590,Soleggiato,Debole,Sì
591,Piovoso,Assente,No
592,Nuvoloso,Assente,No
593,Piovoso,Debole,No
594,Soleggiato,Forte,Sì
595,Nuvoloso,Debole,No
596,Nuvoloso,Assente,No
597,Piovoso,Debole,No
598,Soleggiato,Assente,Sì
599,Nuvoloso,Assente,No
600,Nuvoloso,Assente,Sì
601,Nuvoloso,Assente,No
602,Nuvoloso,Debole,No
603,Nuvoloso,Debole,No
604,Soleggiato,Assente,Sì
605,Piovoso,Debole,No
606,Soleggiato,Debole,Sì
607,Nuvoloso,Assente,Sì
608,Soleggiato,Forte,Sì
609,Nuvoloso,Assente,Sì
610,Nuvoloso,Debole,No
611,Soleggiato,Assente,No
612,Soleggiato,Debole,No
613,Soleggiato,Assente,Sì
614,Nuvoloso,Debole,Sì
615,Piovoso,Assente,No
616,Nuvoloso,Debole,No
617,Piovoso,Debole,No
618,Soleggiato,Assente,No
619,Soleggiato,Debole,Sì
620,Soleggiato,Assente,Sì
621,Piovoso,Assente,No
622,Soleggiato,Assente,Sì
623,Nuvoloso,Forte,No
624,Nuvoloso,Debole,Sì
625,Piovoso,Assente,No
626,Nuvoloso,Debole,No
627,Piovoso,Assente,Sì
628,Soleggiato,Debole,Sì
629,Nuvoloso,Forte,No
630,Soleggiato,Debole,Sì
631,Piovoso,Debole,No
632,Soleggiato,Debole,Sì
633,Piovoso,Assente,No
634,Nuvoloso,Assente,No
635,Soleggiato,Assente,Sì
636,Nuvoloso,Assente,No
637,Soleggiato,Forte,Sì
638,Nuvoloso,Assente,No
639,Soleggiato,Assente,Sì
640,Nuvoloso,Assente,Sì
641,Nuvoloso,Assente,Sì
642,Soleggiato,Debole,Sì
643,Piovoso,Debole,No
644,Nuvoloso,Debole,Sì
645,Nuvoloso,Assente,No
646,Piovoso,Assente,No
647,Nuvoloso,Debole,No
648,Soleggiato,Forte,No
649,Piovoso,Assente,No
650,Soleggiato,Forte,No
651,Piovoso,Assente,No
652,Soleggiato,Debole,Sì
653,Nuvoloso,Debole,No
654,Soleggiato,Assente,Sì
655,Piovoso,Assente,Sì
656,Nuvoloso,Assente,No
657,Piovoso,Assente,No
658,Nuvoloso,Assente,Sì
659,Nuvoloso,Debole,No
660,Nuvoloso,Forte,No
661,Nuvoloso,Debole,No
662,Soleggiato,Debole,Sì
663,Nuvoloso,Forte,No
664,Soleggiato,Assente,Sì
665,Soleggiato,Assente,Sì
666,Nuvoloso,Assente,No
667,Soleggiato,Forte,Sì
668,Soleggiato,Assente,Sì
669,Piovoso,Debole,No
670,Soleggiato,Debole,Sì
671,Soleggiato,Forte,No
672,Soleggiato,Assente,No
673,Piovoso,Debole,No
674,Soleggiato,Assente,No
675,Soleggiato,Assente,No
676,Soleggiato,Debole,No
677,Soleggiato,Debole,Sì
678,Nuvoloso,Forte,No
679,Soleggiato,Debole,No
680,Piovoso,Assente,Sì
681,Nuvoloso,Forte,No
682,Nuvoloso,Assente,Sì
683,Nuvoloso,Debole,No
684,Soleggiato,Forte,Sì
685,Nuvoloso,Debole,No
686,Soleggiato,Forte,Sì
687,Piovoso,Debole,No
688,Soleggiato,Assente,Sì
689,Piovoso,Assente,No
690,Nuvoloso,Assente,No
691,Nuvoloso,Assente,No
692,Soleggiato,Forte,Sì
693,Soleggiato,Debole,Sì
694,Soleggiato,Debole,Sì
695,Soleggiato,Forte,No
696,Nuvoloso,Assente,Sì
697,Nuvoloso,Assente,No
698,Nuvoloso,Assente,No
699,Piovoso,Assente,No
700,Soleggiato,Assente,Sì
701,Soleggiato,Forte,Sì
702,Nuvoloso,Debole,No
703,Nuvoloso,Assente,No
704,Nuvoloso,Forte,No
705,Nuvoloso,Assente,Sì
706,Piovoso,Debole,No
707,Piovoso,Debole,No
708,Piovoso,Forte,Sì
709,Nuvoloso,Forte,No
710,Soleggiato,Forte,No
711,Nuvoloso,Debole,No
712,Soleggiato,Debole,Sì
713,Piovoso,Debole,Sì
714,Nuvoloso,Forte,No
715,Nuvoloso,Forte,No
716,Nuvoloso,Assente,No
717,Soleggiato,Assente,Sì
718,Nuvoloso,Forte,Sì
719,Piovoso,Assente,No
720,Nuvoloso,Forte,Sì
721,Nuvoloso,Assente,Sì
722,Nuvoloso,Debole,No
723,Piovoso,Debole,No
724,Soleggiato,Assente,Sì
725,Nuvoloso,Forte,No
726,Piovoso,Debole,No
727,Nuvoloso,Forte,No
728,Soleggiato,Assente,Sì
729,Soleggiato,Assente,Sì
730,Piovoso,Assente,No
731,Nuvoloso,Assente,No
732,Nuvoloso,Assente,No
733,Nuvoloso,Assente,No
734,Nuvoloso,Assente,Sì
735,Nuvoloso,Assente,Sì
736,Nuvoloso,Assente,No
737,Nuvoloso,Assente,No
738,Piovoso,Forte,No
739,Nuvoloso,Forte,No
740,Soleggiato,Assente,Sì
741,Piovoso,Debole,No
742,Nuvoloso,Forte,Sì
743,Piovoso,Debole,No
744,Nuvoloso,Forte,No
745,Soleggiato,Assente,Sì
746,Piovoso,Assente,No
747,Soleggiato,Debole,Sì
748,Soleggiato,Assente,No
749,Nuvoloso,Forte,No
750,Piovoso,Assente,No
751,Soleggiato,Assente,No
752,Piovoso,Debole,Sì
753,Soleggiato,Assente,Sì
754,Soleggiato,Assente,Sì
755,Soleggiato,Debole,Sì
756,Soleggiato,Forte,Sì
757,Soleggiato,Forte,Sì
758,Nuvoloso,Debole,No
759,Piovoso,Debole,Sì
760,Nuvoloso,Forte,No
761,Soleggiato,Debole,No
762,Soleggiato,Forte,No
763,Soleggiato,Assente,No
764,Piovoso,Assente,Sì
765,Soleggiato,Assente,Sì
766,Nuvoloso,Forte,No
767,Soleggiato,Assente,Sì
768,Piovoso,Forte,No
769,Piovoso,Assente,No
770,Soleggiato,Assente,Sì
771,Nuvoloso,Debole,No
772,Soleggiato,Forte,Sì
773,Nuvoloso,Forte,No
774,Soleggiato,Debole,No
775,Soleggiato,Assente,No
776,Nuvoloso,Debole,No
777,Piovoso,Forte,No
778,Soleggiato,Assente,Sì
779,Soleggiato,Forte,Sì
780,Piovoso,Forte,No
781,Nuvoloso,Assente,Sì
782,Soleggiato,Assente,Sì
783,Soleggiato,Forte,Sì
784,Soleggiato,Assente,No
785,Soleggiato,Assente,Sì
786,Soleggiato,Forte,Sì
787,Soleggiato,Assente,Sì
788,Soleggiato,Forte,No
789,Nuvoloso,Assente,Sì
790,Piovoso,Assente,Sì
791,Soleggiato,Forte,No
792,Nuvoloso,Forte,No
793,Soleggiato,Assente,Sì
794,Piovoso,Assente,Sì
795,Nuvoloso,Assente,Sì
796,Piovoso,Assente,No
797,Nuvoloso,Debole,No
798,Soleggiato,Assente,No
799,Piovoso,Debole,No
800,Nuvoloso,Forte,No
801,Soleggiato,Assente,Sì
802,Soleggiato,Forte,Sì
803,Soleggiato,Assente,Sì
804,Soleggiato,Debole,No
805,Nuvoloso,Assente,Sì
806,Nuvoloso,Debole,Sì
807,Piovoso,Assente,No
808,Nuvoloso,Debole,Sì
809,Piovoso,Forte,No
810,Nuvoloso,Assente,No
811,Soleggiato,Assente,Sì
812,Soleggiato,Debole,No
813,Nuvoloso,Assente,No
814,Nuvoloso,Assente,No
815,Piovoso,Debole,No
816,Soleggiato,Assente,No
817,Nuvoloso,Assente,Sì
818,Soleggiato,Forte,Sì
819,Piovoso,Debole,Sì
820,Soleggiato,Assente,Sì
821,Soleggiato,Assente,Sì
822,Nuvoloso,Assente,No
823,Soleggiato,Assente,Sì
824,Nuvoloso,Forte,Sì
825,Piovoso,Debole,No
826,Soleggiato,Assente,Sì
827,Nuvoloso,Debole,No
828,Soleggiato,Forte,No
829,Piovoso,Assente,Sì
830,Nuvoloso,Assente,Sì
831,Piovoso,Assente,Sì
832,Soleggiato,Debole,No
833,Soleggiato,Debole,No
834,Soleggiato,Debole,No
835,Nuvoloso,Forte,Sì
836,Soleggiato,Assente,Sì
837,Nuvoloso,Assente,Sì
838,Nuvoloso,Debole,No
839,Piovoso,Assente,No
840,Nuvoloso,Forte,Sì
841,Nuvoloso,Assente,No
842,Soleggiato,Assente,Sì
843,Piovoso,Debole,No
844,Piovoso,Forte,No
845,Soleggiato,Debole,Sì
846,Nuvoloso,Debole,No
847,Soleggiato,Assente,Sì
848,Piovoso,Debole,Sì
849,Piovoso,Forte,No
850,Piovoso,Debole,No
851,Soleggiato,Assente,Sì
852,Nuvoloso,Debole,No
853,Piovoso,Forte,No
854,Soleggiato,Forte,Sì
855,Piovoso,Debole,No
856,Nuvoloso,Assente,Sì
857,Soleggiato,Debole,Sì
858,Nuvoloso,Assente,No
859,Nuvoloso,Assente,Sì
860,Soleggiato,Assente,Sì
861,Piovoso,Debole,No
862,Soleggiato,Assente,Sì
863,Piovoso,Debole,Sì
864,Nuvoloso,Assente,Sì
865,Soleggiato,Assente,No
