,Meteo,Vento,Gioca
163,Soleggiato,Assente,No
164,Piovoso,Debole,Sì
165,Soleggiato,Assente,No
166,Soleggiato,Assente,Sì
167,Piovoso,Debole,No
168,Nuvoloso,Forte,No
169,Piovoso,Assente,Sì
170,Piovoso,Debole,No
171,Nuvoloso,Forte,No
172,Piovoso,Debole,Sì
173,Soleggiato,Assente,Sì
174,Soleggiato,Debole,Sì
175,Piovoso,Assente,No
176,Nuvoloso,Debole,No
177,Nuvoloso,Assente,Sì
178,Nuvoloso,Assente,Sì
179,Piovoso,Forte,No
180,Soleggiato,Assente,Sì
181,Soleggiato,Debole,Sì
182,Soleggiato,Assente,No
183,Nuvoloso,Assente,Sì
184,Nuvoloso,Assente,Sì
185,Soleggiato,Assente,Sì
186,Nuvoloso,Debole,Sì
187,Piovoso,Forte,No
188,Nuvoloso,Debole,Sì
189,Nuvoloso,Debole,No
190,Nuvoloso,Assente,No
191,Nuvoloso,Assente,Sì
192,Soleggiato,Debole,No
193,Soleggiato,Assente,Sì
194,Soleggiato,Assente,Sì
195,Soleggiato,Assente,Sì
196,Nuvoloso,Debole,No
197,Piovoso,Debole,Sì
198,Nuvoloso,Debole,No
199,Soleggiato,Assente,No
200,Nuvoloso,Assente,No
201,Soleggiato,Assente,Sì
202,Soleggiato,Assente,Sì
203,Soleggiato,Assente,Sì
204,Soleggiato,Assente,Sì
205,Nuvoloso,Debole,No
206,Piovoso,Assente,No
207,Piovoso,Assente,No
208,Piovoso,Forte,Sì
209,Piovoso,Forte,No
210,Soleggiato,Assente,Sì
211,Soleggiato,Assente,Sì
212,Nuvoloso,Debole,No
213,Soleggiato,Assente,Sì
214,Piovoso,Assente,No
215,Nuvoloso,Assente,Sì
216,Nuvoloso,Assente,Sì
217,Nuvoloso,Assente,No
218,Piovoso,Debole,Sì
219,Nuvoloso,Debole,No
220,Nuvoloso,Debole,No
221,Soleggiato,Debole,Sì
222,Piovoso,Forte,Sì
223,Nuvoloso,Debole,No
224,Soleggiato,Debole,Sì
225,Nuvoloso,Forte,Sì
226,Soleggiato,Assente,Sì
227,Piovoso,Assente,No
228,Piovoso,Forte,No
229,Piovoso,Assente,Sì
230,Soleggiato,Debole,Sì
231,Soleggiato,Assente,Sì
232,Soleggiato,Assente,Sì
233,Piovoso,Assente,No
234,Piovoso,Assente,No
235,Nuvoloso,Debole,No
236,Soleggiato,Assente,Sì
237,Soleggiato,Assente,Sì
238,Soleggiato,Assente,Sì
239,Soleggiato,Assente,No
240,Soleggiato,Assente,Sì
241,Piovoso,Assente,No
242,Soleggiato,Assente,No
243,Nuvoloso,Debole,No
244,Soleggiato,Assente,Sì
245,Soleggiato,Assente,Sì
246,Soleggiato,Forte,Sì
247,Soleggiato,Assente,No
248,Soleggiato,Assente,Sì
249,Soleggiato,Assente,No
250,Nuvoloso,Forte,Sì
251,Nuvoloso,Assente,No
252,Piovoso,Assente,Sì
253,Soleggiato,Assente,No
254,Piovoso,Debole,Sì
255,Nuvoloso,Assente,Sì
256,Nuvoloso,Assente,No
257,Soleggiato,Assente,Sì
258,Nuvoloso,Assente,No
259,Piovoso,Forte,No
260,Nuvoloso,Debole,No
261,Soleggiato,Assente,Sì
262,Nuvoloso,Assente,No
263,Nuvoloso,Debole,Sì
264,Nuvoloso,Assente,No
265,Soleggiato,Assente,Sì
266,Nuvoloso,Forte,Sì
267,Nuvoloso,Forte,Sì
268,Nuvoloso,Assente,No
269,Nuvoloso,Debole,Sì
270,Piovoso,Assente,No
271,Nuvoloso,Assente,Sì
272,Nuvoloso,Debole,No
273,Nuvoloso,Assente,No
274,Piovoso,Forte,Sì
275,Soleggiato,Assente,No
276,Nuvoloso,Debole,No
277,Piovoso,Forte,No
278,Soleggiato,Assente,Sì
279,Nuvoloso,Assente,Sì
280,Soleggiato,Forte,Sì
281,Nuvoloso,Assente,No
282,Soleggiato,Assente,Sì
283,Nuvoloso,Debole,Sì
284,Soleggiato,Assente,Sì
285,Nuvoloso,Debole,No
286,Piovoso,Forte,No
287,Nuvoloso,Debole,Sì
288,Piovoso,Forte,No
289,Soleggiato,Assente,Sì
290,Soleggiato,Assente,Sì
291,Soleggiato,Assente,Sì
292,Nuvoloso,Debole,No
293,Soleggiato,Assente,Sì
294,Nuvoloso,Debole,Sì
295,Piovoso,Assente,Sì
296,Soleggiato,Assente,No
297,Soleggiato,Assente,Sì
298,Piovoso,Assente,Sì
299,Piovoso,Assente,No
300,Piovoso,Debole,Sì
301,Soleggiato,Assente,No
302,Soleggiato,Assente,No
303,Soleggiato,Assente,Sì
304,Soleggiato,Debole,No
305,Soleggiato,Debole,Sì
306,Nuvoloso,Assente,No
307,Nuvoloso,Assente,No
308,Soleggiato,Assente,Sì
309,Nuvoloso,Assente,Sì
310,Soleggiato,Assente,Sì
311,Soleggiato,Debole,No
312,Nuvoloso,Debole,No
313,Nuvoloso,Forte,Sì
314,Piovoso,Debole,No
315,Soleggiato,Assente,Sì
316,Nuvoloso,Assente,Sì
317,Soleggiato,Assente,No
318,Soleggiato,Assente,Sì
319,Soleggiato,Assente,Sì
320,Piovoso,Assente,No
321,Piovoso,Assente,No
322,Soleggiato,Assente,Sì
323,Soleggiato,Assente,Sì
324,Soleggiato,Assente,Sì
325,Nuvoloso,Assente,No
326,Nuvoloso,Debole,Sì
327,Piovoso,Debole,No
328,Soleggiato,Debole,Sì
329,Soleggiato,Debole,No
330,Soleggiato,Debole,Sì
331,Soleggiato,Assente,Sì
332,Soleggiato,Assente,Sì
333,Soleggiato,Assente,Sì
334,Soleggiato,Assente,Sì
335,Nuvoloso,Assente,No
336,Nuvoloso,Debole,No
337,Soleggiato,Assente,Sì
338,Nuvoloso,Assente,Sì
339,Nuvoloso,Debole,No
340,Soleggiato,Assente,Sì
341,Soleggiato,Assente,Sì
342,Nuvoloso,Debole,No
343,Soleggiato,Assente,Sì
344,Soleggiato,Assente,Sì
345,Nuvoloso,Debole,Sì
346,Piovoso,Assente,No
347,Nuvoloso,Debole,Sì
348,Soleggiato,Assente,No
349,Soleggiato,Assente,Sì
350,Nuvoloso,Debole,No
351,Soleggiato,Assente,Sì
352,Soleggiato,Forte,No
353,Soleggiato,Assente,Sì
354,Nuvoloso,Debole,No
355,Soleggiato,Assente,Sì
356,Nuvoloso,Debole,Sì
357,Nuvoloso,Assente,No
358,Nuvoloso,Assente,Sì
359,Soleggiato,Assente,No
360,Nuvoloso,Assente,No
361,Nuvoloso,Debole,No
362,Nuvoloso,Debole,Sì
363,Nuvoloso,Debole,Sì
364,Piovoso,Assente,Sì
365,Nuvoloso,Assente,Sì
366,Soleggiato,Forte,No
367,Nuvoloso,Assente,No
368,Nuvoloso,Debole,No
369,Nuvoloso,Debole,No
370,Soleggiato,Assente,No
371,Nuvoloso,Forte,No
372,Nuvoloso,Debole,No
373,Nuvoloso,Debole,No
374,Soleggiato,Assente,Sì
375,Soleggiato,Assente,Sì
376,Nuvoloso,Assente,No
377,Piovoso,Debole,No
378,Piovoso,Assente,No
379,Soleggiato,Assente,Sì
380,Soleggiato,Assente,Sì
381,Nuvoloso,Debole,No
382,Nuvoloso,Forte,Sì
383,Soleggiato,Debole,Sì
384,Soleggiato,Forte,Sì
385,Soleggiato,Assente,Sì
386,Piovoso,Assente,Sì
387,Nuvoloso,Assente,No
388,Soleggiato,Assente,No
389,Piovoso,Forte,No
390,Nuvoloso,Debole,Sì
391,Soleggiato,Assente,No
392,Nuvoloso,Debole,Sì
393,Nuvoloso,Debole,No
394,Nuvoloso,Forte,No
395,Nuvoloso,Debole,No
396,Piovoso,Assente,No
397,Soleggiato,Assente,Sì
398,Soleggiato,Assente,No
399,Piovoso,Debole,Sì
400,Nuvoloso,Debole,No
401,Soleggiato,Assente,Sì
402,Soleggiato,Assente,No
403,Nuvoloso,Debole,Sì
404,Nuvoloso,Assente,Sì
405,Piovoso,Forte,No
406,Nuvoloso,Debole,No
407,Soleggiato,Assente,Sì
408,Nuvoloso,Assente,Sì
409,Nuvoloso,Debole,Sì
410,Piovoso,Assente,Sì
411,Soleggiato,Assente,Sì
412,Piovoso,Debole,No
413,Nuvoloso,Debole,No
414,Nuvoloso,Debole,No
415,Nuvoloso,Assente,Sì
416,Nuvoloso,Assente,No
417,Soleggiato,Assente,No
418,Soleggiato,Assente,Sì
419,Piovoso,Forte,No
420,Nuvoloso,Assente,No
421,Piovoso,Assente,No
422,Nuvoloso,Assente,No
423,Soleggiato,Assente,Sì
424,Nuvoloso,Debole,No
425,Nuvoloso,Assente,No
426,Soleggiato,Assente,Sì
427,Soleggiato,Assente,Sì
428,Nuvoloso,Debole,No
429,Nuvoloso,Debole,No
430,Soleggiato,Assente,Sì
431,Piovoso,Debole,Sì
432,Nuvoloso,Debole,Sì
433,Soleggiato,Assente,Sì
434,Piovoso,Assente,No
435,Nuvoloso,Debole,Sì
436,Nuvoloso,Debole,Sì
437,Nuvoloso,Debole,No
438,Soleggiato,Assente,Sì
439,Nuvoloso,Forte,Sì
440,Soleggiato,Assente,Sì
441,Soleggiato,Assente,Sì
442,Soleggiato,Assente,Sì
443,Soleggiato,Assente,Sì
444,Nuvoloso,Debole,No
445,Nuvoloso,Forte,No
446,Soleggiato,Forte,Sì
447,Soleggiato,Assente,No
448,Soleggiato,Assente,Sì
449,Nuvoloso,Assente,No
450,Nuvoloso,Forte,Sì
451,Nuvoloso,Debole,No
452,Nuvoloso,Assente,No
453,Soleggiato,Assente,Sì
454,Nuvoloso,Assente,Sì
455,Piovoso,Forte,No
456,Nuvoloso,Debole,Sì
457,Soleggiato,Assente,Sì
458,Piovoso,Forte,No
459,Soleggiato,Assente,Sì
460,Piovoso,Assente,Sì
461,Soleggiato,Assente,Sì
462,Piovoso,Debole,Sì
463,Soleggiato,Debole,No
464,Nuvoloso,Assente,No
465,Nuvoloso,Assente,No
466,Nuvoloso,Forte,No
467,Soleggiato,Forte,Sì
468,Soleggiato,Assente,Sì
469,Piovoso,Forte,No
470,Piovoso,Assente,No
471,Nuvoloso,Debole,No
472,Nuvoloso,Debole,Sì
473,Soleggiato,Assente,Sì
474,Soleggiato,Assente,No
475,Soleggiato,Assente,Sì
476,Soleggiato,Assente,Sì
477,Nuvoloso,Debole,No
478,Piovoso,Assente,Sì
479,Nuvoloso,Assente,No
480,Piovoso,Assente,No
481,Piovoso,Assente,Sì
482,Soleggiato,Assente,Sì
483,Soleggiato,Assente,No
484,Piovoso,Forte,No
485,Nuvoloso,Forte,Sì
486,Piovoso,Forte,No
487,Soleggiato,Debole,No
488,Piovoso,Debole,Sì
489,Soleggiato,Assente,Sì
490,Nuvoloso,Forte,Sì
491,Nuvoloso,Debole,Sì
492,Soleggiato,Assente,Sì
493,Nuvoloso,Debole,No
494,Soleggiato,Assente,Sì
495,Nuvoloso,Assente,Sì
496,Piovoso,Assente,No
497,Nuvoloso,Debole,Sì
498,Soleggiato,Assente,Sì
499,Nuvoloso,Forte,Sì
500,Soleggiato,Assente,Sì
501,Nuvoloso,Debole,Sì
502,Nuvoloso,Debole,Sì
503,Piovoso,Forte,No
504,Soleggiato,Assente,Sì
505,Nuvoloso,Forte,No
506,Nuvoloso,Assente,No
507,Nuvoloso,Debole,No
508,Piovoso,Debole,Sì
509,Soleggiato,Assente,No
510,Soleggiato,Assente,Sì
511,Nuvoloso,Debole,Sì
512,Soleggiato,Assente,Sì
513,Soleggiato,Assente,No
514,Nuvoloso,Debole,No
515,Piovoso,Debole,No
516,Nuvoloso,Assente,No
517,Soleggiato,Assente,Sì
518,Soleggiato,Assente,Sì
519,Piovoso,Assente,No
520,Soleggiato,Assente,Sì
521,Soleggiato,Debole,Sì
522,Nuvoloso,Debole,No
523,Soleggiato,Assente,Sì
524,Nuvoloso,Assente,Sì
525,Soleggiato,Assente,Sì
526,Soleggiato,Assente,Sì
527,Nuvoloso,Debole,Sì
528,Piovoso,Forte,No
529,Piovoso,Assente,No
530,Nuvoloso,Forte,Sì
531,Nuvoloso,Debole,No
532,Soleggiato,Assente,Sì
533,Piovoso,Debole,No
534,Soleggiato,Assente,Sì
535,Nuvoloso,Debole,No
536,Soleggiato,Assente,No
537,Piovoso,Forte,No
538,Nuvoloso,Assente,No
539,Piovoso,Forte,No
540,Piovoso,Assente,No
541,Soleggiato,Assente,Sì
542,Piovoso,Debole,No
543,Nuvoloso,Debole,Sì
544,Nuvoloso,Debole,No
545,Soleggiato,Assente,Sì
546,Soleggiato,Assente,Sì
547,Nuvoloso,Assente,Sì
548,Soleggiato,Debole,No
549,Nuvoloso,Debole,Sì
550,Soleggiato,Assente,Sì
551,Nuvoloso,Forte,No
552,Nuvoloso,Debole,No
553,Soleggiato,Assente,Sì
554,Soleggiato,Assente,Sì
555,Piovoso,Debole,No
556,Nuvoloso,Debole,No
557,Nuvoloso,Assente,Sì
558,Soleggiato,Assente,Sì
559,Piovoso,Debole,No
560,Nuvoloso,Debole,No
561,Piovoso,Forte,No
562,Nuvoloso,Debole,Sì
563,Nuvoloso,Forte,Sì
564,Piovoso,Assente,Sì
565,Nuvoloso,Forte,No
566,Soleggiato,Assente,No
567,Nuvoloso,Assente,Sì
568,Piovoso,Forte,Sì
569,Nuvoloso,Debole,Sì
570,Soleggiato,Debole,Sì
571,Soleggiato,Assente,Sì
572,Soleggiato,Assente,No
573,Nuvoloso,Debole,Sì
574,Soleggiato,Forte,Sì
575,Soleggiato,Debole,Sì
576,Soleggiato,Assente,Sì
577,Piovoso,Debole,Sì
578,Piovoso,Assente,No
579,Nuvoloso,Assente,Sì
580,Soleggiato,Assente,Sì
581,Soleggiato,Assente,Sì
582,Soleggiato,Assente,Sì
583,Nuvoloso,Debole,No
584,Nuvoloso,Debole,No
585,Piovoso,Assente,No
586,Nuvoloso,Assente,No
587,Nuvoloso,Debole,No
588,Nuvoloso,Assente,No
589,Soleggiato,Assente,No
590,Soleggiato,Forte,No
591,Nuvoloso,Debole,No
592,Soleggiato,Assente,Sì
593,Soleggiato,Assente,Sì
594,Soleggiato,Forte,No
595,Piovoso,Forte,No
596,Soleggiato,Forte,Sì
597,Soleggiato,Assente,No
598,Nuvoloso,Debole,Sì
599,Piovoso,Forte,No
600,Nuvoloso,Debole,No
601,Nuvoloso,Forte,No
602,Soleggiato,Debole,Sì
603,Nuvoloso,Debole,No
604,Piovoso,Assente,No
605,Soleggiato,Assente,No
606,Soleggiato,Assente,Sì
607,Nuvoloso,Forte,No
608,Nuvoloso,Assente,Sì
609,Nuvoloso,Debole,No
610,Soleggiato,Debole,Sì
611,Nuvoloso,Debole,No
612,Nuvoloso,Debole,Sì
613,Nuvoloso,Debole,No
614,Piovoso,Assente,Sì
615,Soleggiato,Forte,No
616,Nuvoloso,Debole,No
617,Soleggiato,Debole,Sì
618,Nuvoloso,Debole,No
619,Nuvoloso,Debole,No
620,Piovoso,Assente,No
621,Soleggiato,Assente,Sì
622,Nuvoloso,Assente,No
623,Soleggiato,Assente,Sì
624,Nuvoloso,Forte,No
625,Piovoso,Debole,No
626,Nuvoloso,Assente,No
627,Nuvoloso,Debole,Sì
628,Soleggiato,Debole,No
629,Nuvoloso,Debole,No
630,Soleggiato,Assente,No
631,Soleggiato,Assente,Sì
632,Nuvoloso,Assente,No
633,Nuvoloso,Debole,No
634,Nuvoloso,Assente,No
635,Soleggiato,Assente,Sì
636,Soleggiato,Forte,No
637,Soleggiato,Assente,Sì
638,Soleggiato,Assente,Sì
639,Soleggiato,Assente,Sì
640,Soleggiato,Assente,Sì
641,Piovoso,Assente,No
642,Soleggiato,Assente,Sì
643,Soleggiato,Assente,No
644,Piovoso,Assente,Sì
645,Soleggiato,Assente,Sì
646,Nuvoloso,Forte,No
647,Soleggiato,Assente,Sì
648,Nuvoloso,Debole,No
649,Nuvoloso,Debole,No
650,Soleggiato,Assente,Sì
651,Nuvoloso,Debole,No
652,Piovoso,Assente,No
653,Piovoso,Debole,No
654,Piovoso,Debole,Sì
655,Nuvoloso,Debole,Sì
656,Piovoso,Forte,No
657,Soleggiato,Assente,Sì
658,Nuvoloso,Debole,No
659,Piovoso,Assente,No
660,Nuvoloso,Debole,No
661,Soleggiato,Assente,Sì
662,Nuvoloso,Assente,Sì
663,Piovoso,Forte,Sì
664,Nuvoloso,Debole,Sì
665,Soleggiato,Assente,Sì
666,Nuvoloso,Debole,No
667,Soleggiato,Assente,Sì
668,Soleggiato,Assente,Sì
669,Soleggiato,Assente,No
670,Piovoso,Assente,Sì
671,Nuvoloso,Assente,Sì
672,Nuvoloso,Debole,Sì
673,Soleggiato,Assente,Sì
674,Soleggiato,Assente,No
675,Nuvoloso,Debole,No
676,Soleggiato,Forte,Sì
677,Piovoso,Debole,Sì
678,Piovoso,Debole,No
679,Soleggiato,Forte,No
680,Soleggiato,Assente,Sì
681,Soleggiato,Forte,Sì
682,Nuvoloso,Assente,Sì
683,Soleggiato,Assente,Sì
684,Soleggiato,Assente,Sì
685,Soleggiato,Assente,Sì
686,Nuvoloso,Debole,Sì
687,Piovoso,Debole,No
688,Nuvoloso,Assente,No
689,Nuvoloso,Debole,Sì
690,Nuvoloso,Debole,No
691,Soleggiato,Assente,No
692,Nuvoloso,Debole,No
693,Nuvoloso,Forte,No
694,Nuvoloso,Debole,Sì
695,Nuvoloso,Debole,No
696,Soleggiato,Assente,Sì
697,Soleggiato,Assente,Sì
698,Piovoso,Forte,No
699,Piovoso,Forte,No
700,Nuvoloso,Debole,Sì
701,Piovoso,Assente,No
702,Soleggiato,Assente,No
703,Nuvoloso,Debole,No
704,Soleggiato,Assente,Sì
705,Nuvoloso,Assente,No
706,Piovoso,Debole,No
707,Nuvoloso,Debole,Sì
708,Soleggiato,Debole,Sì
709,Soleggiato,Assente,No
710,Piovoso,Assente,No
711,Nuvoloso,Forte,No
712,Soleggiato,Assente,Sì
713,Nuvoloso,Debole,No
714,Soleggiato,Assente,Sì
715,Soleggiato,Assente,Sì
716,Nuvoloso,Assente,No
717,Soleggiato,Assente,No
718,Piovoso,Forte,No
719,Soleggiato,Assente,No
720,Nuvoloso,Debole,No
721,Piovoso,Assente,No
722,Nuvoloso,Assente,Sì
723,Soleggiato,Assente,Sì
724,Soleggiato,Forte,Sì
725,Soleggiato,Assente,Sì
726,Soleggiato,Assente,No
727,Soleggiato,Debole,Sì
728,Soleggiato,Assente,Sì
729,Nuvoloso,Assente,No
730,Soleggiato,Assente,Sì
731,Soleggiato,Forte,Sì
732,Nuvoloso,Debole,Sì
733,Soleggiato,Assente,Sì
734,Soleggiato,Assente,Sì
735,Soleggiato,Assente,Sì
736,Nuvoloso,Debole,No
737,Soleggiato,Assente,No
738,Soleggiato,Assente,Sì
739,Soleggiato,Assente,Sì
740,Soleggiato,Assente,No
741,Soleggiato,Assente,Sì
742,Piovoso,Forte,No
743,Nuvoloso,Debole,No
744,Nuvoloso,Assente,Sì
745,Soleggiato,Assente,Sì
746,Piovoso,Assente,Sì
747,Nuvoloso,Debole,No
748,Piovoso,Assente,Sì
749,Piovoso,Debole,Sì
750,Nuvoloso,Assente,No
751,Nuvoloso,Forte,No
752,Nuvoloso,Forte,No
753,Piovoso,Debole,No
754,Piovoso,Forte,Sì
755,Soleggiato,Debole,No
756,Soleggiato,Assente,Sì
757,Nuvoloso,Forte,No
758,Nuvoloso,Debole,No
759,Piovoso,Forte,No
760,Piovoso,Forte,No
761,Nuvoloso,Assente,No
762,Soleggiato,Assente,Sì
763,Piovoso,Assente,No
764,Nuvoloso,Debole,No
765,Piovoso,Forte,No
766,Nuvoloso,Assente,Sì
767,Soleggiato,Assente,Sì
768,Nuvoloso,Debole,No
769,Soleggiato,Assente,No
770,Nuvoloso,Debole,No
771,Soleggiato,Assente,Sì
772,Soleggiato,Assente,Sì
773,Piovoso,Assente,No
774,Nuvoloso,Forte,Sì
775,Nuvoloso,Debole,No
776,Nuvoloso,Debole,Sì
777,Nuvoloso,Debole,Sì
778,Nuvoloso,Assente,No
779,Piovoso,Assente,Sì
780,Soleggiato,Assente,No
781,Soleggiato,Assente,Sì
782,Soleggiato,Assente,Sì
783,Soleggiato,Assente,Sì
784,Soleggiato,Debole,Sì
785,Soleggiato,Assente,No
786,Nuvoloso,Debole,No
787,Piovoso,Assente,No
788,Soleggiato,Assente,Sì
789,Piovoso,Assente,Sì
790,Piovoso,Forte,No
791,Piovoso,Forte,Sì
792,Soleggiato,Assente,Sì
793,Soleggiato,Assente,Sì
794,Nuvoloso,Debole,Sì
795,Soleggiato,Assente,Sì
796,Soleggiato,Forte,No
797,Soleggiato,Debole,Sì
798,Soleggiato,Assente,Sì
799,Piovoso,Assente,No
800,Nuvoloso,Debole,Sì
801,Soleggiato,Assente,Sì
802,Soleggiato,Assente,Sì
803,Soleggiato,Assente,Sì
804,Piovoso,Forte,No
805,Nuvoloso,Debole,No
806,Nuvoloso,Debole,No
807,Nuvoloso,Debole,No
808,Piovoso,Assente,No
809,Nuvoloso,Debole,Sì
810,Nuvoloso,Debole,Sì
811,Soleggiato,Assente,Sì
812,Soleggiato,Assente,Sì
813,Soleggiato,Assente,Sì
814,Soleggiato,Debole,Sì
815,Nuvoloso,Assente,No
816,Piovoso,Forte,Sì
817,Nuvoloso,Debole,No
818,Soleggiato,Assente,Sì
819,Nuvoloso,Assente,No
820,Soleggiato,Assente,Sì
821,Piovoso,Debole,Sì
822,Nuvoloso,Debole,No
823,Soleggiato,Forte,Sì
824,Soleggiato,Assente,Sì
825,Nuvoloso,Assente,No
826,Soleggiato,Debole,No
827,Nuvoloso,Debole,Sì
828,Soleggiato,Assente,Sì
829,Nuvoloso,Assente,Sì
830,Soleggiato,Assente,Sì
831,Soleggiato,Assente,Sì
832,Piovoso,Assente,No
833,Soleggiato,Assente,Sì
834,Soleggiato,Debole,No
835,Soleggiato,Assente,Sì
836,Soleggiato,Assente,Sì
837,Nuvoloso,Debole,No
838,Soleggiato,Forte,Sì
839,Soleggiato,Assente,Sì
840,Piovoso,Debole,No
841,Soleggiato,Assente,Sì
842,Nuvoloso,Forte,No
843,Soleggiato,Assente,Sì
844,Soleggiato,Assente,Sì
845,Soleggiato,Assente,No
846,Nuvoloso,Debole,Sì
847,Nuvoloso,Assente,No
848,Nuvoloso,Forte,No
849,Soleggiato,Assente,Sì
850,Nuvoloso,Assente,Sì
851,Piovoso,Forte,No
852,Soleggiato,Assente,Sì
853,Nuvoloso,Assente,No
854,Nuvoloso,Assente,No
855,Piovoso,Forte,No
856,Nuvoloso,Assente,No
857,Soleggiato,Debole,No
858,Nuvoloso,Debole,No
859,Nuvoloso,Debole,No
