,Meteo,Vento,Gioca
115,Nuvoloso,Assente,No
116,Soleggiato,Assente,Sì
117,Nuvoloso,Debole,No
118,Nuvoloso,Forte,Sì
119,Nuvoloso,Assente,No
120,Soleggiato,Assente,Sì
121,Soleggiato,Assente,Sì
122,Soleggiato,Assente,No
123,Piovoso,Debole,No
124,Piovoso,Assente,No
125,Piovoso,Debole,No
126,Soleggiato,Assente,Sì
127,Piovoso,Debole,No
128,Soleggiato,Forte,Sì
129,Nuvoloso,Assente,Sì
130,Piovoso,Debole,No
131,Nuvoloso,Debole,Sì
132,Soleggiato,Assente,Sì
133,Nuvoloso,Forte,No
134,Piovoso,Forte,No
135,Soleggiato,Debole,Sì
136,Soleggiato,Debole,Sì
137,Nuvoloso,Forte,Sì
138,Soleggiato,Debole,Sì
139,Piovoso,Assente,Sì
140,Nuvoloso,Debole,Sì
141,Soleggiato,Assente,Sì
142,Nuvoloso,Forte,No
143,Soleggiato,Debole,Sì
144,Nuvoloso,Debole,No
145,Piovoso,Assente,Sì
146,Piovoso,Debole,No
147,Piovoso,Assente,No
148,Soleggiato,Forte,No
149,Piovoso,Debole,Sì
150,Nuvoloso,Assente,No
151,Nuvoloso,Debole,No
152,Nuvoloso,Assente,Sì
153,Soleggiato,Assente,Sì
154,Nuvoloso,Forte,Sì
155,Piovoso,Debole,No
156,Soleggiato,Assente,Sì
157,Soleggiato,Assente,Sì
158,Nuvoloso,Debole,No
159,Nuvoloso,Assente,Sì
160,Soleggiato,Forte,Sì
161,Nuvoloso,Assente,No
162,Soleggiato,Debole,No
163,Nuvoloso,Forte,No
164,Nuvoloso,Debole,No
165,Nuvoloso,Assente,Sì
166,Soleggiato,Assente,Sì
167,Piovoso,Assente,Sì
168,Soleggiato,Assente,Sì
169,Soleggiato,Assente,Sì
170,Nuvoloso,Debole,No
171,Nuvoloso,Assente,Sì
172,Nuvoloso,Assente,Sì
173,Piovoso,Assente,No
174,Piovoso,Forte,Sì
175,Nuvoloso,Assente,Sì
176,Nuvoloso,Forte,Sì
177,Nuvoloso,Assente,Sì
178,Soleggiato,Assente,No
179,Piovoso,Debole,Sì
180,Piovoso,Assente,No
181,Soleggiato,Assente,No
182,Piovoso,Assente,No
183,Piovoso,Assente,Sì
184,Soleggiato,Assente,Sì
185,Soleggiato,Debole,No
186,Soleggiato,Assente,Sì
187,Soleggiato,Forte,Sì
188,Soleggiato,Assente,No
189,Piovoso,Debole,Sì
190,Soleggiato,Assente,Sì
191,Nuvoloso,Forte,Sì
192,Soleggiato,Debole,Sì
193,Nuvoloso,Forte,No
194,Soleggiato,Assente,Sì
195,Nuvoloso,Assente,Sì
196,Nuvoloso,Assente,Sì
197,Nuvoloso,Debole,Sì
198,Soleggiato,Assente,No
199,Nuvoloso,Forte,No
200,Nuvoloso,Assente,No
201,Soleggiato,Debole,Sì
202,Nuvoloso,Assente,No
203,Soleggiato,Forte,No
204,Soleggiato,Assente,Sì
205,Soleggiato,Assente,No
206,Nuvoloso,Assente,Sì
207,Piovoso,Debole,No
208,Nuvoloso,Debole,No
209,Nuvoloso,Assente,Sì
210,Nuvoloso,Debole,No
211,Piovoso,Assente,No
212,Soleggiato,Assente,No
213,Soleggiato,Assente,Sì
214,Nuvoloso,Forte,Sì
215,Soleggiato,Assente,No
216,Nuvoloso,Assente,Sì
217,Nuvoloso,Assente,No
218,Nuvoloso,Forte,No
219,Nuvoloso,Assente,No
220,Nuvoloso,Forte,No
221,Soleggiato,Debole,Sì
222,Nuvoloso,Assente,Sì
223,Soleggiato,Forte,Sì
224,Nuvoloso,Debole,No
225,Soleggiato,Forte,Sì
226,Nuvoloso,Assente,Sì
227,Soleggiato,Assente,Sì
228,Soleggiato,Assente,Sì
229,Piovoso,Debole,Sì
230,Piovoso,Assente,No
231,Nuvoloso,Assente,No
232,Nuvoloso,Debole,Sì
233,Soleggiato,Debole,Sì
234,Soleggiato,Assente,Sì
235,Nuvoloso,Debole,No
236,Soleggiato,Forte,Sì
237,Soleggiato,Forte,No
238,Nuvoloso,Assente,No
239,Piovoso,Debole,No
240,Nuvoloso,Forte,No
241,Piovoso,Forte,Sì
242,Piovoso,Assente,No
243,Soleggiato,Assente,Sì
244,Soleggiato,Debole,Sì
245,Soleggiato,Debole,No
246,Soleggiato,Forte,Sì
247,Piovoso,Assente,No
248,Nuvoloso,Assente,No
249,Soleggiato,Debole,Sì
250,Nuvoloso,Debole,Sì
251,Soleggiato,Assente,No
252,Soleggiato,Debole,Sì
253,Soleggiato,Forte,Sì
254,Nuvoloso,Forte,No
255,Soleggiato,Debole,Sì
256,Piovoso,Assente,No
257,Nuvoloso,Forte,Sì
258,Nuvoloso,Debole,Sì
259,Nuvoloso,Assente,Sì
260,Soleggiato,Assente,No
261,Nuvoloso,Debole,Sì
262,Soleggiato,Assente,No
263,Nuvoloso,Forte,No
264,Nuvoloso,Forte,No
265,Piovoso,Forte,Sì
266,Soleggiato,Debole,No
267,Soleggiato,Assente,Sì
268,Soleggiato,Debole,Sì
269,Soleggiato,Assente,Sì
270,Soleggiato,Assente,Sì
271,Nuvoloso,Debole,Sì
272,Nuvoloso,Assente,No
273,Soleggiato,Assente,No
274,Nuvoloso,Forte,No
275,Piovoso,Debole,Sì
276,Piovoso,Debole,Sì
277,Nuvoloso,Debole,No
278,Piovoso,Forte,No
279,Nuvoloso,Assente,No
280,Soleggiato,Debole,Sì
281,Nuvoloso,Assente,Sì
282,Piovoso,Debole,No
283,Soleggiato,Assente,Sì
284,Piovoso,Assente,Sì
285,Piovoso,Assente,No
286,Soleggiato,Debole,Sì
287,Nuvoloso,Assente,Sì
288,Soleggiato,Assente,No
289,Soleggiato,Assente,No
290,Nuvoloso,Forte,No
291,Soleggiato,Assente,No
292,Nuvoloso,Assente,No
293,Soleggiato,Forte,Sì
294,Nuvoloso,Assente,Sì
295,Soleggiato,Forte,Sì
296,Soleggiato,Assente,No
297,Piovoso,Assente,No
298,Nuvoloso,Assente,Sì
299,Nuvoloso,Assente,Sì
300,Soleggiato,Debole,Sì
301,Piovoso,Assente,No
302,Soleggiato,Forte,No
303,Piovoso,Assente,No
304,Piovoso,Debole,No
305,Nuvoloso,Assente,Sì
306,Soleggiato,Assente,Sì
307,Nuvoloso,Debole,No
308,Piovoso,Assente,Sì
309,Nuvoloso,Assente,No
310,Nuvoloso,Assente,No
311,Soleggiato,Assente,Sì
312,Piovoso,Debole,No
313,Piovoso,Debole,Sì
314,Soleggiato,Assente,Sì
315,Nuvoloso,Debole,No
316,Piovoso,Assente,No
317,Piovoso,Forte,Sì
318,Piovoso,Assente,Sì
319,Soleggiato,Debole,Sì
320,Nuvoloso,Assente,Sì
321,Nuvoloso,Assente,No
322,Piovoso,Forte,No
323,Nuvoloso,Debole,No
324,Piovoso,Debole,No
325,Soleggiato,Assente,No
326,Soleggiato,Assente,No
327,Piovoso,Assente,No
328,Soleggiato,Debole,Sì
329,Soleggiato,Debole,Sì
330,Piovoso,Forte,No
331,Soleggiato,Assente,Sì
332,Soleggiato,Assente,Sì
333,Soleggiato,Assente,Sì
334,Soleggiato,Forte,No
335,Soleggiato,Assente,No
336,Soleggiato,Debole,Sì
337,Nuvoloso,Debole,Sì
338,Piovoso,Assente,No
339,Piovoso,Assente,No
340,Soleggiato,Assente,No
341,Soleggiato,Assente,Sì
342,Piovoso,Debole,No
343,Soleggiato,Assente,No
344,Soleggiato,Debole,Sì
345,Piovoso,Debole,No
346,Nuvoloso,Assente,Sì
347,Soleggiato,Debole,Sì
348,Nuvoloso,Assente,No
349,Nuvoloso,Debole,Sì
350,Nuvoloso,Assente,No
351,Soleggiato,Debole,Sì
352,Soleggiato,Assente,No
353,Piovoso,Debole,No
354,Nuvoloso,Assente,Sì
355,Soleggiato,Debole,Sì
356,Nuvoloso,Assente,No
357,Nuvoloso,Debole,No
358,Soleggiato,Forte,Sì
359,Soleggiato,Assente,No
360,Soleggiato,Assente,No
361,Soleggiato,Assente,Sì
362,Soleggiato,Assente,Sì
363,Soleggiato,Assente,Sì
364,Soleggiato,Assente,Sì
365,Soleggiato,Assente,Sì
366,Nuvoloso,Debole,No
367,Nuvoloso,Assente,No
368,Nuvoloso,Debole,Sì
369,Piovoso,Assente,No
370,Nuvoloso,Assente,No
371,Piovoso,Forte,No
372,Soleggiato,Assente,Sì
373,Nuvoloso,Forte,Sì
374,Piovoso,Assente,No
375,Soleggiato,Assente,Sì
376,Piovoso,Assente,No
377,Piovoso,Debole,No
378,Soleggiato,Assente,No
379,Soleggiato,Debole,Sì
380,Soleggiato,Assente,No
381,Nuvoloso,Assente,No
382,Nuvoloso,Debole,Sì
383,Nuvoloso,Assente,No
384,Piovoso,Assente,No
385,Nuvoloso,Debole,No
386,Soleggiato,Forte,No
387,Soleggiato,Assente,Sì
388,Piovoso,Debole,No
389,Nuvoloso,Assente,No
390,Piovoso,Assente,No
391,Piovoso,Debole,No
392,Soleggiato,Debole,Sì
393,Piovoso,Assente,Sì
394,Nuvoloso,Assente,No
395,Piovoso,Assente,No
396,Soleggiato,Debole,Sì
397,Nuvoloso,Forte,No
398,Soleggiato,Assente,Sì
399,Nuvoloso,Assente,Sì
400,Nuvoloso,Assente,No
401,Nuvoloso,Forte,No
402,Nuvoloso,Forte,Sì
403,Nuvoloso,Debole,No
404,Piovoso,Forte,No
405,Nuvoloso,Assente,No
406,Nuvoloso,Assente,No
407,Nuvoloso,Forte,No
408,Soleggiato,Assente,Sì
409,Soleggiato,Debole,No
410,Nuvoloso,Assente,No
411,Soleggiato,Debole,Sì
412,Piovoso,Assente,No
413,Nuvoloso,Forte,No
414,Nuvoloso,Debole,No
415,Soleggiato,Assente,Sì
416,Soleggiato,Assente,No
417,Soleggiato,Debole,Sì
418,Soleggiato,Assente,Sì
419,Piovoso,Forte,No
420,Nuvoloso,Assente,No
421,Piovoso,Debole,No
422,Piovoso,Debole,No
423,Soleggiato,Forte,No
424,Soleggiato,Assente,Sì
425,Soleggiato,Assente,Sì
426,Soleggiato,Debole,No
427,Nuvoloso,Assente,Sì
428,Soleggiato,Assente,Sì
429,Piovoso,Assente,Sì
430,Soleggiato,Debole,Sì
431,Soleggiato,Debole,No
432,Soleggiato,Assente,No
433,Piovoso,Assente,Sì
434,Soleggiato,Forte,Sì
435,Nuvoloso,Debole,Sì
436,Nuvoloso,Assente,No
437,Soleggiato,Debole,Sì
438,Soleggiato,Debole,Sì
439,Soleggiato,Debole,Sì
440,Soleggiato,Debole,No
441,Soleggiato,Assente,Sì
442,Soleggiato,Debole,No
443,Soleggiato,Forte,Sì
444,Soleggiato,Assente,Sì
445,Nuvoloso,Assente,No
446,Nuvoloso,Debole,Sì
447,Soleggiato,Assente,Sì
448,Nuvoloso,Assente,No
449,Nuvoloso,Assente,Sì
450,Soleggiato,Assente,Sì
451,Soleggiato,Assente,Sì
452,Piovoso,Assente,No
453,Soleggiato,Forte,Sì
454,Soleggiato,Assente,No
455,Soleggiato,Assente,Sì
456,Soleggiato,Debole,Sì
457,Soleggiato,Assente,Sì
458,Nuvoloso,Debole,No
459,Nuvoloso,Debole,No
460,Nuvoloso,Assente,No
461,Soleggiato,Assente,Sì
462,Nuvoloso,Forte,No
463,Soleggiato,Assente,Sì
464,Nuvoloso,Forte,No
465,Piovoso,Assente,No
466,Nuvoloso,Assente,Sì
467,Nuvoloso,Assente,Sì
468,Soleggiato,Debole,No
469,Soleggiato,Assente,Sì
470,Piovoso,Assente,Sì
471,Piovoso,Debole,No
472,Nuvoloso,Assente,No
473,Soleggiato,Assente,Sì
474,Nuvoloso,Forte,Sì
475,Nuvoloso,Forte,No
476,Soleggiato,Assente,Sì
477,Nuvoloso,Assente,Sì
478,Nuvoloso,Debole,Sì
479,Nuvoloso,Forte,No
480,Nuvoloso,Assente,No
481,Nuvoloso,Assente,Sì
482,Piovoso,Assente,Sì
483,Nuvoloso,Assente,No
484,Piovoso,Debole,No
485,Nuvoloso,Forte,Sì
486,Soleggiato,Assente,No
487,Piovoso,Assente,No
488,Soleggiato,Assente,Sì
489,Nuvoloso,Forte,No
490,Soleggiato,Assente,No
491,Nuvoloso,Assente,No
492,Soleggiato,Forte,No
493,Nuvoloso,Forte,No
494,Nuvoloso,Forte,No
495,Nuvoloso,Debole,No
496,Nuvoloso,Assente,No
497,Nuvoloso,Forte,No
498,Nuvoloso,Debole,No
499,Piovoso,Assente,Sì
500,Soleggiato,Assente,Sì
501,Soleggiato,Forte,No
502,Nuvoloso,Assente,Sì
503,Soleggiato,Forte,No
504,Nuvoloso,Assente,No
505,Nuvoloso,Assente,Sì
506,Nuvoloso,Forte,No
507,Nuvoloso,Debole,Sì
508,Nuvoloso,Debole,Sì
509,Piovoso,Debole,No
510,Nuvoloso,Assente,Sì
511,Piovoso,Debole,No
512,Nuvoloso,Assente,No
513,Nuvoloso,Assente,Sì
514,Soleggiato,Assente,Sì
515,Soleggiato,Debole,Sì
516,Soleggiato,Debole,Sì
517,Piovoso,Forte,No
518,Soleggiato,Assente,Sì
519,Nuvoloso,Forte,No
520,Soleggiato,Forte,No
521,Nuvoloso,Assente,No
522,Soleggiato,Debole,No
523,Piovoso,Assente,No
524,Soleggiato,Assente,No
525,Soleggiato,Forte,Sì
526,Piovoso,Assente,No
527,Soleggiato,Assente,Sì
528,Piovoso,Assente,No
529,Soleggiato,Assente,Sì
530,Nuvoloso,Debole,No
531,Soleggiato,Assente,Sì
532,Piovoso,Assente,Sì
533,Nuvoloso,Assente,No
534,Soleggiato,Assente,Sì
535,Soleggiato,Assente,Sì
536,Nuvoloso,Debole,No
537,Nuvoloso,Debole,No
538,Nuvoloso,Assente,No
539,Nuvoloso,Assente,No
540,Piovoso,Forte,No
541,Nuvoloso,Assente,No
542,Nuvoloso,Assente,No
543,Piovoso,Assente,No
544,Nuvoloso,Debole,No
545,Nuvoloso,Debole,Sì
546,Piovoso,Debole,No
547,Piovoso,Forte,No
548,Soleggiato,Assente,Sì
549,Piovoso,Debole,No
550,Nuvoloso,Assente,No
551,Soleggiato,Debole,No
552,Nuvoloso,Assente,No
553,Piovoso,Assente,Sì
554,Piovoso,Assente,No
555,Nuvoloso,Debole,No
556,Soleggiato,Assente,No
557,Nuvoloso,Assente,Sì
558,Piovoso,Assente,Sì
559,Soleggiato,Debole,Sì
560,Nuvoloso,Assente,No
561,Nuvoloso,Assente,No
562,Nuvoloso,Forte,No
563,Soleggiato,Debole,Sì
564,Soleggiato,Assente,Sì
565,Soleggiato,Debole,Sì
566,Nuvoloso,Forte,No
567,Piovoso,Assente,No
568,Soleggiato,Forte,Sì
569,Soleggiato,Debole,No
570,Soleggiato,Debole,Sì
571,Soleggiato,Debole,Sì
572,Soleggiato,Assente,Sì
573,Soleggiato,Assente,Sì
574,Soleggiato,Assente,Sì
575,Nuvoloso,Debole,Sì
576,Soleggiato,Assente,Sì
577,Nuvoloso,Forte,No
578,Nuvoloso,Assente,No
579,Soleggiato,Debole,Sì
580,Nuvoloso,Assente,No
581,Soleggiato,Assente,Sì
582,Piovoso,Assente,No
583,Soleggiato,Assente,Sì
584,Soleggiato,Assente,No
585,Piovoso,Assente,No
586,Nuvoloso,Assente,Sì
587,Piovoso,Debole,No
588,Nuvoloso,Debole,No
589,Soleggiato,Assente,No
590,Soleggiato,Forte,Sì
591,Piovoso,Assente,No
592,Piovoso,Assente,No
593,Soleggiato,Forte,Sì
594,Soleggiato,Forte,Sì
595,Soleggiato,Debole,Sì
596,Nuvoloso,Assente,No
597,Nuvoloso,Assente,No
598,Nuvoloso,Debole,Sì
599,Soleggiato,Assente,Sì
600,Soleggiato,Debole,No
601,Soleggiato,Assente,Sì
602,Nuvoloso,Assente,No
603,Piovoso,Assente,Sì
604,Soleggiato,Assente,Sì
605,Soleggiato,Assente,Sì
606,Nuvoloso,Assente,Sì
607,Soleggiato,Debole,Sì
608,Piovoso,Forte,No
609,Nuvoloso,Forte,Sì
610,Soleggiato,Debole,Sì
611,Piovoso,Forte,No
612,Piovoso,Assente,No
613,Nuvoloso,Assente,Sì
614,Nuvoloso,Assente,Sì
615,Nuvoloso,Assente,Sì
616,Nuvoloso,Assente,No
617,Soleggiato,Debole,Sì
618,Soleggiato,Forte,Sì
619,Piovoso,Forte,No
620,Soleggiato,Forte,No
621,Soleggiato,Forte,No
622,Nuvoloso,Debole,No
623,Nuvoloso,Assente,No
624,Soleggiato,Debole,Sì
625,Nuvoloso,Assente,Sì
626,Soleggiato,Assente,Sì
627,Piovoso,Debole,No
628,Nuvoloso,Forte,No
629,Piovoso,Forte,No
630,Nuvoloso,Forte,No
631,Piovoso,Assente,No
632,Piovoso,Assente,No
633,Nuvoloso,Forte,Sì
634,Soleggiato,Debole,No
635,Piovoso,Assente,No
636,Soleggiato,Assente,Sì
637,Soleggiato,Assente,No
638,Soleggiato,Assente,Sì
639,Nuvoloso,Assente,Sì
640,Nuvoloso,Debole,No
641,Soleggiato,Assente,Sì
642,Soleggiato,Assente,Sì
643,Nuvoloso,Assente,Sì
644,Piovoso,Forte,Sì
645,Soleggiato,Forte,No
646,Piovoso,Forte,No
647,Piovoso,Forte,No
648,Nuvoloso,Assente,No
649,Nuvoloso,Assente,Sì
650,Nuvoloso,Forte,No
651,Soleggiato,Forte,No
652,Piovoso,Debole,Sì
653,Soleggiato,Debole,Sì
654,Nuvoloso,Forte,No
655,Nuvoloso,Assente,Sì
656,Soleggiato,Assente,Sì
657,Soleggiato,Debole,No
658,Nuvoloso,Assente,No
659,Nuvoloso,Assente,No
660,Nuvoloso,Forte,No
661,Soleggiato,Assente,Sì
662,Nuvoloso,Assente,No
663,Nuvoloso,Forte,Sì
664,Nuvoloso,Assente,Sì
665,Soleggiato,Assente,No
666,Soleggiato,Debole,No
667,Soleggiato,Assente,Sì
668,Piovoso,Assente,No
669,Nuvoloso,Assente,Sì
670,Soleggiato,Assente,Sì
671,Soleggiato,Debole,Sì
672,Nuvoloso,Assente,Sì
673,Soleggiato,Assente,Sì
674,Soleggiato,Assente,Sì
675,Nuvoloso,Assente,No
676,Nuvoloso,Assente,No
677,Soleggiato,Assente,Sì
678,Soleggiato,Forte,Sì
679,Nuvoloso,Assente,Sì
680,Piovoso,Assente,No
681,Nuvoloso,Assente,Sì
682,Piovoso,Assente,No
683,Piovoso,Debole,No
684,Nuvoloso,Assente,No
685,Soleggiato,Debole,Sì
686,Piovoso,Forte,No
687,Nuvoloso,Assente,No
688,Piovoso,Debole,No
689,Nuvoloso,Assente,Sì
690,Nuvoloso,Assente,Sì
691,Nuvoloso,Debole,No
692,Soleggiato,Assente,No
693,Nuvoloso,Forte,No
694,Nuvoloso,Forte,No
695,Soleggiato,Assente,Sì
696,Nuvoloso,Debole,Sì
697,Nuvoloso,Assente,Sì
698,Piovoso,Debole,No
699,Nuvoloso,Forte,No
700,Soleggiato,Debole,Sì
701,Soleggiato,Assente,Sì
702,Nuvoloso,Assente,No
703,Nuvoloso,Forte,Sì
704,Piovoso,Debole,Sì
705,Soleggiato,Forte,Sì
706,Soleggiato,Assente,Sì
707,Soleggiato,Assente,Sì
708,Nuvoloso,Assente,Sì
709,Nuvoloso,Assente,Sì
710,Soleggiato,Assente,No
711,Piovoso,Forte,No
712,Soleggiato,Assente,Sì
713,Soleggiato,Debole,No
714,Nuvoloso,Debole,Sì
715,Nuvoloso,Debole,No
716,Piovoso,Forte,No
717,Piovoso,Debole,No
718,Piovoso,Assente,Sì
719,Soleggiato,Forte,Sì
720,Piovoso,Debole,No
721,Piovoso,Debole,Sì
722,Soleggiato,Debole,No
723,Nuvoloso,Assente,Sì
724,Nuvoloso,Forte,No
725,Nuvoloso,Assente,No
726,Nuvoloso,Assente,Sì
727,Soleggiato,Assente,Sì
728,Soleggiato,Assente,Sì
729,Nuvoloso,Debole,No
730,Nuvoloso,Assente,Sì
731,Nuvoloso,Debole,Sì
732,Soleggiato,Debole,Sì
733,Soleggiato,Assente,Sì
734,Soleggiato,Assente,No
735,Soleggiato,Assente,Sì
736,Piovoso,Debole,No
737,Soleggiato,Forte,No
738,Piovoso,Assente,No
739,Soleggiato,Assente,Sì
740,Nuvoloso,Forte,No
741,Nuvoloso,Debole,No
742,Nuvoloso,Assente,Sì
743,Piovoso,Debole,No
744,Soleggiato,Assente,Sì
745,Piovoso,Forte,No
746,Soleggiato,Assente,Sì
747,Nuvoloso,Assente,No
748,Nuvoloso,Debole,No
749,Soleggiato,Forte,Sì
750,Soleggiato,Assente,Sì
751,Piovoso,Forte,No
752,Nuvoloso,Debole,Sì
753,Soleggiato,Assente,No
754,Nuvoloso,Forte,No
755,Piovoso,Assente,No
756,Soleggiato,Assente,Sì
757,Soleggiato,Assente,Sì
758,Soleggiato,Forte,No
759,Piovoso,Assente,No
760,Piovoso,Forte,Sì
761,Nuvoloso,Assente,No
762,Nuvoloso,Forte,No
763,Nuvoloso,Assente,No
764,Soleggiato,Debole,Sì
765,Piovoso,Forte,No
766,Nuvoloso,Debole,No
767,Soleggiato,Assente,Sì
768,Nuvoloso,Assente,Sì
769,Soleggiato,Debole,Sì
770,Soleggiato,Assente,Sì
771,Piovoso,Debole,No
772,Soleggiato,Assente,Sì
773,Nuvoloso,Forte,No
774,Soleggiato,Assente,Sì
775,Soleggiato,Assente,No
776,Soleggiato,Assente,Sì
777,Soleggiato,Debole,Sì
778,Nuvoloso,Debole,No
779,Nuvoloso,Debole,No
780,Soleggiato,Assente,Sì
781,Soleggiato,Forte,No
782,Soleggiato,Debole,Sì
783,Nuvoloso,Assente,Sì
784,Soleggiato,Forte,Sì
785,Soleggiato,Forte,No
786,Soleggiato,Forte,Sì
787,Nuvoloso,Debole,No
788,Soleggiato,Assente,Sì
789,Soleggiato,Forte,No
790,Soleggiato,Assente,Sì
791,Soleggiato,Assente,No
792,Nuvoloso,Forte,Sì
793,Soleggiato,Assente,Sì
794,Nuvoloso,Debole,No
795,Soleggiato,Forte,Sì
796,Soleggiato,Assente,Sì
797,Nuvoloso,Forte,No
798,Piovoso,Assente,No
799,Soleggiato,Assente,Sì
800,Piovoso,Assente,No
801,Nuvoloso,Assente,No
802,Piovoso,Debole,No
803,Nuvoloso,Debole,Sì
804,Nuvoloso,Debole,No
805,Soleggiato,Assente,Sì
806,Nuvoloso,Debole,No
807,Piovoso,Debole,Sì
808,Nuvoloso,Assente,Sì
809,Soleggiato,Debole,Sì
810,Soleggiato,Debole,No
811,Piovoso,Assente,No
812,Soleggiato,Assente,Sì
813,Soleggiato,Debole,Sì
814,Nuvoloso,Assente,No
815,Piovoso,Debole,No
816,Piovoso,Debole,No
817,Nuvoloso,Debole,No
818,Nuvoloso,Forte,No
819,Soleggiato,Assente,Sì
820,Nuvoloso,Assente,No
821,Nuvoloso,Assente,Sì
822,Nuvoloso,Forte,Sì
823,Soleggiato,Assente,Sì
824,Soleggiato,Assente,No
825,Nuvoloso,Forte,No
826,Nuvoloso,Debole,No
827,Nuvoloso,Assente,No
828,Piovoso,Assente,No
829,Piovoso,Assente,No
830,Soleggiato,Assente,Sì
831,Soleggiato,Assente,No
832,Piovoso,Assente,No
833,Soleggiato,Debole,Sì
834,Soleggiato,Assente,Sì
835,Nuvoloso,Forte,No
836,Piovoso,Debole,No
837,Nuvoloso,Assente,No
838,Nuvoloso,Debole,No
839,Soleggiato,Assente,Sì
840,Soleggiato,Assente,Sì
841,Nuvoloso,Debole,No
842,Nuvoloso,Assente,No
843,Nuvoloso,Assente,No
844,Soleggiato,Debole,Sì
845,Nuvoloso,Debole,Sì
846,Nuvoloso,Debole,No
847,Nuvoloso,Assente,No
848,Soleggiato,Debole,Sì
849,Nuvoloso,Assente,No
850,Soleggiato,Assente,Sì
851,Soleggiato,Assente,Sì
852,Soleggiato,Forte,Sì
853,Nuvoloso,Assente,Sì
854,Nuvoloso,Debole,Sì
855,Piovoso,Debole,No
856,Nuvoloso,Assente,Sì
857,Soleggiato,Assente,Sì
858,Soleggiato,Forte,No
859,Soleggiato,Assente,No
860,Soleggiato,Assente,Sì
861,Nuvoloso,Assente,No
