,Meteo,Vento,Gioca
464,Nuvoloso,Debole,No
465,Piovoso,Assente,Sì
466,Soleggiato,Assente,Sì
467,Nuvoloso,Assente,Sì
468,Nuvoloso,Assente,No
469,Nuvoloso,Forte,No
470,Soleggiato,Forte,Sì
471,Piovoso,Forte,Sì
472,Soleggiato,Debole,Sì
473,Piovoso,Assente,No
474,Piovoso,Assente,Sì
475,Piovoso,Forte,Sì
476,Nuvoloso,Assente,Sì
477,Nuvoloso,Forte,No
478,Soleggiato,Debole,No
479,Soleggiato,Debole,Sì
480,Nuvoloso,Forte,No
481,Nuvoloso,Forte,No
482,Piovoso,Forte,No
483,Nuvoloso,Assente,Sì
484,Piovoso,Assente,Sì
485,Nuvoloso,Debole,No
486,Soleggiato,Assente,Sì
487,Piovoso,Forte,No
488,Piovoso,Debole,Sì
489,Soleggiato,Assente,Sì
490,Soleggiato,Debole,Sì
491,Soleggiato,Forte,No
492,Soleggiato,Assente,Sì
493,Nuvoloso,Forte,Sì
494,Nuvoloso,Assente,No
495,Soleggiato,Debole,Sì
496,Piovoso,Debole,No
497,Soleggiato,Assente,Sì
498,Soleggiato,Forte,Sì
499,Nuvoloso,Forte,No
500,Soleggiato,Assente,Sì
501,Soleggiato,Assente,No
502,Soleggiato,Debole,No
503,Nuvoloso,Assente,No
504,Soleggiato,Assente,Sì
505,Nuvoloso,Assente,No
506,Piovoso,Forte,No
507,Soleggiato,Forte,Sì
508,Nuvoloso,Debole,Sì
509,Soleggiato,Assente,No
510,Soleggiato,Assente,No
511,Soleggiato,Assente,No
512,Nuvoloso,Assente,Sì
513,Nuvoloso,Assente,No
514,Nuvoloso,Assente,Sì
515,Soleggiato,Forte,Sì
516,Nuvoloso,Assente,No
517,Soleggiato,Forte,Sì
518,Nuvoloso,Assente,Sì
519,Soleggiato,Assente,Sì
520,Piovoso,Assente,No
521,Nuvoloso,Assente,Sì
522,Nuvoloso,Forte,Sì
523,Nuvoloso,Forte,No
524,Nuvoloso,Debole,No
525,Soleggiato,Assente,Sì
526,Soleggiato,Assente,Sì
527,Nuvoloso,Forte,No
528,Soleggiato,Debole,Sì
529,Soleggiato,Assente,Sì
530,Nuvoloso,Forte,Sì
531,Nuvoloso,Assente,No
532,Soleggiato,Forte,No
533,Soleggiato,Debole,Sì
534,Piovoso,Debole,No
535,Nuvoloso,Assente,Sì
536,Piovoso,Assente,No
537,Soleggiato,Assente,No
538,Piovoso,Assente,No
539,Nuvoloso,Debole,Sì
540,Soleggiato,Debole,Sì
541,Piovoso,Assente,No
542,Nuvoloso,Assente,No
543,Nuvoloso,Debole,No
544,Nuvoloso,Forte,No
545,Soleggiato,Assente,Sì
546,Soleggiato,Forte,No
547,Soleggiato,Assente,Sì
548,Piovoso,Assente,No
549,Nuvoloso,Assente,No
550,Nuvoloso,Assente,Sì
551,Soleggiato,Debole,Sì
552,Soleggiato,Assente,Sì
553,Soleggiato,Debole,Sì
554,Nuvoloso,Forte,Sì
555,Piovoso,Assente,No
556,Nuvoloso,Debole,No
557,Nuvoloso,Assente,No
558,Nuvoloso,Debole,Sì
559,Piovoso,Forte,No
560,Nuvoloso,Forte,No
561,Nuvoloso,Assente,No
562,Nuvoloso,Forte,No
563,Nuvoloso,Forte,No
564,Piovoso,Forte,No
565,Piovoso,Assente,Sì
566,Nuvoloso,Assente,Sì
567,Nuvoloso,Assente,No
568,Soleggiato,Assente,Sì
569,Nuvoloso,Forte,Sì
570,Nuvoloso,Debole,Sì
571,Nuvoloso,Debole,Sì
572,Nuvoloso,Forte,No
573,Piovoso,Assente,Sì
574,Piovoso,Debole,No
575,Piovoso,Assente,Sì
576,Nuvoloso,Debole,No
577,Nuvoloso,Assente,No
578,Soleggiato,Debole,Sì
579,Nuvoloso,Forte,Sì
580,Soleggiato,Forte,Sì
581,Nuvoloso,Debole,No
582,Nuvoloso,Debole,No
583,Soleggiato,Debole,No
584,Nuvoloso,Debole,No
585,Piovoso,Debole,Sì
586,Soleggiato,Assente,Sì
587,Soleggiato,Debole,Sì
588,Soleggiato,Assente,Sì
589,Soleggiato,Assente,Sì
590,Nuvoloso,Debole,Sì
591,Soleggiato,Forte,Sì
592,Nuvoloso,Assente,No
593,Nuvoloso,Debole,No
594,Piovoso,Assente,No
595,Soleggiato,Assente,No
596,Nuvoloso,Assente,No
597,Soleggiato,Forte,Sì
598,Soleggiato,Assente,Sì
599,Nuvoloso,Forte,No
600,Soleggiato,Debole,No
601,Soleggiato,Debole,No
602,Piovoso,Debole,Sì
603,Nuvoloso,Assente,No
604,Piovoso,Debole,No
605,Soleggiato,Assente,Sì
606,Soleggiato,Assente,Sì
607,Soleggiato,Forte,Sì
608,Nuvoloso,Assente,No
609,Soleggiato,Assente,Sì
610,Soleggiato,Forte,No
611,Nuvoloso,Assente,Sì
612,Soleggiato,Forte,Sì
613,Piovoso,Assente,Sì
614,Nuvoloso,Debole,No
615,Piovoso,Assente,Sì
616,Soleggiato,Debole,No
617,Soleggiato,Assente,Sì
618,Nuvoloso,Forte,No
619,Nuvoloso,Debole,No
620,Nuvoloso,Debole,No
621,Piovoso,Assente,Sì
622,Piovoso,Assente,No
623,Soleggiato,Assente,Sì
624,Soleggiato,Assente,No
625,Nuvoloso,Assente,Sì
626,Soleggiato,Assente,Sì
627,Soleggiato,Forte,Sì
628,Piovoso,Assente,No
629,Soleggiato,Assente,Sì
630,Soleggiato,Assente,No
631,Nuvoloso,Assente,No
632,Nuvoloso,Assente,Sì
633,Piovoso,Assente,No
634,Soleggiato,Assente,Sì
635,Nuvoloso,Assente,No
636,Soleggiato,Assente,Sì
637,Nuvoloso,Forte,Sì
638,Nuvoloso,Forte,Sì
639,Soleggiato,Forte,Sì
640,Nuvoloso,Forte,Sì
641,Piovoso,Debole,Sì
642,Soleggiato,Assente,Sì
643,Nuvoloso,Debole,Sì
644,Nuvoloso,Debole,Sì
645,Soleggiato,Assente,Sì
646,Soleggiato,Assente,Sì
647,Nuvoloso,Assente,No
648,Nuvoloso,Assente,Sì
649,Nuvoloso,Assente,No
650,Piovoso,Forte,No
651,Nuvoloso,Assente,Sì
652,Nuvoloso,Debole,No
653,Soleggiato,Forte,Sì
654,Nuvoloso,Debole,No
655,Piovoso,Forte,No
656,Nuvoloso,Debole,Sì
657,Soleggiato,Debole,No
658,Nuvoloso,Assente,Sì
659,Soleggiato,Debole,Sì
660,Soleggiato,Debole,Sì
661,Soleggiato,Assente,Sì
662,Nuvoloso,Assente,No
663,Soleggiato,Assente,Sì
664,Piovoso,Debole,No
665,Nuvoloso,Debole,No
666,Soleggiato,Assente,Sì
667,Soleggiato,Debole,Sì
668,Nuvoloso,Assente,No
669,Nuvoloso,Debole,Sì
670,Nuvoloso,Assente,No
671,Nuvoloso,Forte,Sì
672,Soleggiato,Debole,Sì
673,Nuvoloso,Assente,No
674,Soleggiato,Forte,Sì
675,Piovoso,Assente,Sì
676,Nuvoloso,Assente,No
677,Soleggiato,Assente,No
678,Soleggiato,Debole,No
679,Piovoso,Assente,Sì
680,Nuvoloso,Debole,No
681,Nuvoloso,Assente,No
682,Nuvoloso,Debole,No
683,Nuvoloso,Debole,Sì
684,Piovoso,Forte,No
685,Nuvoloso,Debole,Sì
686,Nuvoloso,Debole,No
687,Soleggiato,Assente,Sì
688,Soleggiato,Assente,Sì
689,Piovoso,Assente,Sì
690,Soleggiato,Assente,Sì
691,Piovoso,Assente,No
692,Piovoso,Assente,No
693,Nuvoloso,Forte,No
694,Nuvoloso,Assente,No
695,Soleggiato,Assente,Sì
696,Piovoso,Debole,Sì
697,Nuvoloso,Assente,No
698,Nuvoloso,Assente,No
699,Soleggiato,Assente,Sì
700,Nuvoloso,Assente,No
701,Nuvoloso,Forte,Sì
702,Nuvoloso,Forte,No
703,Piovoso,Assente,No
704,Nuvoloso,Assente,No
705,Nuvoloso,Forte,No
706,Nuvoloso,Debole,Sì
707,Piovoso,Assente,No
708,Nuvoloso,Assente,Sì
709,Nuvoloso,Assente,Sì
710,Nuvoloso,Assente,No
711,Piovoso,Assente,No
712,Soleggiato,Assente,No
713,Nuvoloso,Debole,Sì
714,Nuvoloso,Assente,No
715,Soleggiato,Forte,Sì
716,Nuvoloso,Assente,Sì
717,Nuvoloso,Assente,No
718,Soleggiato,Debole,Sì
719,Piovoso,Assente,Sì
720,Soleggiato,Debole,No
721,Piovoso,Debole,No
722,Soleggiato,Assente,No
723,Piovoso,Assente,No
724,Nuvoloso,Assente,Sì
725,Nuvoloso,Forte,No
726,Nuvoloso,Debole,Sì
727,Nuvoloso,Debole,No
728,Piovoso,Forte,Sì
729,Piovoso,Debole,No
730,Soleggiato,Assente,Sì
731,Soleggiato,Assente,Sì
732,Nuvoloso,Assente,No
733,Piovoso,Debole,No
734,Nuvoloso,Assente,Sì
735,Piovoso,Debole,No
736,Nuvoloso,Debole,No
737,Nuvoloso,Assente,No
738,Nuvoloso,Assente,Sì
739,Nuvoloso,Assente,Sì
740,Piovoso,Forte,No
741,Soleggiato,Assente,No
742,Piovoso,Debole,No
743,Soleggiato,Debole,Sì
744,Nuvoloso,Assente,No
745,Piovoso,Assente,No
746,Nuvoloso,Assente,No
747,Soleggiato,Forte,Sì
748,Soleggiato,Assente,Sì
749,Piovoso,Debole,No
750,Piovoso,Forte,Sì
751,Soleggiato,Assente,Sì
752,Nuvoloso,Assente,Sì
753,Nuvoloso,Assente,Sì
754,Nuvoloso,Forte,No
755,Soleggiato,Debole,Sì
756,Piovoso,Assente,No
757,Soleggiato,Assente,Sì
758,Soleggiato,Assente,Sì
759,Nuvoloso,Assente,No
760,Nuvoloso,Assente,Sì
761,Soleggiato,Debole,Sì
762,Nuvoloso,Assente,No
763,Nuvoloso,Debole,No
764,Piovoso,Assente,No
765,Soleggiato,Assente,Sì
766,Piovoso,Forte,No
767,Nuvoloso,Assente,No
768,Soleggiato,Forte,Sì
769,Piovoso,Forte,Sì
770,Soleggiato,Debole,No
771,Soleggiato,Assente,No
772,Nuvoloso,Forte,Sì
773,Soleggiato,Assente,Sì
774,Soleggiato,Debole,Sì
775,Piovoso,Assente,No
776,Soleggiato,Debole,Sì
777,Soleggiato,Assente,No
778,Soleggiato,Assente,Sì
779,Soleggiato,Assente,Sì
780,Nuvoloso,Assente,No
781,Piovoso,Assente,No
782,Piovoso,Forte,No
783,Soleggiato,Assente,Sì
784,Nuvoloso,Assente,No
785,Soleggiato,Assente,Sì
786,Soleggiato,Assente,Sì
787,Nuvoloso,Assente,No
788,Nuvoloso,Assente,No
789,Nuvoloso,Debole,No
790,Nuvoloso,Forte,Sì
791,Nuvoloso,Assente,No
792,Soleggiato,Debole,Sì
793,Piovoso,Debole,Sì
794,Nuvoloso,Assente,Sì
795,Soleggiato,Assente,Sì
796,Nuvoloso,Debole,No
797,Nuvoloso,Assente,Sì
798,Nuvoloso,Assente,Sì
799,Soleggiato,Assente,Sì
800,Piovoso,Debole,No
801,Nuvoloso,Debole,No
802,Piovoso,Assente,No
803,Piovoso,Debole,No
804,Soleggiato,Debole,Sì
805,Piovoso,Debole,No
806,Soleggiato,Debole,Sì
807,Nuvoloso,Debole,No
808,Soleggiato,Assente,Sì
809,Piovoso,Debole,Sì
810,Soleggiato,Assente,No
811,Piovoso,Debole,No
812,Nuvoloso,Assente,No
813,Soleggiato,Forte,Sì
814,Nuvoloso,Assente,Sì
815,Nuvoloso,Debole,No
816,Nuvoloso,Assente,Sì
817,Piovoso,Debole,No
818,Soleggiato,Debole,No
819,Nuvoloso,Debole,No
820,Soleggiato,Debole,Sì
821,Soleggiato,Debole,Sì
822,Soleggiato,Debole,Sì
823,Nuvoloso,Assente,No
824,Soleggiato,Forte,Sì
825,Nuvoloso,Assente,Sì
826,Piovoso,Assente,No
827,Nuvoloso,Assente,No
828,Piovoso,Debole,No
829,Soleggiato,Debole,No
830,Nuvoloso,Assente,Sì
831,Soleggiato,Assente,Sì
832,Piovoso,Debole,No
833,Nuvoloso,Forte,Sì
834,Soleggiato,Debole,No
835,Piovoso,Forte,Sì
836,Nuvoloso,Forte,No
837,Soleggiato,Debole,No
838,Nuvoloso,Forte,No
839,Soleggiato,Forte,Sì
840,Piovoso,Assente,No
841,Nuvoloso,Assente,No
842,Piovoso,Debole,No
843,Piovoso,Forte,No
844,Soleggiato,Debole,No
845,Soleggiato,Forte,Sì
846,Soleggiato,Assente,Sì
847,Nuvoloso,Debole,Sì
848,Nuvoloso,Forte,No
849,Piovoso,Assente,Sì
850,Nuvoloso,Debole,No
851,Nuvoloso,Assente,No
852,Nuvoloso,Debole,No
853,Soleggiato,Assente,No
854,Piovoso,Debole,No
855,Nuvoloso,Debole,No
856,Nuvoloso,Forte,No
857,Soleggiato,Forte,Sì
858,Nuvoloso,Forte,Sì
