,Meteo,Vento,Gioca
472,Soleggiato,Debole,Sì
473,Nuvoloso,Debole,Sì
474,Soleggiato,Assente,No
475,Nuvoloso,Debole,Sì
476,Nuvoloso,Assente,No
477,Soleggiato,Assente,Sì
478,Soleggiato,Assente,No
479,Nuvoloso,Assente,Sì
480,Piovoso,Assente,Sì
481,Soleggiato,Assente,No
482,Nuvoloso,Assente,No
483,Nuvoloso,Forte,No
484,Nuvoloso,Assente,Sì
485,Nuvoloso,Debole,No
486,Soleggiato,Forte,No
487,Nuvoloso,Assente,Sì
488,Soleggiato,Debole,Sì
489,Piovoso,Assente,No
490,Nuvoloso,Assente,Sì
491,Soleggiato,Assente,Sì
492,Soleggiato,Forte,Sì
493,Soleggiato,Assente,Sì
494,Nuvoloso,Forte,No
495,Nuvoloso,Assente,No
496,Piovoso,Debole,No
497,Nuvoloso,Forte,Sì
498,Nuvoloso,Assente,No
499,Nuvoloso,Debole,No
500,Nuvoloso,Assente,Sì
501,Nuvoloso,Assente,Sì
502,Piovoso,Forte,No
503,Nuvoloso,Forte,No
504,Soleggiato,Forte,Sì
505,Nuvoloso,Forte,Sì
506,Nuvoloso,Assente,No
507,Soleggiato,Assente,Sì
508,Nuvoloso,Forte,No
509,Soleggiato,Debole,Sì
510,Nuvoloso,Debole,Sì
511,Soleggiato,Debole,Sì
512,Nuvoloso,Assente,No
513,Soleggiato,Debole,Sì
514,Nuvoloso,Assente,No
515,Soleggiato,Assente,Sì
516,Nuvoloso,Assente,Sì
517,Piovoso,Debole,Sì
518,Soleggiato,Debole,Sì
519,Nuvoloso,Debole,No
520,Nuvoloso,Forte,Sì
521,Soleggiato,Assente,Sì
522,Piovoso,Debole,No
523,Nuvoloso,Forte,No
524,Soleggiato,Assente,Sì
525,Soleggiato,Debole,Sì
526,Soleggiato,Forte,Sì
527,Piovoso,Debole,No
528,Piovoso,Assente,No
529,Nuvoloso,Assente,No
530,Soleggiato,Assente,Sì
531,Piovoso,Debole,No
532,Piovoso,Debole,No
533,Piovoso,Debole,No
534,Piovoso,Assente,Sì
535,Soleggiato,Assente,No
536,Nuvoloso,Assente,No
537,Soleggiato,Assente,Sì
538,Soleggiato,Forte,Sì
539,Soleggiato,Debole,No
540,Soleggiato,Assente,Sì
541,Nuvoloso,Debole,No
542,Soleggiato,Assente,Sì
543,Nuvoloso,Forte,Sì
544,Soleggiato,Forte,Sì
545,Piovoso,Assente,No
546,Nuvoloso,Assente,Sì
547,Soleggiato,Assente,Sì
548,Nuvoloso,Assente,Sì
549,Soleggiato,Forte,Sì
550,Soleggiato,Debole,Sì
551,Nuvoloso,Forte,Sì
552,Nuvoloso,Debole,No
553,Piovoso,Forte,Sì
554,Soleggiato,Debole,No
555,Soleggiato,Assente,Sì
556,Nuvoloso,Assente,No
557,Soleggiato,Assente,Sì
558,Nuvoloso,Assente,No
559,Piovoso,Assente,No
560,Soleggiato,Debole,No
561,Nuvoloso,Assente,No
562,Nuvoloso,Assente,Sì
563,Piovoso,Forte,Sì
564,Nuvoloso,Assente,No
565,Nuvoloso,Assente,No
566,Nuvoloso,Forte,No
567,Piovoso,Debole,No
568,Soleggiato,Assente,Sì
569,Nuvoloso,Assente,No
570,Nuvoloso,Assente,Sì
571,Soleggiato,Assente,Sì
572,Soleggiato,Assente,Sì
573,Soleggiato,Assente,Sì
574,Piovoso,Forte,No
575,Soleggiato,Assente,Sì
576,Nuvoloso,Forte,Sì
577,Nuvoloso,Assente,No
578,Soleggiato,Assente,Sì
579,Nuvoloso,Assente,No
580,Nuvoloso,Forte,No
581,Soleggiato,Debole,Sì
582,Nuvoloso,Debole,No
583,Soleggiato,Assente,Sì
584,Soleggiato,Assente,No
585,Soleggiato,Assente,Sì
586,Nuvoloso,Assente,No
587,Nuvoloso,Forte,No
588,Soleggiato,Assente,Sì
589,Piovoso,Forte,No
590,Soleggiato,Debole,No
591,Nuvoloso,Debole,Sì
592,Nuvoloso,Debole,No
593,Piovoso,Assente,No
594,Soleggiato,Forte,Sì
595,Nuvoloso,Debole,No
596,Nuvoloso,Assente,No
597,Nuvoloso,Debole,Sì
598,Piovoso,Assente,Sì
599,Nuvoloso,Assente,No
600,Nuvoloso,Debole,No
601,Nuvoloso,Assente,Sì
602,Nuvoloso,Assente,Sì
603,Soleggiato,Forte,Sì
604,Piovoso,Assente,Sì
605,Piovoso,Forte,No
606,Piovoso,Forte,No
607,Soleggiato,Debole,Sì
608,Soleggiato,Assente,Sì
609,Soleggiato,Assente,No
610,Soleggiato,Debole,Sì
611,Soleggiato,Assente,No
612,Nuvoloso,Debole,No
613,Soleggiato,Assente,No
614,Soleggiato,Assente,Sì
615,Nuvoloso,Debole,No
616,Nuvoloso,Assente,Sì
617,Soleggiato,Debole,Sì
618,Soleggiato,Assente,Sì
619,Nuvoloso,Debole,No
620,Nuvoloso,Forte,No
621,Nuvoloso,Assente,No
622,Soleggiato,Assente,No
623,Soleggiato,Assente,No
624,Soleggiato,Assente,Sì
625,Piovoso,Assente,Sì
626,Nuvoloso,Forte,No
627,Piovoso,Forte,No
628,Piovoso,Assente,No
629,Soleggiato,Forte,Sì
630,Soleggiato,Assente,Sì
631,Soleggiato,Debole,Sì
632,Nuvoloso,Assente,No
633,Nuvoloso,Debole,No
634,Piovoso,Assente,No
635,Soleggiato,Assente,No
636,Soleggiato,Assente,Sì
637,Piovoso,Forte,No
638,Nuvoloso,Assente,Sì
639,Piovoso,Assente,Sì
640,Soleggiato,Debole,No
641,Soleggiato,Assente,Sì
642,Nuvoloso,Forte,No
643,Soleggiato,Forte,Sì
644,Soleggiato,Assente,Sì
645,Soleggiato,Forte,No
646,Soleggiato,Debole,Sì
647,Nuvoloso,Assente,Sì
648,Nuvoloso,Forte,No
649,Soleggiato,Assente,Sì
650,Piovoso,Assente,Sì
651,Nuvoloso,Assente,Sì
652,Soleggiato,Assente,Sì
653,Piovoso,Assente,No
654,Soleggiato,Assente,Sì
655,Soleggiato,Debole,Sì
656,Soleggiato,Debole,No
657,Piovoso,Assente,No
658,Soleggiato,Debole,Sì
659,Nuvoloso,Assente,No
660,Piovoso,Assente,No
661,Nuvoloso,Forte,No
662,Nuvoloso,Debole,No
663,Nuvoloso,Debole,No
664,Nuvoloso,Forte,Sì
665,Piovoso,Debole,No
666,Soleggiato,Debole,No
667,Nuvoloso,Forte,No
668,Nuvoloso,Assente,Sì
669,Nuvoloso,Forte,Sì
670,Soleggiato,Assente,Sì
671,Soleggiato,Debole,Sì
672,Soleggiato,Assente,Sì
673,Nuvoloso,Debole,No
674,Piovoso,Forte,No
675,Soleggiato,Debole,Sì
676,Soleggiato,Assente,Sì
677,Soleggiato,Assente,Sì
678,Soleggiato,Assente,Sì
679,Piovoso,Debole,No
680,Soleggiato,Debole,Sì
681,Soleggiato,Assente,Sì
682,Piovoso,Debole,No
683,Soleggiato,Debole,Sì
684,Soleggiato,Assente,Sì
685,Soleggiato,Assente,Sì
686,Piovoso,Assente,No
687,Soleggiato,Assente,Sì
688,Soleggiato,Forte,No
689,Soleggiato,Assente,Sì
690,Piovoso,Assente,No
691,Soleggiato,Debole,Sì
692,Nuvoloso,Assente,No
693,Piovoso,Assente,No
694,Soleggiato,Assente,Sì
695,Soleggiato,Assente,Sì
696,Nuvoloso,Forte,Sì
697,Piovoso,Debole,No
698,Nuvoloso,Forte,No
699,Nuvoloso,Forte,No
700,Soleggiato,Assente,Sì
701,Piovoso,Debole,No
702,Soleggiato,Assente,No
703,Nuvoloso,Debole,No
704,Nuvoloso,Assente,No
705,Nuvoloso,Debole,No
706,Piovoso,Debole,No
707,Piovoso,Debole,Sì
708,Soleggiato,Assente,Sì
709,Nuvoloso,Forte,Sì
710,Piovoso,Assente,No
711,Nuvoloso,Assente,No
712,Soleggiato,Assente,Sì
713,Piovoso,Assente,No
714,Piovoso,Debole,No
715,Soleggiato,Assente,No
716,Soleggiato,Assente,No
717,Nuvoloso,Forte,No
718,Nuvoloso,Assente,No
719,Soleggiato,Forte,No
720,Piovoso,Debole,Sì
721,Piovoso,Debole,Sì
722,Soleggiato,Assente,No
723,Piovoso,Assente,No
724,Soleggiato,Assente,Sì
725,Soleggiato,Assente,Sì
726,Soleggiato,Debole,Sì
727,Nuvoloso,Assente,Sì
728,Soleggiato,Assente,No
729,Piovoso,Assente,Sì
730,Soleggiato,Forte,Sì
731,Nuvoloso,Debole,Sì
732,Nuvoloso,Assente,Sì
733,Nuvoloso,Forte,No
734,Soleggiato,Assente,Sì
735,Piovoso,Assente,No
736,Nuvoloso,Assente,Sì
737,Nuvoloso,Assente,Sì
738,Soleggiato,Assente,No
739,Soleggiato,Forte,No
740,Piovoso,Assente,Sì
741,Soleggiato,Forte,No
742,Piovoso,Forte,No
743,Piovoso,Debole,No
744,Piovoso,Debole,No
745,Piovoso,Assente,No
746,Nuvoloso,Debole,Sì
747,Soleggiato,Assente,Sì
748,Soleggiato,Assente,Sì
749,Soleggiato,Debole,Sì
750,Nuvoloso,Debole,Sì
751,Nuvoloso,Debole,No
752,Nuvoloso,Debole,Sì
753,Piovoso,Assente,No
754,Soleggiato,Debole,No
755,Soleggiato,Assente,No
756,Nuvoloso,Assente,Sì
757,Soleggiato,Assente,Sì
758,Soleggiato,Assente,Sì
759,Soleggiato,Debole,Sì
760,Nuvoloso,Debole,Sì
761,Soleggiato,Assente,Sì
762,Soleggiato,Assente,No
763,Soleggiato,Assente,Sì
764,Soleggiato,Debole,Sì
765,Soleggiato,Assente,Sì
766,Soleggiato,Debole,Sì
767,Piovoso,Debole,Sì
768,Nuvoloso,Debole,No
769,Piovoso,Assente,No
770,Piovoso,Assente,No
771,Nuvoloso,Debole,Sì
772,Soleggiato,Debole,No
773,Nuvoloso,Debole,Sì
774,Soleggiato,Assente,Sì
775,Nuvoloso,Assente,No
776,Nuvoloso,Forte,No
777,Soleggiato,Debole,Sì
778,Soleggiato,Assente,No
779,Nuvoloso,Forte,No
780,Soleggiato,Assente,Sì
781,Nuvoloso,Debole,No
782,Nuvoloso,Assente,Sì
783,Nuvoloso,Debole,No
784,Nuvoloso,Assente,Sì
785,Piovoso,Forte,No
786,Piovoso,Debole,No
787,Soleggiato,Assente,Sì
788,Piovoso,Assente,No
789,Nuvoloso,Assente,No
790,Nuvoloso,Assente,No
791,Soleggiato,Debole,No
792,Nuvoloso,Debole,No
793,Soleggiato,Assente,Sì
794,Nuvoloso,Assente,Sì
795,Nuvoloso,Assente,Sì
796,Piovoso,Debole,No
797,Soleggiato,Debole,No
798,Piovoso,Forte,Sì
799,Soleggiato,Assente,Sì
800,Nuvoloso,Assente,Sì
801,Nuvoloso,Forte,No
802,Piovoso,Debole,No
803,Soleggiato,Assente,Sì
804,Nuvoloso,Debole,No
805,Nuvoloso,Debole,No
806,Piovoso,Forte,No
807,Soleggiato,Debole,No
808,Soleggiato,Debole,No
809,Soleggiato,Forte,No
810,Nuvoloso,Assente,Sì
811,Piovoso,Assente,Sì
812,Nuvoloso,Debole,No
813,Nuvoloso,Debole,No
814,Nuvoloso,Debole,Sì
815,Nuvoloso,Assente,No
816,Nuvoloso,Assente,Sì
817,Nuvoloso,Debole,Sì
818,Soleggiato,Assente,Sì
819,Nuvoloso,Debole,No
820,Nuvoloso,Assente,Sì
821,Soleggiato,Debole,Sì
822,Soleggiato,Debole,Sì
823,Nuvoloso,Debole,No
824,Soleggiato,Assente,Sì
825,Nuvoloso,Assente,No
826,Soleggiato,Debole,Sì
827,Piovoso,Assente,No
828,Nuvoloso,Debole,No
829,Piovoso,Forte,No
830,Nuvoloso,Assente,No
831,Soleggiato,Assente,No
832,Soleggiato,Assente,Sì
833,Piovoso,Assente,No
834,Soleggiato,Assente,No
835,Soleggiato,Debole,Sì
836,Soleggiato,Assente,No
837,Soleggiato,Assente,Sì
838,Piovoso,Assente,No
839,Soleggiato,Assente,Sì
840,Soleggiato,Assente,Sì
841,Nuvoloso,Assente,Sì
842,Nuvoloso,Debole,No
843,Nuvoloso,Assente,Sì
844,Piovoso,Assente,Sì
845,Piovoso,Forte,Sì
846,Nuvoloso,Assente,Sì
847,Nuvoloso,Assente,No
848,Piovoso,Assente,No
849,Piovoso,Assente,No
850,Soleggiato,Forte,Sì
851,Soleggiato,Debole,Sì
852,Nuvoloso,Assente,Sì
853,Soleggiato,Forte,No
854,Soleggiato,Debole,Sì
855,Soleggiato,Assente,Sì
856,Nuvoloso,Assente,No
857,Soleggiato,Forte,Sì
858,Nuvoloso,Assente,Sì
859,Piovoso,Debole,No
860,Nuvoloso,Assente,No
