Sup,nStanze,age,y_age,id,anno
116.0,4.0,22.0,160000.0,0.0,0.0
71.0,2.0,40.0,67000.0,0.0,0.0
105.0,4.0,41.0,131000.0,0.0,0.0
86.0,3.0,25.0,95000.0,0.0,0.0
95.0,3.0,47.0,110000.0,0.0,0.0
80.0,3.0,32.0,83000.0,0.0,0.0
99.0,3.0,34.0,121000.0,0.0,0.0
104.0,4.0,29.0,132000.0,0.0,0.0
92.0,3.0,27.0,108000.0,0.0,0.0
99.0,3.0,37.0,120000.0,0.0,0.0
84.0,3.0,36.0,91000.0,0.0,0.0
114.0,4.0,32.0,152000.0,0.0,0.0
82.0,3.0,35.0,86000.0,0.0,0.0
62.0,2.0,34.0,54000.0,0.0,0.0
93.0,3.0,26.0,109000.0,0.0,0.0
94.0,3.0,24.0,110000.0,0.0,0.0
78.0,3.0,40.0,79000.0,0.0,0.0
68.0,2.0,29.0,63000.0,0.0,0.0
65.0,2.0,31.0,58000.0,0.0,0.0
88.0,3.0,36.0,98000.0,0.0,0.0
83.0,3.0,25.0,90000.0,0.0,0.0
91.0,3.0,23.0,106000.0,0.0,0.0
148.0,5.0,39.0,240000.0,0.0,0.0
74.0,3.0,28.0,71000.0,0.0,0.0
103.0,3.0,26.0,130000.0,0.0,0.0
109.0,4.0,31.0,142000.0,0.0,0.0
102.0,3.0,35.0,126000.0,0.0,0.0
58.0,2.0,33.0,48000.0,0.0,0.0
105.0,3.0,31.0,132000.0,0.0,0.0
56.0,2.0,35.0,44000.0,0.0,0.0
93.0,3.0,20.0,111000.0,0.0,0.0
85.0,3.0,31.0,92000.0,0.0,0.0
98.0,3.0,14.0,122000.0,0.0,0.0
121.0,4.0,31.0,173000.0,0.0,0.0
101.0,3.0,28.0,125000.0,0.0,0.0
117.0,4.0,28.0,163000.0,0.0,0.0
75.0,3.0,40.0,73000.0,0.0,0.0
82.0,3.0,37.0,87000.0,0.0,0.0
62.0,2.0,31.0,52000.0,0.0,0.0
56.0,2.0,22.0,45000.0,0.0,0.0
111.0,4.0,22.0,150000.0,0.0,0.0
86.0,3.0,41.0,94000.0,0.0,0.0
109.0,4.0,33.0,142000.0,0.0,0.0
77.0,3.0,36.0,77000.0,0.0,0.0
117.0,4.0,30.0,163000.0,0.0,0.0
87.0,3.0,48.0,94000.0,0.0,0.0
64.0,2.0,32.0,55000.0,0.0,0.0
114.0,4.0,37.0,153000.0,0.0,0.0
86.0,3.0,28.0,95000.0,0.0,0.0
99.0,3.0,34.0,121000.0,0.0,0.0
94.0,3.0,20.0,114000.0,0.0,0.0
67.0,2.0,29.0,61000.0,0.0,0.0
74.0,3.0,32.0,72000.0,0.0,0.0
74.0,3.0,43.0,70000.0,0.0,0.0
74.0,3.0,38.0,72000.0,0.0,0.0
93.0,3.0,30.0,109000.0,0.0,0.0
82.0,3.0,27.0,87000.0,0.0,0.0
96.0,3.0,39.0,113000.0,0.0,0.0
98.0,3.0,25.0,119000.0,0.0,0.0
85.0,3.0,42.0,90000.0,0.0,0.0
91.0,3.0,27.0,106000.0,0.0,0.0
151.0,5.0,37.0,249000.0,0.0,0.0
66.0,2.0,20.0,61000.0,0.0,0.0
77.0,3.0,36.0,77000.0,0.0,0.0
104.0,3.0,29.0,131000.0,0.0,0.0
92.0,3.0,27.0,106000.0,0.0,0.0
97.0,3.0,38.0,116000.0,0.0,0.0
99.0,3.0,19.0,124000.0,0.0,0.0
112.0,4.0,34.0,150000.0,0.0,0.0
87.0,3.0,44.0,94000.0,0.0,0.0
83.0,3.0,20.0,91000.0,0.0,0.0
103.0,3.0,41.0,126000.0,0.0,0.0
113.0,4.0,31.0,152000.0,0.0,0.0
105.0,4.0,30.0,132000.0,0.0,0.0
111.0,4.0,20.0,149000.0,0.0,0.0
99.0,3.0,36.0,118000.0,0.0,0.0
105.0,3.0,24.0,133000.0,0.0,0.0
78.0,3.0,42.0,77000.0,0.0,0.0
102.0,3.0,34.0,126000.0,0.0,0.0
58.0,2.0,40.0,45000.0,0.0,0.0
110.0,4.0,19.0,147000.0,0.0,0.0
86.0,3.0,28.0,94000.0,0.0,0.0
110.0,4.0,38.0,145000.0,0.0,0.0
84.0,3.0,30.0,92000.0,0.0,0.0
98.0,3.0,39.0,115000.0,0.0,0.0
93.0,3.0,28.0,109000.0,0.0,0.0
103.0,3.0,43.0,125000.0,0.0,0.0
81.0,3.0,28.0,86000.0,0.0,0.0
92.0,3.0,24.0,108000.0,0.0,0.0
105.0,4.0,44.0,132000.0,0.0,0.0
117.0,4.0,44.0,157000.0,0.0,0.0
104.0,3.0,42.0,130000.0,0.0,0.0
54.0,2.0,41.0,40000.0,0.0,0.0
101.0,3.0,38.0,122000.0,0.0,0.0
67.0,2.0,26.0,61000.0,0.0,0.0
129.0,4.0,38.0,188000.0,0.0,0.0
98.0,3.0,31.0,119000.0,0.0,0.0
100.0,3.0,26.0,124000.0,0.0,0.0
95.0,3.0,37.0,111000.0,0.0,0.0
96.0,3.0,28.0,117000.0,0.0,0.0
103.0,3.0,19.0,131000.0,0.0,0.0
71.0,2.0,28.0,67000.0,0.0,0.0
110.0,4.0,36.0,144000.0,0.0,0.0
81.0,3.0,29.0,85000.0,0.0,0.0
104.0,3.0,28.0,132000.0,0.0,0.0
76.0,3.0,31.0,75000.0,0.0,0.0
64.0,2.0,35.0,56000.0,0.0,0.0
49.0,2.0,39.0,35000.0,0.0,0.0
75.0,2.0,40.0,73000.0,0.0,0.0
102.0,3.0,45.0,125000.0,0.0,0.0
112.0,4.0,37.0,150000.0,0.0,0.0
78.0,3.0,34.0,79000.0,0.0,0.0
84.0,3.0,39.0,89000.0,0.0,0.0
66.0,2.0,59.0,57000.0,0.0,0.0
121.0,4.0,19.0,175000.0,0.0,0.0
87.0,3.0,46.0,93000.0,0.0,0.0
91.0,3.0,30.0,104000.0,0.0,0.0
78.0,3.0,25.0,80000.0,0.0,0.0
53.0,2.0,38.0,40000.0,0.0,0.0
110.0,4.0,28.0,147000.0,0.0,0.0
100.0,3.0,37.0,123000.0,0.0,0.0
79.0,3.0,35.0,83000.0,0.0,0.0
76.0,2.0,38.0,74000.0,0.0,0.0
99.0,3.0,34.0,122000.0,0.0,0.0
96.0,3.0,22.0,116000.0,0.0,0.0
92.0,3.0,45.0,105000.0,0.0,0.0
92.0,3.0,28.0,107000.0,0.0,0.0
124.0,4.0,23.0,180000.0,0.0,0.0
125.0,4.0,29.0,183000.0,0.0,0.0
70.0,2.0,28.0,68000.0,0.0,0.0
75.0,2.0,38.0,73000.0,0.0,0.0
104.0,4.0,42.0,130000.0,0.0,0.0
94.0,3.0,35.0,109000.0,0.0,0.0
82.0,3.0,30.0,87000.0,0.0,0.0
73.0,2.0,32.0,68000.0,0.0,0.0
70.0,2.0,29.0,67000.0,0.0,0.0
76.0,3.0,29.0,78000.0,0.0,0.0
118.0,4.0,36.0,163000.0,0.0,0.0
109.0,4.0,24.0,145000.0,0.0,0.0
111.0,4.0,35.0,145000.0,0.0,0.0
128.0,4.0,43.0,186000.0,0.0,0.0
86.0,3.0,24.0,96000.0,0.0,0.0
83.0,3.0,21.0,90000.0,0.0,0.0
66.0,2.0,46.0,58000.0,0.0,0.0
94.0,3.0,42.0,108000.0,0.0,0.0
101.0,3.0,41.0,124000.0,0.0,0.0
107.0,3.0,26.0,139000.0,0.0,0.0
89.0,3.0,33.0,100000.0,0.0,0.0
77.0,2.0,27.0,77000.0,0.0,0.0
122.0,4.0,28.0,173000.0,0.0,0.0
104.0,3.0,39.0,128000.0,0.0,0.0
75.0,2.0,23.0,75000.0,0.0,0.0
107.0,4.0,29.0,140000.0,0.0,0.0
78.0,3.0,25.0,80000.0,0.0,0.0
105.0,4.0,26.0,134000.0,0.0,0.0
116.0,4.0,24.0,160000.0,0.0,0.0
85.0,3.0,44.0,92000.0,0.0,0.0
98.0,3.0,49.0,115000.0,0.0,0.0
92.0,3.0,14.0,108000.0,0.0,0.0
53.0,2.0,33.0,40000.0,0.0,0.0
107.0,4.0,44.0,138000.0,0.0,0.0
109.0,4.0,31.0,142000.0,0.0,0.0
71.0,2.0,34.0,67000.0,0.0,0.0
86.0,3.0,22.0,97000.0,0.0,0.0
99.0,3.0,36.0,122000.0,0.0,0.0
83.0,3.0,20.0,90000.0,0.0,0.0
70.0,2.0,30.0,65000.0,0.0,0.0
100.0,3.0,21.0,124000.0,0.0,0.0
71.0,2.0,40.0,67000.0,0.0,0.0
77.0,3.0,39.0,78000.0,0.0,0.0
101.0,3.0,39.0,122000.0,0.0,0.0
128.0,4.0,31.0,189000.0,0.0,0.0
121.0,4.0,24.0,171000.0,0.0,0.0
102.0,3.0,34.0,125000.0,0.0,0.0
58.0,2.0,34.0,47000.0,0.0,0.0
81.0,3.0,48.0,82000.0,0.0,0.0
112.0,4.0,32.0,150000.0,0.0,0.0
86.0,3.0,37.0,94000.0,0.0,0.0
75.0,3.0,41.0,74000.0,0.0,0.0
107.0,4.0,23.0,140000.0,0.0,0.0
106.0,4.0,30.0,135000.0,0.0,0.0
108.0,3.0,27.0,140000.0,0.0,0.0
92.0,3.0,33.0,107000.0,0.0,0.0
81.0,3.0,34.0,87000.0,0.0,0.0
111.0,4.0,37.0,148000.0,0.0,0.0
108.0,4.0,34.0,140000.0,0.0,0.0
82.0,3.0,28.0,88000.0,0.0,0.0
93.0,3.0,32.0,108000.0,0.0,0.0
88.0,3.0,31.0,98000.0,0.0,0.0
95.0,3.0,30.0,113000.0,0.0,0.0
100.0,3.0,32.0,122000.0,0.0,0.0
136.0,5.0,34.0,210000.0,0.0,0.0
91.0,3.0,32.0,102000.0,0.0,0.0
89.0,3.0,32.0,100000.0,0.0,0.0
105.0,3.0,38.0,132000.0,0.0,0.0
89.0,3.0,36.0,100000.0,0.0,0.0
83.0,3.0,17.0,91000.0,0.0,0.0
100.0,3.0,34.0,123000.0,0.0,0.0
97.0,3.0,38.0,114000.0,0.0,0.0
91.0,3.0,38.0,102000.0,0.0,0.0
88.0,3.0,32.0,98000.0,0.0,0.0
84.0,3.0,42.0,89000.0,0.0,0.0
99.0,3.0,26.0,120000.0,0.0,0.0
63.0,2.0,30.0,55000.0,0.0,0.0
68.0,2.0,20.0,63000.0,0.0,0.0
99.0,3.0,23.0,119000.0,0.0,0.0
114.0,4.0,28.0,154000.0,0.0,0.0
92.0,3.0,31.0,106000.0,0.0,0.0
87.0,3.0,38.0,97000.0,0.0,0.0
88.0,3.0,27.0,98000.0,0.0,0.0
99.0,3.0,39.0,118000.0,0.0,0.0
117.0,4.0,29.0,161000.0,0.0,0.0
69.0,2.0,34.0,64000.0,0.0,0.0
70.0,2.0,44.0,64000.0,0.0,0.0
115.0,4.0,35.0,156000.0,0.0,0.0
81.0,3.0,27.0,85000.0,0.0,0.0
63.0,2.0,35.0,52000.0,0.0,0.0
116.0,4.0,38.0,158000.0,0.0,0.0
77.0,3.0,34.0,76000.0,0.0,0.0
73.0,2.0,25.0,70000.0,0.0,0.0
116.0,4.0,46.0,157000.0,0.0,0.0
60.0,2.0,35.0,50000.0,0.0,0.0
108.0,3.0,32.0,140000.0,0.0,0.0
85.0,3.0,22.0,95000.0,0.0,0.0
126.0,4.0,31.0,182000.0,0.0,0.0
68.0,2.0,45.0,61000.0,0.0,0.0
104.0,3.0,33.0,133000.0,0.0,0.0
98.0,3.0,17.0,121000.0,0.0,0.0
86.0,3.0,50.0,91000.0,0.0,0.0
86.0,3.0,36.0,93000.0,0.0,0.0
84.0,3.0,33.0,90000.0,0.0,0.0
77.0,3.0,23.0,78000.0,0.0,0.0
104.0,4.0,22.0,132000.0,0.0,0.0
76.0,2.0,21.0,77000.0,0.0,0.0
108.0,4.0,33.0,141000.0,0.0,0.0
132.0,4.0,36.0,196000.0,0.0,0.0
91.0,3.0,37.0,102000.0,0.0,0.0
106.0,3.0,35.0,135000.0,0.0,0.0
100.0,3.0,26.0,124000.0,0.0,0.0
73.0,3.0,31.0,70000.0,0.0,0.0
83.0,3.0,46.0,87000.0,0.0,0.0
122.0,4.0,16.0,177000.0,0.0,0.0
92.0,3.0,38.0,107000.0,0.0,0.0
83.0,3.0,31.0,91000.0,0.0,0.0
104.0,3.0,23.0,133000.0,0.0,0.0
111.0,4.0,39.0,146000.0,0.0,0.0
105.0,3.0,29.0,132000.0,0.0,0.0
87.0,3.0,27.0,97000.0,0.0,0.0
88.0,3.0,32.0,97000.0,0.0,0.0
73.0,2.0,41.0,69000.0,0.0,0.0
90.0,3.0,32.0,103000.0,0.0,0.0
117.0,4.0,38.0,159000.0,0.0,0.0
110.0,4.0,26.0,144000.0,0.0,0.0
77.0,3.0,25.0,79000.0,0.0,0.0
91.0,3.0,18.0,107000.0,0.0,0.0
58.0,2.0,38.0,46000.0,0.0,0.0
100.0,3.0,30.0,123000.0,0.0,0.0
70.0,2.0,28.0,67000.0,0.0,0.0
136.0,5.0,31.0,211000.0,0.0,0.0
80.0,3.0,34.0,85000.0,0.0,0.0
81.0,3.0,29.0,85000.0,0.0,0.0
84.0,3.0,34.0,92000.0,0.0,0.0
70.0,2.0,33.0,64000.0,0.0,0.0
89.0,3.0,18.0,102000.0,0.0,0.0
107.0,3.0,39.0,137000.0,0.0,0.0
69.0,2.0,40.0,63000.0,0.0,0.0
77.0,3.0,22.0,79000.0,0.0,0.0
91.0,3.0,28.0,104000.0,0.0,0.0
79.0,3.0,28.0,82000.0,0.0,0.0
102.0,4.0,27.0,127000.0,0.0,0.0
96.0,3.0,40.0,114000.0,0.0,0.0
55.0,2.0,29.0,43000.0,0.0,0.0
75.0,3.0,34.0,75000.0,0.0,0.0
116.0,4.0,29.0,160000.0,0.0,0.0
80.0,3.0,27.0,83000.0,0.0,0.0
70.0,2.0,33.0,66000.0,0.0,0.0
112.0,4.0,16.0,151000.0,0.0,0.0
88.0,3.0,26.0,99000.0,0.0,0.0
105.0,3.0,34.0,133000.0,0.0,0.0
96.0,3.0,42.0,112000.0,0.0,0.0
100.0,3.0,27.0,124000.0,0.0,0.0
80.0,3.0,38.0,82000.0,0.0,0.0
74.0,3.0,28.0,74000.0,0.0,0.0
110.0,4.0,46.0,140000.0,0.0,0.0
101.0,4.0,41.0,124000.0,0.0,0.0
59.0,2.0,21.0,51000.0,0.0,0.0
100.0,4.0,34.0,122000.0,0.0,0.0
102.0,3.0,35.0,125000.0,0.0,0.0
96.0,3.0,38.0,113000.0,0.0,0.0
87.0,3.0,28.0,99000.0,0.0,0.0
80.0,3.0,31.0,85000.0,0.0,0.0
97.0,3.0,42.0,115000.0,0.0,0.0
77.0,2.0,24.0,78000.0,0.0,0.0
91.0,3.0,20.0,107000.0,0.0,0.0
50.0,2.0,21.0,38000.0,0.0,0.0
91.0,3.0,26.0,106000.0,0.0,0.0
99.0,3.0,42.0,120000.0,0.0,0.0
103.0,4.0,32.0,129000.0,0.0,0.0
52.0,2.0,23.0,40000.0,0.0,0.0
73.0,2.0,29.0,71000.0,0.0,0.0
79.0,3.0,31.0,81000.0,0.0,0.0
97.0,3.0,22.0,118000.0,0.0,0.0
71.0,2.0,15.0,70000.0,0.0,0.0
95.0,3.0,39.0,109000.0,0.0,0.0
73.0,2.0,32.0,70000.0,0.0,0.0
78.0,3.0,26.0,81000.0,0.0,0.0
96.0,3.0,16.0,116000.0,0.0,0.0
110.0,4.0,27.0,146000.0,0.0,0.0
55.0,2.0,39.0,41000.0,0.0,0.0
104.0,3.0,32.0,130000.0,0.0,0.0
74.0,3.0,38.0,72000.0,0.0,0.0
70.0,2.0,28.0,65000.0,0.0,0.0
76.0,3.0,36.0,76000.0,0.0,0.0
74.0,3.0,28.0,72000.0,0.0,0.0
88.0,3.0,26.0,100000.0,0.0,0.0
104.0,4.0,24.0,137000.0,0.0,0.0
111.0,4.0,16.0,151000.0,0.0,0.0
85.0,3.0,30.0,93000.0,0.0,0.0
66.0,2.0,10.0,62000.0,0.0,0.0
79.0,2.0,37.0,82000.0,0.0,0.0
134.0,5.0,32.0,205000.0,0.0,0.0
71.0,2.0,30.0,67000.0,0.0,0.0
76.0,3.0,40.0,75000.0,0.0,0.0
85.0,3.0,31.0,92000.0,0.0,0.0
69.0,2.0,42.0,64000.0,0.0,0.0
59.0,2.0,19.0,50000.0,0.0,0.0
99.0,3.0,52.0,116000.0,0.0,0.0
104.0,3.0,44.0,130000.0,0.0,0.0
106.0,4.0,24.0,137000.0,0.0,0.0
103.0,3.0,36.0,128000.0,0.0,0.0
78.0,3.0,38.0,80000.0,0.0,0.0
106.0,3.0,35.0,136000.0,0.0,0.0
57.0,2.0,40.0,45000.0,0.0,0.0
81.0,3.0,32.0,85000.0,0.0,0.0
113.0,4.0,33.0,152000.0,0.0,0.0
47.0,2.0,31.0,32000.0,0.0,0.0
85.0,3.0,27.0,95000.0,0.0,0.0
82.0,3.0,32.0,86000.0,0.0,0.0
55.0,2.0,31.0,42000.0,0.0,0.0
96.0,3.0,36.0,111000.0,0.0,0.0
81.0,3.0,34.0,84000.0,0.0,0.0
41.0,1.0,47.0,23000.0,0.0,0.0
85.0,3.0,19.0,94000.0,0.0,0.0
109.0,4.0,36.0,141000.0,0.0,0.0
119.0,4.0,37.0,167000.0,0.0,0.0
71.0,2.0,20.0,69000.0,0.0,0.0
94.0,3.0,38.0,108000.0,0.0,0.0
95.0,3.0,32.0,110000.0,0.0,0.0
87.0,3.0,39.0,95000.0,0.0,0.0
87.0,3.0,44.0,94000.0,0.0,0.0
75.0,2.0,24.0,75000.0,0.0,0.0
73.0,3.0,36.0,71000.0,0.0,0.0
86.0,3.0,41.0,93000.0,0.0,0.0
131.0,4.0,46.0,195000.0,0.0,0.0
91.0,3.0,47.0,102000.0,0.0,0.0
79.0,3.0,21.0,82000.0,0.0,0.0
54.0,2.0,17.0,42000.0,0.0,0.0
88.0,3.0,24.0,100000.0,0.0,0.0
71.0,2.0,22.0,69000.0,0.0,0.0
110.0,4.0,20.0,148000.0,0.0,0.0
56.0,2.0,37.0,44000.0,0.0,0.0
85.0,3.0,37.0,90000.0,0.0,0.0
77.0,3.0,34.0,79000.0,0.0,0.0
52.0,2.0,28.0,39000.0,0.0,0.0
73.0,2.0,31.0,71000.0,0.0,0.0
91.0,3.0,37.0,103000.0,0.0,0.0
86.0,3.0,27.0,94000.0,0.0,0.0
98.0,3.0,30.0,117000.0,0.0,0.0
82.0,3.0,33.0,85000.0,0.0,0.0
96.0,3.0,33.0,114000.0,0.0,0.0
83.0,3.0,24.0,89000.0,0.0,0.0
79.0,3.0,19.0,82000.0,0.0,0.0
99.0,3.0,38.0,119000.0,0.0,0.0
89.0,3.0,21.0,101000.0,0.0,0.0
89.0,3.0,34.0,100000.0,0.0,0.0
80.0,2.0,54.0,78000.0,0.0,0.0
81.0,3.0,28.0,87000.0,0.0,0.0
81.0,3.0,33.0,85000.0,0.0,0.0
100.0,3.0,23.0,126000.0,0.0,0.0
87.0,3.0,40.0,96000.0,0.0,0.0
87.0,3.0,18.0,99000.0,0.0,0.0
50.0,2.0,31.0,36000.0,0.0,0.0
78.0,3.0,20.0,83000.0,0.0,0.0
77.0,3.0,33.0,77000.0,0.0,0.0
116.0,4.0,23.0,161000.0,0.0,0.0
128.0,4.0,24.0,190000.0,0.0,0.0
85.0,3.0,36.0,92000.0,0.0,0.0
99.0,3.0,24.0,121000.0,0.0,0.0
73.0,2.0,30.0,70000.0,0.0,0.0
84.0,3.0,26.0,91000.0,0.0,0.0
98.0,3.0,29.0,118000.0,0.0,0.0
94.0,3.0,52.0,106000.0,0.0,0.0
98.0,3.0,19.0,121000.0,0.0,0.0
90.0,3.0,26.0,102000.0,0.0,0.0
74.0,2.0,32.0,72000.0,0.0,0.0
60.0,2.0,23.0,52000.0,0.0,0.0
108.0,4.0,34.0,141000.0,0.0,0.0
87.0,3.0,34.0,95000.0,0.0,0.0
133.0,4.0,27.0,202000.0,0.0,0.0
67.0,2.0,55.0,57000.0,0.0,0.0
91.0,3.0,36.0,102000.0,0.0,0.0
90.0,3.0,24.0,103000.0,0.0,0.0
111.0,4.0,23.0,148000.0,0.0,0.0
87.0,3.0,34.0,96000.0,0.0,0.0
96.0,3.0,42.0,113000.0,0.0,0.0
105.0,4.0,30.0,135000.0,0.0,0.0
49.0,2.0,23.0,36000.0,0.0,0.0
109.0,4.0,22.0,146000.0,0.0,0.0
70.0,2.0,37.0,64000.0,0.0,0.0
100.0,3.0,38.0,122000.0,0.0,0.0
113.0,4.0,28.0,152000.0,0.0,0.0
82.0,3.0,38.0,86000.0,0.0,0.0
85.0,3.0,33.0,93000.0,0.0,0.0
83.0,3.0,19.0,89000.0,0.0,0.0
69.0,2.0,37.0,62000.0,0.0,0.0
51.0,2.0,35.0,39000.0,0.0,0.0
94.0,3.0,41.0,107000.0,0.0,0.0
113.0,4.0,8.0,157000.0,0.0,0.0
75.0,3.0,14.0,76000.0,0.0,0.0
89.0,3.0,35.0,98000.0,0.0,0.0
114.0,4.0,33.0,152000.0,0.0,0.0
111.0,4.0,27.0,148000.0,0.0,0.0
57.0,2.0,26.0,46000.0,0.0,0.0
57.0,2.0,21.0,47000.0,0.0,0.0
92.0,3.0,1.0,110000.0,0.0,0.0
103.0,4.0,40.0,128000.0,0.0,0.0
79.0,3.0,31.0,81000.0,0.0,0.0
71.0,2.0,9.0,70000.0,0.0,0.0
124.0,4.0,31.0,181000.0,0.0,0.0
98.0,3.0,14.0,123000.0,0.0,0.0
95.0,3.0,32.0,113000.0,0.0,0.0
90.0,3.0,43.0,101000.0,0.0,0.0
99.0,3.0,29.0,120000.0,0.0,0.0
82.0,3.0,36.0,86000.0,0.0,0.0
97.0,3.0,12.0,120000.0,0.0,0.0
74.0,3.0,30.0,73000.0,0.0,0.0
59.0,2.0,42.0,47000.0,0.0,0.0
98.0,3.0,29.0,119000.0,0.0,0.0
103.0,4.0,21.0,131000.0,0.0,0.0
91.0,3.0,29.0,103000.0,0.0,0.0
76.0,3.0,49.0,75000.0,0.0,0.0
90.0,3.0,40.0,101000.0,0.0,0.0
103.0,4.0,28.0,131000.0,0.0,0.0
104.0,4.0,44.0,129000.0,0.0,0.0
92.0,3.0,41.0,105000.0,0.0,0.0
99.0,3.0,29.0,120000.0,0.0,0.0
108.0,3.0,18.0,143000.0,0.0,0.0
55.0,2.0,33.0,43000.0,0.0,0.0
100.0,3.0,23.0,123000.0,0.0,0.0
49.0,2.0,36.0,34000.0,0.0,0.0
82.0,3.0,42.0,84000.0,0.0,0.0
99.0,3.0,42.0,121000.0,0.0,0.0
56.0,2.0,14.0,48000.0,0.0,0.0
93.0,3.0,27.0,110000.0,0.0,0.0
77.0,3.0,42.0,76000.0,0.0,0.0
99.0,3.0,28.0,120000.0,0.0,0.0
91.0,3.0,22.0,105000.0,0.0,0.0
99.0,3.0,40.0,120000.0,0.0,0.0
72.0,3.0,44.0,69000.0,0.0,0.0
84.0,3.0,40.0,89000.0,0.0,0.0
76.0,3.0,17.0,78000.0,0.0,0.0
83.0,3.0,48.0,85000.0,0.0,0.0
94.0,3.0,23.0,111000.0,0.0,0.0
96.0,3.0,19.0,115000.0,0.0,0.0
74.0,2.0,32.0,72000.0,0.0,0.0
55.0,2.0,12.0,46000.0,0.0,0.0
93.0,3.0,27.0,109000.0,0.0,0.0
90.0,3.0,19.0,107000.0,0.0,0.0
77.0,3.0,47.0,76000.0,0.0,0.0
115.0,4.0,30.0,157000.0,0.0,0.0
121.0,4.0,22.0,172000.0,0.0,0.0
78.0,3.0,31.0,80000.0,0.0,0.0
89.0,3.0,36.0,98000.0,0.0,0.0
101.0,3.0,34.0,125000.0,0.0,0.0
76.0,2.0,27.0,76000.0,0.0,0.0
74.0,2.0,38.0,70000.0,0.0,0.0
55.0,2.0,40.0,41000.0,0.0,0.0
93.0,3.0,23.0,111000.0,0.0,0.0
77.0,3.0,41.0,76000.0,0.0,0.0
78.0,3.0,24.0,81000.0,0.0,0.0
68.0,2.0,21.0,64000.0,0.0,0.0
110.0,4.0,43.0,144000.0,0.0,0.0
90.0,3.0,31.0,101000.0,0.0,0.0
97.0,3.0,37.0,115000.0,0.0,0.0
107.0,3.0,39.0,134000.0,0.0,0.0
110.0,4.0,38.0,145000.0,0.0,0.0
102.0,3.0,37.0,124000.0,0.0,0.0
110.0,4.0,13.0,148000.0,0.0,0.0
