Sup,nStanze,age,y_age,id,anno
121.0,5.0,36.0,324000.0,0.0,0.0
123.0,5.0,36.0,327000.0,0.0,0.0
86.0,4.0,35.0,254000.0,0.0,0.0
79.0,3.0,36.0,236000.0,0.0,0.0
59.0,2.0,25.0,175000.0,0.0,0.0
79.0,3.0,23.0,238000.0,0.0,0.0
88.0,3.0,27.0,260000.0,0.0,0.0
74.0,3.0,54.0,218000.0,0.0,0.0
111.0,4.0,58.0,305000.0,0.0,0.0
72.0,3.0,51.0,213000.0,0.0,0.0
79.0,3.0,52.0,233000.0,0.0,0.0
93.0,4.0,35.0,271000.0,0.0,0.0
95.0,4.0,42.0,276000.0,0.0,0.0
88.0,3.0,47.0,259000.0,0.0,0.0
79.0,3.0,43.0,235000.0,0.0,0.0
94.0,4.0,42.0,272000.0,0.0,0.0
111.0,5.0,42.0,307000.0,0.0,0.0
67.0,3.0,31.0,201000.0,0.0,0.0
106.0,4.0,39.0,298000.0,0.0,0.0
105.0,4.0,38.0,296000.0,0.0,0.0
76.0,3.0,42.0,227000.0,0.0,0.0
44.0,2.0,41.0,116000.0,0.0,0.0
83.0,3.0,47.0,246000.0,0.0,0.0
111.0,4.0,26.0,309000.0,0.0,0.0
117.0,5.0,38.0,317000.0,0.0,0.0
91.0,4.0,41.0,267000.0,0.0,0.0
91.0,4.0,52.0,265000.0,0.0,0.0
77.0,3.0,33.0,230000.0,0.0,0.0
75.0,3.0,52.0,221000.0,0.0,0.0
115.0,5.0,49.0,313000.0,0.0,0.0
88.0,3.0,31.0,259000.0,0.0,0.0
80.0,3.0,25.0,242000.0,0.0,0.0
110.0,4.0,35.0,306000.0,0.0,0.0
115.0,5.0,30.0,315000.0,0.0,0.0
53.0,2.0,37.0,151000.0,0.0,0.0
81.0,3.0,33.0,241000.0,0.0,0.0
68.0,3.0,41.0,204000.0,0.0,0.0
92.0,4.0,26.0,271000.0,0.0,0.0
69.0,3.0,40.0,206000.0,0.0,0.0
112.0,4.0,43.0,308000.0,0.0,0.0
110.0,4.0,49.0,305000.0,0.0,0.0
100.0,4.0,30.0,288000.0,0.0,0.0
61.0,2.0,35.0,180000.0,0.0,0.0
115.0,5.0,46.0,313000.0,0.0,0.0
106.0,4.0,54.0,296000.0,0.0,0.0
86.0,3.0,27.0,256000.0,0.0,0.0
118.0,5.0,49.0,318000.0,0.0,0.0
82.0,3.0,50.0,242000.0,0.0,0.0
83.0,3.0,41.0,247000.0,0.0,0.0
104.0,4.0,40.0,294000.0,0.0,0.0
131.0,5.0,38.0,336000.0,0.0,0.0
103.0,4.0,47.0,292000.0,0.0,0.0
110.0,4.0,48.0,304000.0,0.0,0.0
73.0,3.0,41.0,218000.0,0.0,0.0
138.0,5.0,29.0,345000.0,0.0,0.0
87.0,3.0,35.0,257000.0,0.0,0.0
98.0,4.0,44.0,281000.0,0.0,0.0
84.0,3.0,25.0,250000.0,0.0,0.0
99.0,4.0,34.0,285000.0,0.0,0.0
97.0,4.0,43.0,279000.0,0.0,0.0
83.0,3.0,38.0,246000.0,0.0,0.0
113.0,4.0,35.0,311000.0,0.0,0.0
120.0,5.0,36.0,322000.0,0.0,0.0
71.0,3.0,37.0,212000.0,0.0,0.0
94.0,4.0,35.0,274000.0,0.0,0.0
85.0,3.0,49.0,250000.0,0.0,0.0
68.0,3.0,46.0,201000.0,0.0,0.0
80.0,3.0,39.0,238000.0,0.0,0.0
128.0,5.0,42.0,333000.0,0.0,0.0
103.0,4.0,33.0,293000.0,0.0,0.0
86.0,3.0,43.0,253000.0,0.0,0.0
105.0,4.0,33.0,296000.0,0.0,0.0
53.0,2.0,20.0,154000.0,0.0,0.0
99.0,4.0,24.0,285000.0,0.0,0.0
108.0,4.0,67.0,299000.0,0.0,0.0
86.0,3.0,33.0,255000.0,0.0,0.0
104.0,4.0,39.0,294000.0,0.0,0.0
101.0,4.0,29.0,289000.0,0.0,0.0
82.0,3.0,47.0,242000.0,0.0,0.0
118.0,5.0,41.0,319000.0,0.0,0.0
94.0,4.0,34.0,274000.0,0.0,0.0
52.0,2.0,29.0,147000.0,0.0,0.0
85.0,3.0,31.0,252000.0,0.0,0.0
60.0,2.0,53.0,174000.0,0.0,0.0
68.0,3.0,39.0,203000.0,0.0,0.0
116.0,5.0,43.0,315000.0,0.0,0.0
52.0,2.0,33.0,148000.0,0.0,0.0
68.0,3.0,39.0,203000.0,0.0,0.0
75.0,3.0,38.0,223000.0,0.0,0.0
78.0,3.0,43.0,232000.0,0.0,0.0
90.0,4.0,39.0,264000.0,0.0,0.0
119.0,5.0,36.0,320000.0,0.0,0.0
57.0,2.0,31.0,168000.0,0.0,0.0
68.0,3.0,48.0,203000.0,0.0,0.0
69.0,3.0,30.0,209000.0,0.0,0.0
104.0,4.0,29.0,296000.0,0.0,0.0
57.0,2.0,36.0,167000.0,0.0,0.0
74.0,3.0,31.0,222000.0,0.0,0.0
81.0,3.0,49.0,240000.0,0.0,0.0
54.0,2.0,39.0,155000.0,0.0,0.0
97.0,4.0,32.0,281000.0,0.0,0.0
98.0,4.0,38.0,282000.0,0.0,0.0
80.0,3.0,38.0,239000.0,0.0,0.0
112.0,4.0,41.0,308000.0,0.0,0.0
110.0,4.0,44.0,305000.0,0.0,0.0
70.0,3.0,37.0,208000.0,0.0,0.0
84.0,3.0,26.0,251000.0,0.0,0.0
109.0,4.0,20.0,306000.0,0.0,0.0
96.0,4.0,47.0,277000.0,0.0,0.0
113.0,5.0,39.0,311000.0,0.0,0.0
124.0,5.0,28.0,329000.0,0.0,0.0
78.0,3.0,43.0,232000.0,0.0,0.0
103.0,4.0,37.0,292000.0,0.0,0.0
89.0,4.0,22.0,263000.0,0.0,0.0
95.0,4.0,38.0,275000.0,0.0,0.0
64.0,3.0,34.0,193000.0,0.0,0.0
91.0,4.0,35.0,267000.0,0.0,0.0
103.0,4.0,28.0,293000.0,0.0,0.0
129.0,5.0,47.0,334000.0,0.0,0.0
100.0,4.0,26.0,288000.0,0.0,0.0
56.0,2.0,34.0,163000.0,0.0,0.0
62.0,3.0,21.0,186000.0,0.0,0.0
82.0,3.0,40.0,243000.0,0.0,0.0
68.0,3.0,53.0,200000.0,0.0,0.0
102.0,4.0,54.0,289000.0,0.0,0.0
66.0,3.0,40.0,196000.0,0.0,0.0
99.0,4.0,42.0,284000.0,0.0,0.0
91.0,4.0,38.0,267000.0,0.0,0.0
74.0,3.0,30.0,222000.0,0.0,0.0
100.0,4.0,29.0,287000.0,0.0,0.0
94.0,4.0,30.0,275000.0,0.0,0.0
76.0,3.0,49.0,227000.0,0.0,0.0
66.0,2.0,31.0,197000.0,0.0,0.0
139.0,5.0,25.0,347000.0,0.0,0.0
96.0,4.0,41.0,279000.0,0.0,0.0
95.0,4.0,31.0,276000.0,0.0,0.0
100.0,4.0,34.0,287000.0,0.0,0.0
73.0,3.0,33.0,219000.0,0.0,0.0
84.0,3.0,33.0,249000.0,0.0,0.0
110.0,4.0,53.0,304000.0,0.0,0.0
84.0,3.0,49.0,248000.0,0.0,0.0
72.0,3.0,39.0,217000.0,0.0,0.0
96.0,4.0,56.0,276000.0,0.0,0.0
91.0,4.0,43.0,268000.0,0.0,0.0
102.0,4.0,38.0,291000.0,0.0,0.0
64.0,3.0,38.0,189000.0,0.0,0.0
84.0,3.0,37.0,249000.0,0.0,0.0
59.0,2.0,44.0,169000.0,0.0,0.0
102.0,4.0,39.0,290000.0,0.0,0.0
61.0,3.0,42.0,179000.0,0.0,0.0
85.0,3.0,35.0,251000.0,0.0,0.0
76.0,3.0,25.0,230000.0,0.0,0.0
95.0,4.0,32.0,275000.0,0.0,0.0
76.0,3.0,43.0,226000.0,0.0,0.0
116.0,5.0,51.0,315000.0,0.0,0.0
72.0,3.0,35.0,216000.0,0.0,0.0
71.0,3.0,36.0,212000.0,0.0,0.0
107.0,4.0,40.0,300000.0,0.0,0.0
93.0,4.0,27.0,273000.0,0.0,0.0
70.0,3.0,29.0,211000.0,0.0,0.0
65.0,3.0,38.0,193000.0,0.0,0.0
127.0,5.0,39.0,332000.0,0.0,0.0
81.0,3.0,40.0,240000.0,0.0,0.0
75.0,3.0,34.0,224000.0,0.0,0.0
83.0,3.0,41.0,246000.0,0.0,0.0
103.0,4.0,46.0,291000.0,0.0,0.0
58.0,2.0,38.0,168000.0,0.0,0.0
97.0,4.0,51.0,278000.0,0.0,0.0
113.0,5.0,36.0,311000.0,0.0,0.0
103.0,4.0,55.0,291000.0,0.0,0.0
112.0,5.0,45.0,309000.0,0.0,0.0
101.0,4.0,38.0,288000.0,0.0,0.0
85.0,3.0,35.0,251000.0,0.0,0.0
84.0,4.0,51.0,248000.0,0.0,0.0
77.0,3.0,37.0,229000.0,0.0,0.0
84.0,3.0,50.0,247000.0,0.0,0.0
98.0,4.0,28.0,283000.0,0.0,0.0
103.0,4.0,35.0,293000.0,0.0,0.0
65.0,3.0,31.0,195000.0,0.0,0.0
79.0,3.0,40.0,236000.0,0.0,0.0
86.0,3.0,50.0,253000.0,0.0,0.0
86.0,4.0,31.0,256000.0,0.0,0.0
125.0,5.0,52.0,328000.0,0.0,0.0
115.0,5.0,43.0,314000.0,0.0,0.0
56.0,2.0,43.0,162000.0,0.0,0.0
96.0,4.0,34.0,279000.0,0.0,0.0
62.0,2.0,33.0,182000.0,0.0,0.0
98.0,4.0,44.0,281000.0,0.0,0.0
118.0,5.0,34.0,319000.0,0.0,0.0
90.0,4.0,47.0,262000.0,0.0,0.0
109.0,4.0,42.0,303000.0,0.0,0.0
95.0,4.0,39.0,275000.0,0.0,0.0
91.0,4.0,33.0,267000.0,0.0,0.0
99.0,4.0,23.0,286000.0,0.0,0.0
98.0,4.0,51.0,282000.0,0.0,0.0
98.0,4.0,44.0,282000.0,0.0,0.0
99.0,4.0,37.0,285000.0,0.0,0.0
114.0,4.0,34.0,313000.0,0.0,0.0
116.0,5.0,43.0,316000.0,0.0,0.0
90.0,4.0,25.0,265000.0,0.0,0.0
80.0,3.0,36.0,238000.0,0.0,0.0
108.0,4.0,28.0,304000.0,0.0,0.0
92.0,4.0,36.0,269000.0,0.0,0.0
120.0,5.0,32.0,322000.0,0.0,0.0
88.0,4.0,32.0,259000.0,0.0,0.0
95.0,4.0,29.0,277000.0,0.0,0.0
54.0,2.0,21.0,158000.0,0.0,0.0
111.0,4.0,29.0,307000.0,0.0,0.0
100.0,4.0,33.0,286000.0,0.0,0.0
83.0,3.0,52.0,244000.0,0.0,0.0
91.0,4.0,37.0,267000.0,0.0,0.0
85.0,3.0,48.0,250000.0,0.0,0.0
88.0,4.0,35.0,259000.0,0.0,0.0
79.0,3.0,26.0,238000.0,0.0,0.0
88.0,4.0,31.0,259000.0,0.0,0.0
77.0,3.0,35.0,232000.0,0.0,0.0
86.0,3.0,43.0,253000.0,0.0,0.0
63.0,2.0,39.0,185000.0,0.0,0.0
62.0,2.0,22.0,186000.0,0.0,0.0
74.0,3.0,39.0,221000.0,0.0,0.0
94.0,4.0,17.0,275000.0,0.0,0.0
123.0,5.0,35.0,326000.0,0.0,0.0
62.0,3.0,33.0,185000.0,0.0,0.0
84.0,4.0,20.0,251000.0,0.0,0.0
74.0,3.0,27.0,223000.0,0.0,0.0
50.0,2.0,35.0,140000.0,0.0,0.0
74.0,3.0,40.0,221000.0,0.0,0.0
75.0,3.0,29.0,225000.0,0.0,0.0
87.0,3.0,24.0,258000.0,0.0,0.0
114.0,4.0,28.0,313000.0,0.0,0.0
114.0,5.0,23.0,314000.0,0.0,0.0
60.0,3.0,26.0,179000.0,0.0,0.0
121.0,5.0,39.0,324000.0,0.0,0.0
71.0,3.0,42.0,211000.0,0.0,0.0
91.0,4.0,22.0,269000.0,0.0,0.0
88.0,3.0,41.0,260000.0,0.0,0.0
88.0,4.0,13.0,262000.0,0.0,0.0
97.0,4.0,33.0,281000.0,0.0,0.0
109.0,4.0,59.0,301000.0,0.0,0.0
62.0,3.0,23.0,185000.0,0.0,0.0
85.0,3.0,30.0,254000.0,0.0,0.0
72.0,3.0,36.0,216000.0,0.0,0.0
90.0,4.0,27.0,266000.0,0.0,0.0
79.0,3.0,33.0,237000.0,0.0,0.0
100.0,4.0,46.0,285000.0,0.0,0.0
90.0,4.0,35.0,265000.0,0.0,0.0
63.0,3.0,41.0,185000.0,0.0,0.0
96.0,4.0,35.0,278000.0,0.0,0.0
80.0,3.0,37.0,238000.0,0.0,0.0
101.0,4.0,35.0,288000.0,0.0,0.0
96.0,4.0,48.0,277000.0,0.0,0.0
88.0,4.0,60.0,257000.0,0.0,0.0
65.0,3.0,46.0,193000.0,0.0,0.0
77.0,3.0,41.0,229000.0,0.0,0.0
81.0,3.0,28.0,243000.0,0.0,0.0
78.0,3.0,51.0,230000.0,0.0,0.0
80.0,3.0,47.0,237000.0,0.0,0.0
101.0,4.0,34.0,288000.0,0.0,0.0
86.0,3.0,45.0,254000.0,0.0,0.0
91.0,4.0,47.0,266000.0,0.0,0.0
99.0,4.0,52.0,283000.0,0.0,0.0
61.0,2.0,27.0,181000.0,0.0,0.0
92.0,4.0,20.0,271000.0,0.0,0.0
67.0,3.0,29.0,200000.0,0.0,0.0
71.0,3.0,30.0,214000.0,0.0,0.0
97.0,4.0,44.0,280000.0,0.0,0.0
103.0,4.0,42.0,291000.0,0.0,0.0
115.0,5.0,19.0,316000.0,0.0,0.0
125.0,5.0,34.0,329000.0,0.0,0.0
88.0,3.0,31.0,259000.0,0.0,0.0
69.0,3.0,56.0,202000.0,0.0,0.0
60.0,2.0,33.0,177000.0,0.0,0.0
97.0,4.0,44.0,280000.0,0.0,0.0
93.0,4.0,37.0,271000.0,0.0,0.0
96.0,4.0,29.0,279000.0,0.0,0.0
69.0,3.0,44.0,204000.0,0.0,0.0
74.0,3.0,41.0,220000.0,0.0,0.0
79.0,3.0,36.0,236000.0,0.0,0.0
111.0,4.0,39.0,307000.0,0.0,0.0
108.0,4.0,38.0,301000.0,0.0,0.0
70.0,3.0,48.0,207000.0,0.0,0.0
69.0,3.0,29.0,207000.0,0.0,0.0
107.0,4.0,36.0,301000.0,0.0,0.0
86.0,3.0,29.0,254000.0,0.0,0.0
122.0,5.0,42.0,324000.0,0.0,0.0
83.0,3.0,35.0,248000.0,0.0,0.0
77.0,3.0,40.0,230000.0,0.0,0.0
58.0,2.0,24.0,171000.0,0.0,0.0
117.0,5.0,47.0,316000.0,0.0,0.0
119.0,5.0,35.0,320000.0,0.0,0.0
68.0,3.0,38.0,202000.0,0.0,0.0
68.0,3.0,44.0,202000.0,0.0,0.0
119.0,5.0,47.0,320000.0,0.0,0.0
67.0,3.0,45.0,200000.0,0.0,0.0
90.0,3.0,39.0,263000.0,0.0,0.0
109.0,4.0,53.0,302000.0,0.0,0.0
90.0,4.0,34.0,264000.0,0.0,0.0
85.0,3.0,39.0,251000.0,0.0,0.0
91.0,3.0,28.0,267000.0,0.0,0.0
120.0,5.0,34.0,323000.0,0.0,0.0
93.0,4.0,39.0,270000.0,0.0,0.0
72.0,3.0,55.0,213000.0,0.0,0.0
96.0,4.0,39.0,277000.0,0.0,0.0
71.0,3.0,44.0,212000.0,0.0,0.0
98.0,4.0,38.0,283000.0,0.0,0.0
96.0,4.0,42.0,278000.0,0.0,0.0
41.0,2.0,53.0,101000.0,0.0,0.0
84.0,3.0,36.0,249000.0,0.0,0.0
135.0,5.0,28.0,343000.0,0.0,0.0
87.0,4.0,60.0,255000.0,0.0,0.0
93.0,4.0,29.0,273000.0,0.0,0.0
100.0,4.0,33.0,287000.0,0.0,0.0
81.0,3.0,47.0,240000.0,0.0,0.0
87.0,3.0,36.0,257000.0,0.0,0.0
115.0,5.0,50.0,313000.0,0.0,0.0
82.0,3.0,43.0,244000.0,0.0,0.0
115.0,5.0,40.0,313000.0,0.0,0.0
88.0,3.0,37.0,259000.0,0.0,0.0
97.0,4.0,36.0,280000.0,0.0,0.0
104.0,4.0,29.0,295000.0,0.0,0.0
80.0,3.0,42.0,237000.0,0.0,0.0
70.0,3.0,35.0,210000.0,0.0,0.0
122.0,5.0,34.0,325000.0,0.0,0.0
76.0,3.0,45.0,227000.0,0.0,0.0
91.0,4.0,39.0,267000.0,0.0,0.0
87.0,3.0,29.0,257000.0,0.0,0.0
103.0,4.0,37.0,293000.0,0.0,0.0
64.0,2.0,36.0,191000.0,0.0,0.0
71.0,3.0,40.0,211000.0,0.0,0.0
108.0,4.0,37.0,302000.0,0.0,0.0
107.0,4.0,46.0,299000.0,0.0,0.0
100.0,4.0,55.0,285000.0,0.0,0.0
89.0,4.0,45.0,260000.0,0.0,0.0
109.0,4.0,38.0,303000.0,0.0,0.0
87.0,3.0,45.0,255000.0,0.0,0.0
103.0,4.0,48.0,291000.0,0.0,0.0
100.0,4.0,27.0,287000.0,0.0,0.0
72.0,3.0,36.0,216000.0,0.0,0.0
104.0,4.0,34.0,294000.0,0.0,0.0
107.0,4.0,24.0,301000.0,0.0,0.0
94.0,4.0,57.0,271000.0,0.0,0.0
63.0,3.0,32.0,189000.0,0.0,0.0
97.0,4.0,42.0,280000.0,0.0,0.0
59.0,2.0,47.0,170000.0,0.0,0.0
105.0,4.0,50.0,295000.0,0.0,0.0
106.0,4.0,32.0,299000.0,0.0,0.0
86.0,3.0,27.0,255000.0,0.0,0.0
118.0,5.0,43.0,318000.0,0.0,0.0
78.0,3.0,44.0,232000.0,0.0,0.0
60.0,2.0,21.0,179000.0,0.0,0.0
79.0,3.0,39.0,235000.0,0.0,0.0
107.0,4.0,42.0,300000.0,0.0,0.0
59.0,2.0,46.0,171000.0,0.0,0.0
75.0,3.0,23.0,227000.0,0.0,0.0
102.0,4.0,51.0,289000.0,0.0,0.0
108.0,4.0,39.0,301000.0,0.0,0.0
99.0,4.0,33.0,284000.0,0.0,0.0
72.0,3.0,43.0,215000.0,0.0,0.0
104.0,4.0,47.0,294000.0,0.0,0.0
66.0,3.0,36.0,197000.0,0.0,0.0
87.0,3.0,40.0,256000.0,0.0,0.0
118.0,5.0,52.0,318000.0,0.0,0.0
108.0,4.0,46.0,301000.0,0.0,0.0
81.0,3.0,49.0,240000.0,0.0,0.0
87.0,4.0,31.0,258000.0,0.0,0.0
114.0,5.0,38.0,313000.0,0.0,0.0
103.0,4.0,31.0,293000.0,0.0,0.0
78.0,3.0,44.0,232000.0,0.0,0.0
93.0,4.0,52.0,270000.0,0.0,0.0
57.0,2.0,51.0,163000.0,0.0,0.0
72.0,3.0,29.0,216000.0,0.0,0.0
98.0,4.0,33.0,282000.0,0.0,0.0
92.0,4.0,38.0,268000.0,0.0,0.0
77.0,3.0,29.0,231000.0,0.0,0.0
61.0,2.0,24.0,181000.0,0.0,0.0
131.0,5.0,31.0,338000.0,0.0,0.0
117.0,5.0,40.0,317000.0,0.0,0.0
72.0,3.0,51.0,212000.0,0.0,0.0
88.0,4.0,37.0,260000.0,0.0,0.0
88.0,3.0,34.0,259000.0,0.0,0.0
101.0,4.0,39.0,289000.0,0.0,0.0
96.0,4.0,24.0,280000.0,0.0,0.0
93.0,4.0,39.0,271000.0,0.0,0.0
94.0,4.0,46.0,273000.0,0.0,0.0
85.0,3.0,32.0,251000.0,0.0,0.0
69.0,3.0,40.0,205000.0,0.0,0.0
60.0,2.0,24.0,179000.0,0.0,0.0
105.0,4.0,33.0,297000.0,0.0,0.0
108.0,4.0,49.0,301000.0,0.0,0.0
90.0,4.0,41.0,264000.0,0.0,0.0
92.0,3.0,23.0,269000.0,0.0,0.0
54.0,2.0,24.0,157000.0,0.0,0.0
96.0,4.0,41.0,277000.0,0.0,0.0
104.0,4.0,32.0,296000.0,0.0,0.0
94.0,4.0,48.0,272000.0,0.0,0.0
67.0,3.0,28.0,203000.0,0.0,0.0
78.0,3.0,45.0,231000.0,0.0,0.0
93.0,4.0,37.0,270000.0,0.0,0.0
92.0,4.0,27.0,271000.0,0.0,0.0
113.0,5.0,39.0,310000.0,0.0,0.0
103.0,4.0,52.0,291000.0,0.0,0.0
113.0,5.0,39.0,311000.0,0.0,0.0
108.0,4.0,32.0,303000.0,0.0,0.0
95.0,4.0,37.0,275000.0,0.0,0.0
95.0,4.0,38.0,276000.0,0.0,0.0
54.0,2.0,47.0,152000.0,0.0,0.0
58.0,2.0,20.0,173000.0,0.0,0.0
81.0,3.0,39.0,241000.0,0.0,0.0
102.0,4.0,34.0,291000.0,0.0,0.0
78.0,3.0,59.0,229000.0,0.0,0.0
90.0,3.0,26.0,264000.0,0.0,0.0
111.0,4.0,34.0,308000.0,0.0,0.0
89.0,4.0,27.0,263000.0,0.0,0.0
81.0,3.0,38.0,241000.0,0.0,0.0
100.0,4.0,30.0,286000.0,0.0,0.0
109.0,4.0,68.0,301000.0,0.0,0.0
74.0,3.0,37.0,222000.0,0.0,0.0
89.0,4.0,34.0,263000.0,0.0,0.0
87.0,3.0,39.0,256000.0,0.0,0.0
97.0,4.0,38.0,279000.0,0.0,0.0
103.0,4.0,49.0,291000.0,0.0,0.0
62.0,2.0,45.0,182000.0,0.0,0.0
63.0,2.0,39.0,187000.0,0.0,0.0
90.0,4.0,49.0,263000.0,0.0,0.0
93.0,4.0,32.0,272000.0,0.0,0.0
106.0,4.0,41.0,297000.0,0.0,0.0
96.0,4.0,39.0,278000.0,0.0,0.0
91.0,4.0,39.0,267000.0,0.0,0.0
83.0,3.0,41.0,246000.0,0.0,0.0
123.0,5.0,36.0,327000.0,0.0,0.0
82.0,3.0,43.0,245000.0,0.0,0.0
65.0,3.0,34.0,194000.0,0.0,0.0
117.0,5.0,36.0,317000.0,0.0,0.0
74.0,3.0,41.0,222000.0,0.0,0.0
103.0,4.0,31.0,293000.0,0.0,0.0
95.0,4.0,40.0,276000.0,0.0,0.0
136.0,6.0,27.0,344000.0,0.0,0.0
154.0,6.0,41.0,360000.0,0.0,0.0
88.0,3.0,39.0,259000.0,0.0,0.0
92.0,4.0,37.0,270000.0,0.0,0.0
98.0,4.0,34.0,281000.0,0.0,0.0
76.0,3.0,39.0,226000.0,0.0,0.0
61.0,2.0,30.0,180000.0,0.0,0.0
87.0,3.0,40.0,256000.0,0.0,0.0
83.0,3.0,37.0,246000.0,0.0,0.0
108.0,4.0,50.0,300000.0,0.0,0.0
109.0,4.0,27.0,305000.0,0.0,0.0
80.0,3.0,38.0,238000.0,0.0,0.0
103.0,4.0,51.0,291000.0,0.0,0.0
88.0,4.0,34.0,260000.0,0.0,0.0
94.0,4.0,24.0,275000.0,0.0,0.0
102.0,4.0,55.0,290000.0,0.0,0.0
109.0,4.0,36.0,303000.0,0.0,0.0
87.0,3.0,39.0,257000.0,0.0,0.0
63.0,3.0,32.0,189000.0,0.0,0.0
82.0,3.0,45.0,243000.0,0.0,0.0
85.0,3.0,52.0,249000.0,0.0,0.0
79.0,3.0,28.0,238000.0,0.0,0.0
109.0,4.0,38.0,304000.0,0.0,0.0
77.0,3.0,56.0,227000.0,0.0,0.0
87.0,3.0,35.0,256000.0,0.0,0.0
109.0,4.0,37.0,304000.0,0.0,0.0
79.0,3.0,35.0,236000.0,0.0,0.0
89.0,4.0,52.0,260000.0,0.0,0.0
84.0,3.0,22.0,251000.0,0.0,0.0
107.0,4.0,39.0,300000.0,0.0,0.0
86.0,4.0,39.0,255000.0,0.0,0.0
98.0,4.0,47.0,282000.0,0.0,0.0
93.0,4.0,33.0,272000.0,0.0,0.0
69.0,3.0,31.0,207000.0,0.0,0.0
101.0,4.0,30.0,289000.0,0.0,0.0
107.0,4.0,25.0,301000.0,0.0,0.0
76.0,3.0,32.0,227000.0,0.0,0.0
75.0,3.0,46.0,223000.0,0.0,0.0
85.0,3.0,51.0,250000.0,0.0,0.0
121.0,5.0,35.0,324000.0,0.0,0.0
109.0,4.0,50.0,303000.0,0.0,0.0
67.0,3.0,53.0,195000.0,0.0,0.0
86.0,3.0,27.0,255000.0,0.0,0.0
92.0,4.0,43.0,268000.0,0.0,0.0
48.0,2.0,23.0,134000.0,0.0,0.0
97.0,4.0,34.0,281000.0,0.0,0.0
