id,Sup,age,nStanze,y_age,anno
50,131.0,15,4.0,203000.0,2009
51,128.0,1,4.0,246000.0,2023
52,144.0,31,4.0,173000.0,1993
53,81.0,54,2.0,53000.0,1970
54,111.0,68,3.0,37000.0,1956
55,128.0,61,4.0,62000.0,1963
56,149.0,61,4.0,73000.0,1963
57,113.0,40,3.0,116000.0,1984
58,134.0,51,4.0,99000.0,1973
59,108.0,15,3.0,178000.0,2009
60,109.0,48,3.0,87000.0,1976
61,138.0,73,4.0,28000.0,1951
62,91.0,28,3.0,124000.0,1996
63,139.0,27,4.0,179000.0,1997
64,101.0,15,3.0,154000.0,2009
65,130.0,60,4.0,65000.0,1964
66,127.0,44,4.0,113000.0,1980
67,116.0,48,3.0,90000.0,1976
68,99.0,70,3.0,27000.0,1954
69,125.0,70,3.0,35000.0,1954
70,120.0,36,3.0,128000.0,1988
71,113.0,57,3.0,68000.0,1967
72,139.0,19,4.0,209000.0,2005
73,102.0,56,3.0,64000.0,1968
74,140.0,74,4.0,25000.0,1950
75,118.0,22,3.0,166000.0,2002
76,135.0,46,4.0,110000.0,1978
77,127.0,71,4.0,32000.0,1953
78,61.0,21,2.0,100000.0,2003
79,129.0,67,4.0,45000.0,1957
80,131.0,42,4.0,120000.0,1982
81,128.0,9,4.0,218000.0,2015
82,99.0,5,3.0,178000.0,2019
83,108.0,2,3.0,210000.0,2022
84,119.0,65,3.0,49000.0,1959
85,150.0,9,4.0,252000.0,2015
86,125.0,32,3.0,152000.0,1992
87,105.0,69,3.0,32000.0,1955
88,90.0,34,3.0,106000.0,1990
89,143.0,14,4.0,221000.0,2010
90,145.0,72,4.0,32000.0,1952
91,99.0,35,3.0,110000.0,1989
92,88.0,38,2.0,97000.0,1986
93,123.0,68,3.0,40000.0,1956
94,155.0,13,4.0,239000.0,2011
95,124.0,18,3.0,182000.0,2006
96,175.0,16,5.0,270000.0,2008
97,98.0,18,3.0,151000.0,2006
98,100.0,30,3.0,126000.0,1994
99,120.0,42,3.0,111000.0,1982
100,105.0,12,3.0,176000.0,2012
101,92.0,66,3.0,37000.0,1958
102,149.0,19,4.0,223000.0,2005
103,117.0,7,3.0,206000.0,2017
104,115.0,73,3.0,25000.0,1951
105,108.0,52,3.0,75000.0,1972
106,100.0,36,3.0,121000.0,1988
107,130.0,41,4.0,129000.0,1983
108,100.0,41,3.0,102000.0,1983
109,94.0,14,3.0,151000.0,2010
110,108.0,57,3.0,65000.0,1967
111,141.0,13,4.0,229000.0,2011
112,145.0,26,4.0,190000.0,1998
113,86.0,3,2.0,175000.0,2021
114,90.0,6,3.0,166000.0,2018
115,106.0,45,3.0,93000.0,1979
116,126.0,40,4.0,126000.0,1984
117,112.0,1,3.0,229000.0,2023
118,133.0,11,4.0,228000.0,2013
119,84.0,36,2.0,97000.0,1988
120,144.0,21,4.0,210000.0,2003
121,107.0,39,3.0,109000.0,1985
122,88.0,53,2.0,63000.0,1971
123,123.0,16,3.0,195000.0,2008
124,174.0,2,5.0,320000.0,2022
125,149.0,31,4.0,166000.0,1993
126,114.0,51,3.0,87000.0,1973
127,106.0,52,3.0,75000.0,1972
128,120.0,36,3.0,132000.0,1988
129,136.0,70,4.0,36000.0,1954
130,91.0,22,3.0,140000.0,2002
131,161.0,27,4.0,205000.0,1997
132,119.0,39,3.0,127000.0,1985
133,115.0,8,3.0,203000.0,2016
134,132.0,41,4.0,131000.0,1983
135,153.0,3,4.0,280000.0,2021
136,113.0,31,3.0,137000.0,1993
137,140.0,8,4.0,238000.0,2016
138,122.0,69,3.0,37000.0,1955
139,138.0,27,4.0,176000.0,1997
140,124.0,1,3.0,246000.0,2023
141,130.0,21,4.0,189000.0,2003
142,122.0,57,3.0,67000.0,1967
143,135.0,43,4.0,121000.0,1981
144,90.0,29,3.0,115000.0,1995
145,126.0,11,4.0,210000.0,2013
146,116.0,39,3.0,119000.0,1985
147,131.0,55,4.0,85000.0,1969
148,109.0,22,3.0,152000.0,2002
149,133.0,14,4.0,211000.0,2010
150,131.0,21,4.0,195000.0,2003
151,82.0,55,2.0,55000.0,1969
152,88.0,16,2.0,145000.0,2008
153,110.0,19,3.0,169000.0,2005
154,119.0,23,3.0,175000.0,2001
155,46.0,61,1.0,26000.0,1963
156,83.0,17,2.0,134000.0,2007
157,118.0,66,3.0,44000.0,1958
158,60.0,44,2.0,58000.0,1980
159,113.0,9,3.0,191000.0,2015
160,119.0,25,3.0,163000.0,1999
161,146.0,5,4.0,258000.0,2019
162,113.0,46,3.0,99000.0,1978
163,121.0,37,3.0,128000.0,1987
164,104.0,44,3.0,92000.0,1980
165,142.0,57,4.0,84000.0,1967
166,116.0,66,3.0,43000.0,1958
167,112.0,64,3.0,47000.0,1960
168,140.0,3,4.0,247000.0,2021
169,128.0,54,4.0,82000.0,1970
170,127.0,47,4.0,103000.0,1977
171,112.0,48,3.0,88000.0,1976
172,140.0,27,4.0,179000.0,1997
173,102.0,16,3.0,168000.0,2008
174,129.0,51,4.0,95000.0,1973
175,125.0,11,3.0,212000.0,2013
176,155.0,71,4.0,38000.0,1953
177,133.0,68,4.0,42000.0,1956
178,106.0,59,3.0,60000.0,1965
179,125.0,15,3.0,203000.0,2009
180,181.0,22,5.0,244000.0,2002
181,118.0,34,3.0,133000.0,1990
182,144.0,68,4.0,46000.0,1956
183,157.0,53,4.0,104000.0,1971
184,140.0,38,4.0,139000.0,1986
185,128.0,69,4.0,38000.0,1955
186,132.0,6,4.0,228000.0,2018
187,123.0,41,3.0,118000.0,1983
188,106.0,17,3.0,166000.0,2007
189,132.0,50,4.0,98000.0,1974
190,114.0,48,3.0,87000.0,1976
191,120.0,38,3.0,127000.0,1986
192,118.0,68,3.0,38000.0,1956
193,114.0,8,3.0,196000.0,2016
194,115.0,36,3.0,123000.0,1988
195,82.0,15,2.0,134000.0,2009
196,140.0,66,4.0,50000.0,1958
197,108.0,34,3.0,124000.0,1990
198,143.0,13,4.0,237000.0,2011
199,79.0,57,2.0,48000.0,1967
200,118.0,14,3.0,190000.0,2010
201,121.0,37,3.0,131000.0,1987
202,138.0,2,4.0,266000.0,2022
203,114.0,6,3.0,203000.0,2018
204,149.0,5,4.0,270000.0,2019
205,143.0,49,4.0,113000.0,1975
206,130.0,26,4.0,169000.0,1998
207,148.0,40,4.0,143000.0,1984
208,122.0,62,3.0,57000.0,1962
209,119.0,4,3.0,228000.0,2020
210,124.0,52,3.0,86000.0,1972
211,111.0,60,3.0,58000.0,1964
212,118.0,72,3.0,26000.0,1952
213,107.0,27,3.0,146000.0,1997
214,90.0,55,3.0,58000.0,1969
215,112.0,7,3.0,194000.0,2017
216,123.0,50,3.0,94000.0,1974
217,112.0,43,3.0,103000.0,1981
218,123.0,52,3.0,89000.0,1972
219,154.0,59,4.0,83000.0,1965
220,75.0,56,2.0,49000.0,1968
221,92.0,7,3.0,177000.0,2017
222,137.0,20,4.0,192000.0,2004
223,131.0,44,4.0,115000.0,1980
224,117.0,38,3.0,123000.0,1986
225,123.0,72,3.0,28000.0,1952
226,71.0,5,2.0,141000.0,2019
227,98.0,58,3.0,55000.0,1966
228,140.0,70,4.0,37000.0,1954
229,135.0,36,4.0,147000.0,1988
230,121.0,7,3.0,208000.0,2017
231,97.0,66,3.0,39000.0,1958
232,107.0,63,3.0,49000.0,1961
233,126.0,36,4.0,139000.0,1988
234,147.0,15,4.0,227000.0,2009
235,98.0,41,3.0,99000.0,1983
236,136.0,24,4.0,180000.0,2000
237,115.0,11,3.0,190000.0,2013
238,134.0,44,4.0,118000.0,1980
239,94.0,40,3.0,98000.0,1984
240,96.0,68,3.0,31000.0,1956
241,109.0,55,3.0,68000.0,1969
242,127.0,32,4.0,147000.0,1992
243,127.0,41,4.0,125000.0,1983
244,125.0,16,3.0,195000.0,2008
245,107.0,58,3.0,58000.0,1966
246,115.0,21,3.0,162000.0,2003
247,123.0,53,3.0,82000.0,1971
248,150.0,23,4.0,207000.0,2001
249,71.0,49,2.0,57000.0,1975
250,143.0,65,4.0,55000.0,1959
251,141.0,23,4.0,193000.0,2001
252,117.0,32,3.0,136000.0,1992
253,150.0,45,4.0,128000.0,1979
254,152.0,72,4.0,34000.0,1952
255,145.0,54,4.0,94000.0,1970
256,122.0,59,3.0,66000.0,1965
257,132.0,10,4.0,218000.0,2014
258,114.0,41,3.0,116000.0,1983
259,115.0,10,3.0,198000.0,2014
260,74.0,39,2.0,82000.0,1985
261,99.0,51,3.0,77000.0,1973
262,146.0,26,4.0,195000.0,1998
263,142.0,68,4.0,45000.0,1956
264,83.0,7,2.0,162000.0,2017
265,132.0,47,4.0,109000.0,1977
266,117.0,28,3.0,151000.0,1996
267,102.0,46,3.0,88000.0,1978
268,71.0,17,2.0,115000.0,2007
269,136.0,35,4.0,146000.0,1989
270,99.0,45,3.0,88000.0,1979
271,121.0,23,3.0,167000.0,2001
272,98.0,59,3.0,55000.0,1965
273,177.0,73,5.0,35000.0,1951
274,115.0,10,3.0,196000.0,2014
275,122.0,23,3.0,168000.0,2001
276,128.0,48,4.0,104000.0,1976
277,100.0,29,3.0,130000.0,1995
278,144.0,33,4.0,165000.0,1991
279,133.0,10,4.0,227000.0,2014
280,101.0,61,3.0,52000.0,1963
281,107.0,44,3.0,94000.0,1980
282,151.0,9,4.0,258000.0,2015
283,117.0,43,3.0,106000.0,1981
284,124.0,41,3.0,121000.0,1983
285,112.0,6,3.0,202000.0,2018
286,121.0,11,3.0,198000.0,2013
287,116.0,71,3.0,29000.0,1953
288,133.0,19,4.0,191000.0,2005
289,141.0,40,4.0,138000.0,1984
290,121.0,20,3.0,174000.0,2004
291,126.0,41,4.0,120000.0,1983
292,121.0,46,3.0,103000.0,1978
293,121.0,71,3.0,30000.0,1953
294,112.0,53,3.0,78000.0,1971
295,134.0,21,4.0,195000.0,2003
296,138.0,29,4.0,181000.0,1995
297,80.0,15,2.0,143000.0,2009
298,119.0,59,3.0,63000.0,1965
299,96.0,66,3.0,36000.0,1958
300,106.0,43,3.0,98000.0,1981
301,103.0,64,3.0,44000.0,1960
302,138.0,15,4.0,223000.0,2009
303,124.0,39,3.0,123000.0,1985
304,133.0,16,4.0,206000.0,2008
305,107.0,45,3.0,90000.0,1979
306,79.0,57,2.0,49000.0,1967
307,132.0,43,4.0,121000.0,1981
308,106.0,59,3.0,57000.0,1965
309,109.0,6,3.0,203000.0,2018
310,118.0,71,3.0,30000.0,1953
311,78.0,1,2.0,156000.0,2023
312,118.0,68,3.0,38000.0,1956
313,116.0,33,3.0,141000.0,1991
314,115.0,47,3.0,101000.0,1977
315,125.0,41,3.0,123000.0,1983
316,149.0,45,4.0,124000.0,1979
317,101.0,21,3.0,153000.0,2003
318,95.0,9,3.0,162000.0,2015
319,107.0,45,3.0,95000.0,1979
320,116.0,8,3.0,204000.0,2016
321,155.0,59,4.0,82000.0,1965
322,111.0,25,3.0,154000.0,1999
323,123.0,68,3.0,38000.0,1956
324,108.0,2,3.0,205000.0,2022
325,114.0,68,3.0,39000.0,1956
326,138.0,57,4.0,79000.0,1967
327,160.0,2,4.0,296000.0,2022
328,99.0,25,3.0,136000.0,1999
329,119.0,43,3.0,108000.0,1981
330,128.0,1,4.0,240000.0,2023
331,140.0,38,4.0,144000.0,1986
332,133.0,73,4.0,27000.0,1951
333,94.0,74,3.0,17000.0,1950
334,113.0,57,3.0,64000.0,1967
335,123.0,58,3.0,70000.0,1966
336,132.0,69,4.0,39000.0,1955
337,105.0,33,3.0,127000.0,1991
338,81.0,16,2.0,129000.0,2008
339,149.0,70,4.0,39000.0,1954
340,97.0,68,3.0,32000.0,1956
341,126.0,56,4.0,75000.0,1968
342,100.0,44,3.0,92000.0,1980
343,73.0,48,2.0,55000.0,1976
344,106.0,17,3.0,170000.0,2007
345,133.0,16,4.0,199000.0,2008
346,151.0,18,4.0,224000.0,2006
347,104.0,1,3.0,199000.0,2023
348,106.0,37,3.0,115000.0,1987
349,128.0,41,4.0,123000.0,1983
350,149.0,35,4.0,169000.0,1989
351,108.0,54,3.0,73000.0,1970
352,97.0,58,3.0,57000.0,1966
353,128.0,47,4.0,106000.0,1977
354,147.0,57,4.0,84000.0,1967
355,137.0,68,4.0,44000.0,1956
356,135.0,29,4.0,167000.0,1995
357,109.0,47,3.0,92000.0,1977
358,88.0,62,2.0,44000.0,1962
359,132.0,32,4.0,146000.0,1992
360,108.0,24,3.0,149000.0,2000
361,113.0,51,3.0,83000.0,1973
362,133.0,52,4.0,93000.0,1972
363,123.0,4,3.0,227000.0,2020
364,104.0,42,3.0,95000.0,1982
365,106.0,34,3.0,117000.0,1990
366,117.0,43,3.0,110000.0,1981
367,121.0,17,3.0,188000.0,2007
368,102.0,19,3.0,153000.0,2005
369,115.0,8,3.0,204000.0,2016
370,107.0,13,3.0,173000.0,2011
371,123.0,40,3.0,125000.0,1984
372,120.0,43,3.0,114000.0,1981
373,117.0,2,3.0,224000.0,2022
374,114.0,7,3.0,202000.0,2017
375,137.0,55,4.0,83000.0,1969
376,132.0,65,4.0,51000.0,1959
377,144.0,54,4.0,94000.0,1970
378,119.0,14,3.0,188000.0,2010
379,124.0,10,3.0,213000.0,2014
380,135.0,47,4.0,112000.0,1977
381,109.0,54,3.0,72000.0,1970
382,132.0,63,4.0,57000.0,1961
383,109.0,59,3.0,61000.0,1965
384,148.0,16,4.0,228000.0,2008
385,88.0,3,2.0,161000.0,2021
386,143.0,21,4.0,207000.0,2003
387,125.0,19,3.0,181000.0,2005
388,90.0,2,3.0,173000.0,2022
389,104.0,47,3.0,86000.0,1977
390,121.0,22,3.0,174000.0,2002
391,94.0,17,3.0,145000.0,2007
392,107.0,66,3.0,41000.0,1958
393,108.0,24,3.0,151000.0,2000
394,95.0,36,3.0,103000.0,1988
395,102.0,62,3.0,49000.0,1962
396,127.0,15,4.0,200000.0,2009
397,106.0,52,3.0,80000.0,1972
398,118.0,2,3.0,221000.0,2022
399,106.0,64,3.0,45000.0,1960
400,104.0,64,3.0,45000.0,1960
401,102.0,10,3.0,175000.0,2014
402,113.0,15,3.0,184000.0,2009
403,127.0,21,4.0,182000.0,2003
404,94.0,72,3.0,21000.0,1952
405,150.0,41,4.0,144000.0,1983
406,118.0,41,3.0,118000.0,1983
407,141.0,30,4.0,175000.0,1994
408,103.0,18,3.0,159000.0,2006
409,128.0,41,4.0,123000.0,1983
410,126.0,2,4.0,241000.0,2022
411,160.0,5,4.0,285000.0,2019
412,90.0,29,3.0,120000.0,1995
413,114.0,57,3.0,69000.0,1967
414,82.0,12,2.0,147000.0,2012
415,105.0,59,3.0,56000.0,1965
416,159.0,8,4.0,268000.0,2016
417,153.0,23,4.0,210000.0,2001
418,123.0,38,3.0,121000.0,1986
419,120.0,48,3.0,96000.0,1976
420,87.0,15,2.0,139000.0,2009
421,148.0,3,4.0,272000.0,2021
422,96.0,10,3.0,169000.0,2014
423,122.0,56,3.0,75000.0,1968
424,118.0,6,3.0,217000.0,2018
425,98.0,47,3.0,84000.0,1977
426,129.0,44,4.0,116000.0,1980
427,99.0,30,3.0,127000.0,1994
428,126.0,10,4.0,215000.0,2014
429,146.0,63,4.0,62000.0,1961
430,122.0,53,3.0,81000.0,1971
431,126.0,40,4.0,126000.0,1984
432,107.0,74,3.0,19000.0,1950
433,101.0,24,3.0,140000.0,2000
434,83.0,38,2.0,91000.0,1986
435,127.0,40,4.0,129000.0,1984
436,157.0,1,4.0,301000.0,2023
437,113.0,16,3.0,178000.0,2008
438,116.0,59,3.0,62000.0,1965
439,150.0,2,4.0,280000.0,2022
440,118.0,30,3.0,146000.0,1994
441,147.0,48,4.0,116000.0,1976
442,141.0,38,4.0,142000.0,1986
443,136.0,3,4.0,257000.0,2021
444,123.0,32,3.0,143000.0,1992
445,103.0,28,3.0,136000.0,1996
446,138.0,1,4.0,263000.0,2023
447,112.0,56,3.0,73000.0,1968
448,150.0,38,4.0,150000.0,1986
449,128.0,67,4.0,45000.0,1957
450,106.0,7,3.0,181000.0,2017
451,74.0,40,2.0,81000.0,1984
452,123.0,23,3.0,170000.0,2001
453,133.0,30,4.0,163000.0,1994
454,121.0,21,3.0,172000.0,2003
455,103.0,22,3.0,142000.0,2002
456,133.0,35,4.0,149000.0,1989
457,138.0,19,4.0,209000.0,2005
458,141.0,58,4.0,76000.0,1966
459,124.0,19,3.0,190000.0,2005
460,128.0,20,4.0,186000.0,2004
461,108.0,19,3.0,169000.0,2005
462,117.0,28,3.0,156000.0,1996
463,95.0,73,3.0,20000.0,1951
464,90.0,22,3.0,137000.0,2002
465,151.0,26,4.0,182000.0,1998
466,108.0,37,3.0,120000.0,1987
467,144.0,38,4.0,150000.0,1986
468,109.0,52,3.0,81000.0,1972
469,129.0,25,4.0,178000.0,1999
470,127.0,28,4.0,165000.0,1996
471,109.0,50,3.0,85000.0,1974
472,98.0,38,3.0,101000.0,1986
473,90.0,11,3.0,158000.0,2013
474,146.0,9,4.0,248000.0,2015
475,114.0,36,3.0,118000.0,1988
476,93.0,25,3.0,129000.0,1999
477,115.0,50,3.0,86000.0,1974
478,107.0,6,3.0,196000.0,2018
479,126.0,56,4.0,77000.0,1968
480,140.0,67,4.0,47000.0,1957
481,87.0,36,2.0,100000.0,1988
482,135.0,33,4.0,152000.0,1991
483,125.0,21,3.0,185000.0,2003
484,103.0,37,3.0,111000.0,1987
485,113.0,24,3.0,163000.0,2000
486,125.0,13,3.0,193000.0,2011
487,123.0,55,3.0,81000.0,1969
488,113.0,50,3.0,85000.0,1974
489,64.0,5,2.0,125000.0,2019
490,145.0,17,4.0,222000.0,2007
491,130.0,71,4.0,32000.0,1953
492,151.0,33,4.0,174000.0,1991
493,113.0,38,3.0,121000.0,1986
494,139.0,5,4.0,265000.0,2019
495,164.0,67,5.0,56000.0,1957
496,139.0,24,4.0,188000.0,2000
497,126.0,45,4.0,111000.0,1979
498,151.0,47,4.0,121000.0,1977
499,112.0,67,3.0,39000.0,1957
500,127.0,44,4.0,114000.0,1980
501,125.0,36,3.0,133000.0,1988
502,100.0,46,3.0,87000.0,1978
503,89.0,21,2.0,133000.0,2003
504,113.0,19,3.0,169000.0,2005
505,83.0,62,2.0,43000.0,1962
506,133.0,9,4.0,223000.0,2015
507,105.0,39,3.0,111000.0,1985
508,145.0,32,4.0,174000.0,1992
509,118.0,10,3.0,209000.0,2014
510,122.0,69,3.0,37000.0,1955
511,108.0,57,3.0,61000.0,1967
512,86.0,10,2.0,157000.0,2014
513,129.0,62,4.0,60000.0,1962
514,137.0,20,4.0,201000.0,2004
515,96.0,22,3.0,139000.0,2002
516,133.0,8,4.0,232000.0,2016
517,111.0,66,3.0,41000.0,1958
518,138.0,62,4.0,63000.0,1962
519,112.0,54,3.0,74000.0,1970
520,122.0,55,3.0,73000.0,1969
521,143.0,67,4.0,49000.0,1957
522,126.0,64,4.0,53000.0,1960
523,99.0,39,3.0,102000.0,1985
524,142.0,49,4.0,106000.0,1975
525,120.0,49,3.0,95000.0,1975
526,112.0,47,3.0,93000.0,1977
527,96.0,69,3.0,30000.0,1955
528,129.0,6,4.0,226000.0,2018
529,114.0,26,3.0,154000.0,1998
530,98.0,67,3.0,34000.0,1957
531,132.0,34,4.0,143000.0,1990
532,160.0,37,4.0,169000.0,1987
533,124.0,43,3.0,115000.0,1981
534,113.0,48,3.0,96000.0,1976
535,141.0,21,4.0,202000.0,2003
536,142.0,27,4.0,185000.0,1997
537,82.0,57,2.0,52000.0,1967
538,131.0,13,4.0,205000.0,2011
539,104.0,3,3.0,197000.0,2021
540,95.0,64,3.0,41000.0,1960
541,124.0,34,3.0,135000.0,1990
542,142.0,34,4.0,161000.0,1990
543,122.0,56,3.0,73000.0,1968
544,124.0,18,3.0,189000.0,2006
545,142.0,63,4.0,61000.0,1961
546,157.0,53,4.0,101000.0,1971
547,111.0,33,3.0,130000.0,1991
548,95.0,62,3.0,45000.0,1962
549,122.0,58,3.0,67000.0,1966
550,110.0,27,3.0,146000.0,1997
551,121.0,73,3.0,25000.0,1951
552,140.0,73,4.0,28000.0,1951
553,140.0,20,4.0,202000.0,2004
554,116.0,44,3.0,105000.0,1980
555,109.0,68,3.0,35000.0,1956
556,97.0,23,3.0,132000.0,2001
557,122.0,72,3.0,27000.0,1952
558,159.0,60,4.0,81000.0,1964
559,103.0,37,3.0,115000.0,1987
560,134.0,43,4.0,119000.0,1981
561,111.0,63,3.0,49000.0,1961
562,129.0,26,4.0,165000.0,1998
563,112.0,47,3.0,93000.0,1977
564,126.0,40,4.0,120000.0,1984
565,120.0,59,3.0,63000.0,1965
566,113.0,1,3.0,223000.0,2023
567,113.0,20,3.0,173000.0,2004
568,156.0,41,4.0,147000.0,1983
569,76.0,6,2.0,138000.0,2018
570,92.0,11,3.0,171000.0,2013
571,119.0,68,3.0,38000.0,1956
572,100.0,8,3.0,178000.0,2016
573,118.0,53,3.0,79000.0,1971
574,78.0,29,2.0,104000.0,1995
575,112.0,65,3.0,44000.0,1959
576,85.0,1,2.0,171000.0,2023
577,119.0,59,3.0,61000.0,1965
578,92.0,25,3.0,120000.0,1999
579,166.0,69,5.0,50000.0,1955
580,124.0,11,3.0,206000.0,2013
581,125.0,4,3.0,231000.0,2020
582,128.0,73,4.0,26000.0,1951
583,119.0,46,3.0,100000.0,1978
584,95.0,31,3.0,114000.0,1993
585,160.0,60,4.0,80000.0,1964
586,81.0,28,2.0,111000.0,1996
587,128.0,5,4.0,231000.0,2019
588,122.0,74,3.0,22000.0,1950
589,109.0,37,3.0,118000.0,1987
590,109.0,2,3.0,216000.0,2022
591,120.0,33,3.0,143000.0,1991
592,97.0,29,3.0,126000.0,1995
593,107.0,38,3.0,113000.0,1986
594,148.0,43,4.0,133000.0,1981
595,132.0,25,4.0,178000.0,1999
596,102.0,20,3.0,152000.0,2004
597,106.0,66,3.0,40000.0,1958
598,133.0,8,4.0,238000.0,2016
599,71.0,65,2.0,29000.0,1959
600,98.0,22,3.0,141000.0,2002
601,131.0,73,4.0,27000.0,1951
602,147.0,9,4.0,246000.0,2015
603,123.0,44,3.0,113000.0,1980
604,90.0,7,3.0,167000.0,2017
605,90.0,10,3.0,160000.0,2014
606,151.0,23,4.0,212000.0,2001
607,142.0,22,4.0,197000.0,2002
608,107.0,23,3.0,146000.0,2001
609,96.0,70,3.0,27000.0,1954
610,100.0,12,3.0,179000.0,2012
611,145.0,11,4.0,244000.0,2013
612,115.0,61,3.0,55000.0,1963
613,104.0,19,3.0,155000.0,2005
614,126.0,70,4.0,34000.0,1954
615,107.0,62,3.0,48000.0,1962
616,158.0,26,4.0,203000.0,1998
617,135.0,1,4.0,257000.0,2023
618,113.0,5,3.0,210000.0,2019
619,122.0,64,3.0,52000.0,1960
620,122.0,11,3.0,208000.0,2013
621,131.0,68,4.0,40000.0,1956
622,136.0,26,4.0,178000.0,1998
623,98.0,66,3.0,37000.0,1958
624,120.0,35,3.0,133000.0,1989
625,130.0,1,4.0,254000.0,2023
626,81.0,21,2.0,115000.0,2003
627,114.0,69,3.0,33000.0,1955
628,115.0,58,3.0,61000.0,1966
629,129.0,23,4.0,182000.0,2001
630,170.0,35,5.0,179000.0,1989
631,122.0,56,3.0,76000.0,1968
632,125.0,62,3.0,56000.0,1962
633,122.0,2,3.0,222000.0,2022
634,132.0,26,4.0,170000.0,1998
635,132.0,48,4.0,104000.0,1976
636,112.0,3,3.0,210000.0,2021
637,114.0,5,3.0,196000.0,2019
638,126.0,21,4.0,188000.0,2003
639,128.0,22,4.0,185000.0,2002
640,109.0,53,3.0,75000.0,1971
641,125.0,54,3.0,79000.0,1970
642,121.0,15,3.0,184000.0,2009
643,124.0,52,3.0,87000.0,1972
644,149.0,31,4.0,180000.0,1993
645,127.0,12,4.0,215000.0,2012
646,144.0,63,4.0,63000.0,1961
647,141.0,45,4.0,122000.0,1979
648,113.0,14,3.0,183000.0,2010
649,98.0,3,3.0,195000.0,2021
650,60.0,26,2.0,89000.0,1998
651,143.0,18,4.0,216000.0,2006
652,114.0,58,3.0,64000.0,1966
653,145.0,7,4.0,254000.0,2017
654,141.0,16,4.0,209000.0,2008
655,114.0,50,3.0,86000.0,1974
656,129.0,28,4.0,162000.0,1996
657,149.0,34,4.0,167000.0,1990
658,104.0,49,3.0,84000.0,1975
659,124.0,40,3.0,124000.0,1984
660,128.0,65,4.0,50000.0,1959
661,108.0,40,3.0,110000.0,1984
662,54.0,14,2.0,98000.0,2010
663,139.0,18,4.0,209000.0,2006
664,95.0,10,3.0,164000.0,2014
665,157.0,38,4.0,159000.0,1986
666,117.0,56,3.0,72000.0,1968
667,108.0,73,3.0,22000.0,1951
668,126.0,46,4.0,107000.0,1978
669,112.0,51,3.0,85000.0,1973
670,90.0,16,3.0,145000.0,2008
671,121.0,23,3.0,174000.0,2001
672,109.0,8,3.0,196000.0,2016
673,106.0,40,3.0,101000.0,1984
674,161.0,7,4.0,288000.0,2017
675,123.0,61,3.0,60000.0,1963
676,98.0,2,3.0,190000.0,2022
677,87.0,35,2.0,103000.0,1989
678,113.0,50,3.0,89000.0,1974
679,112.0,53,3.0,76000.0,1971
680,146.0,34,4.0,163000.0,1990
681,121.0,50,3.0,96000.0,1974
682,146.0,56,4.0,87000.0,1968
683,115.0,53,3.0,75000.0,1971
684,119.0,16,3.0,192000.0,2008
685,111.0,10,3.0,186000.0,2014
686,92.0,1,3.0,184000.0,2023
687,103.0,10,3.0,171000.0,2014
688,107.0,24,3.0,152000.0,2000
689,124.0,9,3.0,215000.0,2015
690,69.0,72,2.0,18000.0,1952
691,116.0,26,3.0,156000.0,1998
692,144.0,28,4.0,183000.0,1996
693,91.0,1,3.0,179000.0,2023
694,109.0,44,3.0,102000.0,1980
695,102.0,51,3.0,74000.0,1973
696,126.0,53,4.0,88000.0,1971
697,137.0,4,4.0,252000.0,2020
698,96.0,46,3.0,85000.0,1978
