n,X,Y
355,x1,y1
356,x1,y1
357,x1,y1
358,x1,y1
359,x1,y1
360,x1,y1
361,x1,y1
362,x1,y1
363,x1,y1
364,x1,y1
365,x1,y1
366,x1,y1
367,x1,y1
368,x1,y1
369,x1,y1
370,x1,y1
371,x1,y1
372,x1,y1
373,x1,y1
374,x1,y1
375,x1,y1
376,x1,y1
377,x1,y1
378,x1,y1
379,x1,y1
380,x1,y1
381,x1,y1
382,x1,y1
383,x1,y1
384,x1,y1
385,x1,y1
386,x1,y1
387,x1,y1
388,x1,y1
389,x1,y1
390,x1,y1
391,x1,y1
392,x1,y1
393,x1,y1
394,x1,y1
395,x1,y1
396,x1,y1
397,x1,y1
398,x1,y1
399,x1,y1
400,x1,y1
401,x1,y1
402,x1,y1
403,x1,y1
404,x1,y1
405,x1,y1
406,x1,y1
407,x1,y1
408,x1,y1
409,x1,y1
410,x1,y1
411,x1,y1
412,x1,y1
413,x1,y1
414,x1,y1
415,x1,y1
416,x1,y1
417,x1,y1
418,x1,y1
419,x1,y1
420,x1,y1
421,x1,y1
422,x1,y1
423,x1,y1
424,x1,y1
425,x1,y1
426,x1,y1
427,x1,y1
428,x1,y1
429,x1,y1
430,x1,y1
431,x1,y1
432,x1,y1
433,x1,y1
434,x1,y1
435,x1,y1
436,x1,y1
437,x1,y1
438,x1,y1
439,x1,y1
440,x1,y1
441,x1,y1
442,x1,y1
443,x1,y1
444,x1,y1
445,x1,y1
446,x1,y1
447,x1,y1
448,x1,y1
449,x1,y1
450,x1,y1
451,x1,y1
452,x1,y1
453,x1,y1
454,x1,y1
455,x1,y1
456,x1,y1
457,x1,y1
458,x1,y1
459,x1,y1
460,x1,y1
461,x1,y1
462,x1,y1
463,x1,y1
464,x1,y1
465,x1,y1
466,x1,y1
467,x1,y1
468,x1,y1
469,x1,y1
470,x1,y1
471,x1,y1
472,x1,y1
473,x1,y1
474,x1,y1
475,x1,y1
476,x1,y1
477,x1,y1
478,x1,y1
479,x1,y1
480,x1,y1
481,x1,y1
482,x1,y1
483,x1,y1
484,x1,y1
485,x1,y1
486,x1,y1
487,x1,y1
488,x1,y1
489,x1,y1
490,x1,y1
491,x1,y1
492,x1,y1
493,x1,y1
494,x1,y1
495,x1,y1
496,x1,y1
497,x1,y1
498,x1,y1
499,x1,y1
500,x1,y1
501,x1,y1
502,x1,y1
503,x1,y1
504,x1,y1
505,x1,y1
506,x1,y1
507,x1,y1
508,x1,y1
509,x1,y1
510,x1,y1
511,x1,y1
512,x1,y1
513,x1,y1
514,x1,y1
515,x1,y1
516,x1,y1
517,x1,y1
518,x1,y1
519,x1,y1
520,x1,y1
521,x1,y1
522,x1,y1
523,x1,y1
524,x1,y1
525,x1,y1
526,x1,y1
527,x1,y1
528,x1,y1
529,x1,y1
530,x1,y1
531,x1,y1
532,x1,y1
533,x1,y1
534,x1,y1
535,x1,y1
536,x1,y1
537,x1,y1
538,x1,y1
539,x1,y1
540,x1,y1
541,x1,y1
542,x1,y1
543,x1,y1
544,x1,y1
545,x1,y1
546,x1,y1
547,x1,y1
548,x1,y1
549,x1,y1
550,x1,y1
551,x1,y1
552,x1,y1
553,x1,y1
554,x1,y1
555,x1,y1
556,x1,y1
557,x1,y1
558,x1,y1
559,x1,y1
560,x1,y1
561,x1,y1
562,x1,y1
563,x1,y1
564,x1,y1
565,x1,y1
566,x1,y1
567,x1,y1
568,x1,y1
569,x1,y1
570,x1,y1
571,x1,y1
572,x1,y1
573,x1,y1
574,x1,y1
575,x1,y1
576,x1,y1
577,x1,y1
578,x1,y1
579,x1,y1
580,x1,y1
581,x1,y1
582,x1,y1
583,x1,y1
584,x1,y1
585,x1,y1
586,x1,y1
587,x1,y1
588,x1,y1
589,x1,y1
590,x1,y1
591,x1,y1
592,x1,y1
593,x1,y1
594,x1,y1
595,x1,y1
596,x1,y1
597,x1,y1
598,x1,y1
599,x1,y1
600,x1,y1
601,x1,y1
602,x1,y1
603,x1,y1
604,x1,y1
605,x1,y1
606,x1,y1
607,x1,y1
608,x1,y1
609,x1,y1
610,x1,y1
611,x1,y1
612,x1,y1
613,x1,y1
614,x1,y1
615,x1,y1
616,x1,y1
617,x1,y1
618,x1,y1
619,x1,y1
620,x1,y1
621,x1,y1
622,x1,y1
623,x1,y1
624,x1,y1
625,x1,y1
626,x1,y1
627,x1,y1
628,x1,y1
629,x1,y1
630,x1,y1
631,x1,y1
632,x1,y1
633,x1,y1
634,x1,y1
635,x1,y1
636,x1,y1
637,x1,y1
638,x1,y1
639,x1,y1
640,x1,y1
641,x1,y1
642,x1,y1
643,x1,y1
644,x1,y1
645,x1,y1
646,x1,y1
647,x1,y1
648,x1,y1
649,x1,y1
650,x1,y1
651,x1,y1
652,x1,y1
653,x1,y1
654,x1,y1
655,x1,y1
656,x1,y1
657,x1,y1
658,x1,y1
659,x1,y1
660,x1,y1
661,x1,y1
662,x1,y1
663,x1,y1
664,x1,y1
665,x1,y1
666,x1,y1
667,x1,y1
668,x1,y1
669,x1,y1
670,x1,y1
671,x1,y1
672,x1,y1
673,x1,y1
674,x1,y1
675,x1,y1
676,x1,y1
677,x1,y1
678,x1,y1
679,x1,y1
680,x1,y1
681,x1,y1
682,x1,y1
683,x1,y1
684,x1,y1
685,x1,y1
686,x1,y1
687,x1,y1
688,x1,y1
689,x1,y1
690,x1,y1
691,x1,y1
692,x1,y1
693,x1,y1
694,x1,y1
695,x1,y1
696,x1,y1
697,x1,y1
698,x1,y1
699,x1,y1
700,x1,y1
701,x1,y1
702,x1,y1
703,x1,y1
704,x1,y1
705,x1,y1
706,x1,y1
707,x1,y1
708,x1,y1
709,x1,y1
710,x1,y1
711,x1,y1
712,x1,y1
713,x1,y1
714,x1,y1
715,x1,y1
716,x1,y1
717,x1,y1
718,x1,y1
719,x1,y1
720,x1,y1
721,x1,y1
722,x1,y1
723,x1,y1
724,x1,y1
725,x1,y1
726,x1,y1
727,x1,y1
728,x1,y1
729,x1,y1
730,x1,y1
731,x1,y1
732,x1,y1
733,x1,y1
734,x1,y1
735,x1,y1
736,x1,y1
737,x1,y1
738,x1,y1
739,x1,y1
740,x1,y1
741,x1,y1
742,x1,y1
743,x1,y1
744,x1,y1
745,x1,y1
746,x1,y1
747,x1,y1
748,x1,y1
749,x1,y1
750,x1,y1
751,x1,y1
752,x1,y1
753,x1,y1
754,x1,y1
755,x1,y1
756,x1,y1
757,x1,y1
758,x1,y1
759,x1,y1
760,x1,y1
761,x1,y1
762,x1,y1
763,x1,y1
764,x1,y1
765,x1,y1
766,x1,y1
767,x1,y1
768,x1,y1
769,x1,y1
770,x1,y1
771,x1,y1
772,x1,y1
773,x1,y1
774,x1,y1
775,x1,y1
776,x1,y1
777,x1,y1
778,x1,y1
779,x1,y1
780,x1,y1
781,x1,y1
782,x1,y1
783,x1,y1
784,x1,y1
785,x1,y1
786,x1,y1
787,x1,y1
788,x1,y1
789,x1,y1
790,x1,y1
791,x1,y1
792,x1,y1
793,x1,y1
794,x1,y1
795,x1,y1
796,x1,y1
797,x1,y1
798,x1,y1
799,x1,y1
800,x1,y1
801,x1,y1
802,x1,y1
803,x1,y1
804,x1,y1
805,x1,y1
806,x1,y1
807,x1,y1
808,x1,y1
809,x1,y1
810,x1,y1
811,x1,y1
812,x1,y1
813,x1,y1
814,x1,y1
815,x1,y1
816,x1,y1
817,x1,y1
818,x1,y1
819,x1,y1
820,x1,y1
821,x1,y1
822,x1,y1
823,x1,y1
824,x1,y1
825,x1,y1
826,x1,y1
827,x1,y1
828,x1,y1
829,x1,y1
830,x1,y1
831,x1,y1
832,x1,y1
833,x1,y1
834,x1,y1
835,x1,y1
836,x1,y1
837,x1,y1
838,x1,y1
839,x1,y1
840,x1,y1
841,x1,y1
842,x1,y1
843,x1,y1
844,x1,y1
845,x1,y1
846,x1,y1
847,x1,y1
848,x1,y1
849,x1,y1
850,x1,y1
851,x1,y1
852,x1,y1
853,x1,y1
854,x1,y1
855,x1,y1
856,x1,y1
857,x1,y1
858,x1,y1
859,x1,y1
860,x1,y1
861,x1,y1
862,x1,y1
863,x1,y1
864,x1,y1
865,x1,y1
866,x1,y1
867,x1,y1
868,x1,y1
869,x1,y1
870,x1,y1
871,x1,y1
872,x1,y1
873,x1,y1
874,x1,y1
875,x1,y1
876,x1,y1
877,x1,y1
878,x1,y1
879,x1,y1
880,x1,y1
881,x1,y1
882,x1,y1
883,x1,y1
884,x1,y1
885,x1,y1
886,x1,y1
887,x1,y1
888,x1,y1
889,x1,y1
890,x1,y1
891,x1,y1
892,x1,y1
893,x1,y1
894,x1,y1
895,x1,y1
896,x1,y1
897,x1,y1
898,x1,y1
899,x1,y1
900,x1,y1
901,x1,y1
902,x1,y1
903,x1,y1
904,x1,y1
905,x1,y1
906,x1,y1
907,x1,y1
908,x1,y1
909,x1,y1
910,x1,y1
911,x1,y1
912,x1,y1
913,x1,y1
914,x1,y1
915,x1,y1
916,x1,y1
917,x1,y1
918,x1,y1
919,x1,y1
920,x1,y1
921,x1,y1
922,x1,y1
923,x1,y1
924,x1,y1
925,x1,y1
926,x1,y1
927,x1,y1
928,x1,y1
929,x1,y1
930,x1,y1
931,x1,y1
932,x1,y1
933,x1,y1
934,x1,y1
935,x1,y1
936,x1,y1
937,x1,y1
938,x1,y1
939,x1,y1
940,x1,y1
941,x1,y1
942,x1,y1
943,x1,y1
944,x1,y1
945,x1,y1
946,x1,y1
947,x1,y1
948,x1,y1
949,x1,y1
950,x1,y1
951,x1,y1
952,x1,y1
953,x1,y1
954,x1,y1
955,x1,y1
956,x1,y1
957,x1,y1
958,x1,y1
959,x1,y1
960,x1,y1
961,x1,y1
962,x1,y1
963,x1,y1
964,x1,y1
965,x1,y1
966,x1,y1
967,x1,y1
968,x1,y1
969,x1,y1
970,x1,y1
971,x1,y1
972,x1,y1
973,x1,y1
974,x1,y1
975,x1,y1
976,x1,y1
977,x1,y1
978,x1,y1
979,x1,y1
980,x1,y1
981,x1,y1
982,x1,y1
983,x1,y1
984,x1,y1
985,x1,y1
986,x1,y1
987,x1,y1
988,x1,y1
989,x1,y1
990,x1,y1
991,x1,y1
992,x1,y1
993,x1,y1
994,x1,y1
995,x1,y1
996,x1,y1
997,x1,y1
998,x1,y1
999,x1,y1
1000,x1,y1
1001,x1,y1
1002,x1,y1
1003,x1,y1
1004,x1,y1
1005,x1,y1
1006,x1,y1
1007,x1,y1
1008,x1,y1
1009,x1,y1
1010,x1,y1
1011,x1,y1
1012,x1,y1
1013,x1,y1
1014,x1,y1
1015,x1,y1
1016,x1,y1
1017,x1,y1
1018,x1,y1
1019,x1,y1
1020,x1,y1
1021,x1,y1
1022,x1,y1
1023,x1,y1
1024,x1,y1
1025,x1,y1
1026,x1,y1
1027,x1,y1
1028,x1,y1
1029,x1,y1
1030,x1,y1
1031,x1,y1
1032,x1,y1
1033,x1,y1
1034,x1,y1
1035,x1,y1
1036,x1,y1
1037,x1,y1
1038,x1,y1
1039,x1,y1
1040,x1,y1
1041,x1,y1
1042,x1,y1
1043,x1,y1
1044,x1,y1
1045,x1,y1
1046,x1,y1
1047,x1,y1
1048,x1,y1
1049,x1,y1
1050,x1,y1
1051,x1,y1
1052,x1,y1
1053,x1,y1
1054,x1,y1
1055,x1,y1
1056,x1,y1
1057,x1,y1
1058,x1,y1
1059,x1,y1
1060,x1,y1
1061,x1,y1
1062,x1,y1
1063,x1,y1
1064,x1,y1
1065,x1,y1
1066,x1,y1
1067,x1,y1
1068,x1,y1
1069,x1,y1
1070,x1,y1
1071,x1,y1
1072,x1,y1
1073,x1,y1
1074,x1,y1
1075,x1,y1
1076,x1,y1
1077,x1,y1
1078,x1,y1
1079,x1,y1
1080,x1,y1
1081,x1,y1
1082,x1,y1
1083,x1,y1
1084,x1,y1
1085,x1,y1
1086,x1,y1
1087,x1,y1
1088,x1,y1
1089,x1,y1
1090,x1,y1
1091,x1,y1
1092,x1,y1
1093,x1,y1
1094,x1,y1
1095,x1,y1
1096,x1,y1
1097,x1,y1
1098,x1,y1
1099,x1,y1
1100,x1,y1
1101,x1,y1
1102,x1,y1
1103,x1,y1
1104,x1,y1
1105,x1,y1
1106,x1,y1
1107,x1,y1
1108,x1,y1
1109,x1,y1
1110,x1,y1
1111,x1,y1
1112,x1,y1
1113,x1,y1
1114,x1,y1
1115,x1,y1
1116,x1,y1
1117,x1,y1
1118,x1,y1
1119,x1,y1
1120,x1,y1
1121,x1,y1
1122,x1,y1
1123,x1,y1
1124,x1,y1
1125,x1,y1
1126,x1,y1
1127,x1,y1
1128,x1,y1
1129,x1,y1
1130,x1,y1
1131,x1,y1
1132,x1,y1
1133,x1,y1
1134,x1,y1
1135,x1,y1
1136,x1,y1
1137,x1,y1
1138,x1,y1
1139,x1,y1
1140,x1,y1
1141,x1,y1
1142,x1,y1
1143,x1,y1
1144,x1,y1
1145,x1,y1
1146,x1,y1
1147,x1,y1
1148,x1,y1
1149,x1,y1
1150,x1,y1
1151,x1,y1
1152,x1,y1
1153,x1,y1
1154,x1,y1
1155,x1,y1
1156,x1,y1
1157,x1,y1
1158,x1,y1
1159,x1,y1
1160,x1,y1
1161,x1,y1
1162,x1,y1
1163,x1,y1
1164,x1,y1
1165,x1,y1
1166,x1,y1
1167,x1,y1
1168,x1,y1
1169,x1,y1
1170,x1,y1
1171,x1,y1
1172,x1,y1
1173,x1,y1
1174,x1,y1
1175,x1,y1
1176,x1,y1
1177,x1,y1
1178,x1,y1
1179,x1,y1
1180,x1,y1
1181,x1,y1
1182,x1,y1
1183,x1,y1
1184,x1,y1
1185,x1,y1
1186,x1,y1
1187,x1,y1
1188,x1,y1
1189,x1,y1
1190,x1,y1
1191,x1,y1
1192,x1,y1
1193,x1,y1
1194,x1,y1
1195,x1,y1
1196,x1,y1
1197,x1,y1
1198,x1,y1
1199,x1,y1
1200,x1,y1
1201,x1,y1
1202,x1,y1
1203,x1,y1
1204,x1,y1
1205,x1,y1
1206,x1,y1
1207,x1,y1
1208,x1,y1
1209,x1,y1
1210,x1,y1
1211,x1,y1
1212,x1,y1
1213,x1,y1
1214,x1,y1
1215,x1,y1
1216,x1,y1
1217,x1,y1
1218,x1,y1
1219,x1,y1
1220,x1,y1
1221,x1,y1
1222,x1,y1
1223,x1,y1
1224,x1,y1
1225,x1,y1
1226,x1,y1
1227,x1,y1
1228,x1,y1
1229,x1,y1
1230,x1,y1
1231,x1,y1
1232,x1,y1
1233,x1,y1
1234,x1,y1
1235,x1,y1
1236,x1,y1
1237,x1,y1
1238,x1,y1
1239,x1,y1
1240,x1,y1
1241,x1,y1
1242,x1,y1
1243,x1,y1
1244,x1,y1
1245,x1,y1
1246,x1,y1
1247,x1,y1
1248,x1,y1
1249,x1,y1
1250,x1,y1
1251,x1,y1
1252,x1,y1
1253,x1,y1
1254,x1,y1
1255,x1,y1
1256,x1,y1
1257,x1,y1
1258,x1,y1
1259,x1,y1
1260,x1,y1
1261,x1,y1
1262,x1,y1
1263,x1,y1
1264,x1,y1
1265,x1,y1
1266,x1,y1
1267,x1,y1
1268,x1,y1
1269,x1,y1
1270,x1,y1
1271,x1,y1
1272,x1,y1
1273,x1,y1
1274,x1,y1
1275,x1,y1
1276,x1,y1
1277,x1,y1
1278,x1,y1
1279,x1,y1
1280,x1,y1
1281,x1,y1
1282,x1,y1
1283,x1,y1
1284,x1,y1
1285,x1,y1
1286,x1,y1
1287,x1,y1
1288,x1,y1
1289,x1,y1
1290,x1,y1
1291,x1,y1
1292,x1,y1
1293,x1,y1
1294,x1,y1
1295,x1,y1
1296,x1,y1
1297,x1,y1
1298,x1,y1
1299,x1,y1
1300,x1,y1
1301,x1,y1
1302,x1,y1
1303,x1,y1
1304,x1,y1
1305,x1,y1
1306,x1,y1
1307,x1,y1
1308,x1,y1
1309,x1,y1
1310,x1,y1
1311,x1,y1
1312,x1,y1
1313,x1,y1
1314,x1,y1
1315,x1,y1
1316,x1,y1
1317,x1,y1
1318,x1,y1
1319,x1,y1
1320,x1,y1
1321,x1,y1
1322,x1,y1
1323,x1,y1
1324,x1,y1
1325,x1,y1
1326,x1,y1
1327,x1,y1
1328,x1,y1
1329,x1,y1
1330,x1,y1
1331,x1,y1
1332,x1,y1
1333,x1,y1
1334,x1,y1
1335,x1,y1
1336,x1,y1
1337,x1,y1
1338,x1,y1
1339,x1,y1
1340,x1,y1
1341,x1,y1
1342,x1,y1
1343,x1,y1
1344,x1,y1
1345,x1,y1
1346,x1,y1
1347,x1,y1
1348,x1,y1
1349,x1,y1
1350,x1,y1
1351,x1,y1
1352,x1,y1
1353,x1,y1
1354,x1,y1
1355,x1,y1
1356,x1,y1
1357,x1,y1
1358,x1,y1
1359,x1,y1
1360,x1,y1
1361,x1,y1
1362,x1,y1
1363,x1,y1
1364,x1,y1
1365,x1,y1
1366,x1,y1
1367,x1,y1
1368,x1,y1
1369,x1,y1
1370,x1,y1
1371,x1,y1
1372,x1,y1
1373,x1,y1
1374,x1,y1
1375,x1,y1
1376,x1,y1
1377,x1,y1
1378,x1,y1
1379,x1,y1
1380,x1,y1
1381,x1,y1
1382,x1,y1
1383,x1,y1
1384,x1,y1
1385,x1,y1
1386,x1,y1
1387,x1,y1
1388,x1,y1
1389,x1,y1
1390,x1,y1
1391,x1,y1
1392,x1,y1
1393,x1,y1
1394,x1,y1
1395,x1,y1
1396,x1,y1
1397,x1,y1
1398,x1,y1
1399,x1,y1
1400,x1,y1
1401,x1,y1
1402,x1,y1
1403,x1,y1
1404,x1,y1
1405,x1,y1
1406,x1,y1
1407,x1,y1
1408,x1,y1
1409,x1,y1
1410,x1,y1
1411,x1,y1
1412,x1,y1
1413,x1,y1
1414,x1,y1
1415,x1,y1
1416,x1,y1
1417,x1,y1
1418,x1,y1
1419,x1,y1
1420,x1,y1
1421,x1,y1
1422,x1,y1
1423,x1,y1
1424,x1,y1
1425,x1,y1
1426,x1,y1
1427,x1,y1
1428,x1,y1
1429,x1,y1
1430,x1,y1
1431,x1,y1
1432,x1,y1
1433,x1,y1
1434,x1,y1
1435,x1,y1
1436,x1,y1
1437,x1,y1
1438,x1,y1
1439,x1,y1
1440,x1,y1
1441,x1,y1
1442,x1,y1
1443,x1,y1
1444,x1,y1
1445,x1,y1
1446,x1,y1
1447,x1,y1
1448,x1,y1
1449,x1,y1
1450,x1,y1
1451,x1,y1
1452,x1,y1
1453,x1,y1
1454,x1,y1
1455,x1,y1
1456,x1,y1
1457,x1,y1
1458,x1,y1
1459,x1,y1
1460,x1,y1
1461,x1,y1
1462,x1,y1
1463,x1,y1
1464,x1,y1
1465,x1,y1
1466,x1,y1
1467,x1,y1
1468,x1,y1
1469,x1,y1
1470,x1,y1
1471,x1,y1
1472,x1,y1
1473,x1,y1
1474,x1,y1
1475,x1,y1
1476,x1,y1
1477,x1,y1
1478,x1,y1
1479,x1,y1
1480,x1,y1
1481,x1,y1
1482,x1,y1
1483,x1,y1
1484,x1,y1
1485,x1,y1
1486,x1,y1
1487,x1,y1
1488,x1,y1
1489,x1,y1
1490,x1,y1
1491,x1,y1
1492,x1,y1
1493,x1,y1
1494,x1,y1
1495,x1,y1
1496,x1,y1
1497,x1,y1
1498,x1,y1
1499,x1,y1
1500,x1,y1
1501,x1,y1
1502,x1,y1
1503,x1,y1
1504,x1,y1
1505,x1,y1
1506,x1,y1
1507,x1,y1
1508,x1,y1
1509,x1,y1
1510,x1,y1
1511,x1,y1
1512,x1,y1
1513,x1,y1
1514,x1,y1
1515,x1,y1
1516,x1,y1
1517,x1,y1
1518,x1,y1
1519,x1,y1
1520,x1,y1
1521,x1,y1
1522,x1,y1
1523,x1,y1
1524,x1,y1
1525,x1,y1
1526,x1,y1
1527,x1,y1
1528,x1,y1
1529,x1,y1
1530,x1,y1
1531,x1,y1
1532,x1,y1
1533,x1,y1
1534,x1,y1
1535,x1,y1
1536,x1,y1
1537,x1,y1
1538,x1,y1
1539,x1,y1
1540,x1,y1
1541,x1,y1
1542,x1,y1
1543,x1,y1
1544,x1,y1
1545,x1,y1
1546,x1,y1
1547,x1,y1
1548,x1,y1
1549,x1,y1
1550,x1,y1
1551,x1,y1
1552,x1,y1
1553,x1,y1
1554,x1,y1
1555,x1,y1
1556,x1,y1
1557,x1,y1
1558,x1,y1
1559,x1,y1
1560,x1,y1
1561,x1,y1
1562,x1,y1
1563,x1,y1
1564,x1,y1
1565,x1,y1
1566,x1,y1
1567,x1,y1
1568,x1,y1
1569,x1,y1
1570,x1,y1
1571,x1,y1
1572,x1,y1
1573,x1,y1
1574,x1,y1
1575,x1,y1
1576,x1,y1
1577,x1,y1
1578,x1,y1
1579,x1,y1
1580,x1,y1
1581,x1,y1
1582,x1,y1
1583,x1,y1
1584,x1,y1
1585,x1,y1
1586,x1,y1
1587,x1,y1
1588,x1,y1
1589,x1,y1
1590,x1,y1
1591,x1,y1
1592,x1,y1
1593,x1,y1
1594,x1,y1
1595,x1,y1
1596,x1,y1
1597,x1,y1
1598,x1,y1
1599,x1,y1
1600,x1,y1
1601,x1,y1
1602,x1,y1
1603,x1,y1
1604,x1,y1
1605,x1,y1
1606,x1,y1
1607,x1,y1
1608,x1,y1
1609,x1,y1
1610,x1,y1
1611,x1,y1
1612,x1,y1
1613,x1,y1
1614,x1,y1
1615,x1,y1
1616,x1,y1
1617,x1,y1
1618,x1,y1
1619,x1,y1
1620,x1,y1
1621,x1,y1
1622,x1,y1
1623,x1,y1
1624,x1,y1
1625,x1,y1
1626,x1,y1
1627,x1,y1
1628,x1,y1
1629,x1,y1
1630,x1,y1
1631,x1,y1
1632,x1,y1
1633,x1,y1
1634,x1,y1
1635,x1,y1
1636,x1,y1
1637,x1,y1
1638,x1,y1
1639,x1,y1
1640,x1,y1
1641,x1,y1
1642,x1,y1
1643,x1,y1
1644,x1,y1
1645,x1,y1
1646,x1,y1
1647,x1,y1
1648,x1,y1
1649,x1,y1
1650,x1,y1
1651,x1,y1
1652,x1,y1
1653,x1,y1
1654,x1,y1
1655,x1,y1
1656,x1,y1
1657,x1,y1
1658,x1,y1
1659,x1,y1
1660,x1,y1
1661,x1,y1
1662,x1,y1
1663,x1,y1
1664,x1,y1
1665,x1,y1
